weight,simple_fraction,occupied_grid_sites_mark,S1,S2,S3,S4_edge
0.12950064228363706,0.0,16:2;23:2,1.48236191,0.26794919,3.41421356,3.0
0.11585106426773888,0.0,11:2;23:2,0.0,4.0,0.0,4.0
0.10563987305325918,0.5,9:1;16:2;23:1,0.54934921,0.01794919,2.91421356,2.25
0.6490084203953649,1.0,5:1;11:1;17:1;23:1,0.0,0.0,0.0,4.0
