Generated at 17:42 (eastern) on Wednesday 03 June 2026
Params: cond_upper_bound=None, cond_lower_bound=None
BSD(E,2) check: run (output verified)
Run took: 7 minutes 53 seconds

cremona_label,source,lmfdb_label
13674d1, Zha16_no_2_tors, 13674.a1
13674e1, Zha16_no_2_tors, 13674.f1
13683a1, Zha16_no_2_tors, 13683.a1
13702h1, Zha16_no_2_tors, 13702.g1
13717a1, Zha16_no_2_tors, 13717.a1
13771a1, Zha16_no_2_tors, 13771.b1
13805c1, Zha16_no_2_tors, 13805.c1
13845g1, Zha16_no_2_tors, 13845.c1
13845b1, Zha16_no_2_tors, 13845.d1
13845e1, Zha16_no_2_tors, 13845.e1
13854b1, Zha16_no_2_tors, 13854.a1
13854d1, Zha16_no_2_tors, 13854.d1
13890d1, Zha16_no_2_tors, 13890.d1
13922b1, Zha16_no_2_tors, 13922.d1
13926d1, Zha16_no_2_tors, 13926.a1
13926a1, Zha16_no_2_tors, 13926.b1
13926b1, Zha16_no_2_tors, 13926.d1
13926o1, Zha16_no_2_tors, 13926.m1
13930c1, Zha16_no_2_tors, 13930.g1
13938g1, Zha16_no_2_tors, 13938.g1
13939a1, Zha16_no_2_tors, 13939.b1
13954b1, Zha16_no_2_tors, 13954.b1
13954a1, Zha16_no_2_tors, 13954.c1
13962c1, Zha16_no_2_tors, 13962.a1
13962b1, Zha16_no_2_tors, 13962.b1
13962e1, Zha16_no_2_tors, 13962.e1
13969a1, Zha16_no_2_tors, 13969.a1
13971c1, Zha16_no_2_tors, 13971.a1
13971d1, Zha16_no_2_tors, 13971.b1
13971a1, Zha16_no_2_tors, 13971.c1
13971b1, Zha16_no_2_tors, 13971.d1
13971e1, Zha16_no_2_tors, 13971.e1
13983b1, Zha16_no_2_tors, 13983.b1
14010h1, Zha16_no_2_tors, 14010.i1
14066a1, Zha16_no_2_tors, 14066.a1
14066b1, Zha16_no_2_tors, 14066.b1
14082b1, Zha16_no_2_tors, 14082.b1
14102b1, Zha16_no_2_tors, 14102.a1
14110e1, Zha16_no_2_tors, 14110.c1
14115a1, Zha16_no_2_tors, 14115.a1
14118b1, Zha16_no_2_tors, 14118.a1
14129c1, Zha16_no_2_tors, 14129.b1
14141b1, Zha16_no_2_tors, 14141.b1
14213a1, Zha16_no_2_tors, 14213.a1
14235e1, Zha16_no_2_tors, 14235.c1
14235d1, Zha16_no_2_tors, 14235.h1
14246a1, Zha16_no_2_tors, 14246.a1
14246b1, Zha16_no_2_tors, 14246.c1
14262b1, Zha16_no_2_tors, 14262.b1
14277a1, Zha16_no_2_tors, 14277.a1
14282a1, Zha16_no_2_tors, 14282.a1
14282c1, Zha16_no_2_tors, 14282.b1
14285b1, Zha16_no_2_tors, 14285.a1
14285a1, Zha16_no_2_tors, 14285.b1
14298a1, Zha16_no_2_tors, 14298.a1
14307c1, Zha16_no_2_tors, 14307.b1
14314b1, Zha16_no_2_tors, 14314.b1
14334a1, Zha16_no_2_tors, 14334.e1
14334f1, Zha16_no_2_tors, 14334.g1
14334k1, Zha16_no_2_tors, 14334.k1
14370c1, Zha16_no_2_tors, 14370.a1
14370h1, Zha16_no_2_tors, 14370.h1
14379a1, Zha16_no_2_tors, 14379.a1
14393a1, Zha16_no_2_tors, 14393.a1
14394a1, Zha16_no_2_tors, 14394.a1
14397d1, Zha16_no_2_tors, 14397.d1
14402b1, Zha16_no_2_tors, 14402.a1
14410c1, Zha16_no_2_tors, 14410.d1
14426a1, Zha16_no_2_tors, 14426.a1
14434a1, Zha16_no_2_tors, 14434.a1
14466a1, Zha16_no_2_tors, 14466.a1
14469h1, Zha16_no_2_tors, 14469.e1
14469j1, Zha16_no_2_tors, 14469.k1
14478b1, Zha16_no_2_tors, 14478.b1
14478d1, Zha16_no_2_tors, 14478.e1
14478f1, Zha16_no_2_tors, 14478.i1
14482b1, Zha16_no_2_tors, 14482.a1
14502b1, Zha16_no_2_tors, 14502.b1
14502c1, Zha16_no_2_tors, 14502.d1
14511d1, Zha16_no_2_tors, 14511.g1
14514i1, Zha16_no_2_tors, 14514.j1
14514k1, Zha16_no_2_tors, 14514.o1
14515a1, Zha16_no_2_tors, 14515.a1
14531a1, Zha16_no_2_tors, 14531.a1
14539f1, Zha16_no_2_tors, 14539.b1
14541c1, Zha16_no_2_tors, 14541.d1
14569a1, Zha16_no_2_tors, 14569.a1
14587a1, Zha16_no_2_tors, 14587.b1
14595j1, Zha16_no_2_tors, 14595.g1
14599a1, Zha16_no_2_tors, 14599.a1
14601a1, Zha16_no_2_tors, 14601.b1
14626c1, Zha16_no_2_tors, 14626.b1
14626a1, Zha16_no_2_tors, 14626.d1
14642b1, Zha16_no_2_tors, 14642.b1
14658a1, Zha16_no_2_tors, 14658.d1
14658f1, Zha16_no_2_tors, 14658.g1
14662b1, Zha16_no_2_tors, 14662.b1
14662c1, Zha16_no_2_tors, 14662.d1
14674b1, Zha16_no_2_tors, 14674.b1
14690b1, Zha16_no_2_tors, 14690.a1
14690g1, Zha16_no_2_tors, 14690.g1
14707a1, Zha16_no_2_tors, 14707.a1
14726a1, Zha16_no_2_tors, 14726.a1
14730b1, Zha16_no_2_tors, 14730.b1
14730d1, Zha16_no_2_tors, 14730.d1
14730e1, Zha16_no_2_tors, 14730.e1
14730h1, Zha16_no_2_tors, 14730.g1
14730g1, Zha16_no_2_tors, 14730.h1
14730j1, Zha16_no_2_tors, 14730.j1
14730m1, Zha16_no_2_tors, 14730.k1
14730l1, Zha16_no_2_tors, 14730.m1
14730n1, Zha16_no_2_tors, 14730.n1
14730o1, Zha16_no_2_tors, 14730.o1
14734c1, Zha16_no_2_tors, 14734.a1
14763a1, Zha16_no_2_tors, 14763.b1
14763f1, Zha16_no_2_tors, 14763.d1
14770c1, Zha16_no_2_tors, 14770.d1
14770d1, Zha16_no_2_tors, 14770.e1
14782b1, Zha16_no_2_tors, 14782.b1
14802a1, Zha16_no_2_tors, 14802.a1
14819b1, Zha16_no_2_tors, 14819.b1
14819c1, Zha16_no_2_tors, 14819.d1
14822a1, Zha16_no_2_tors, 14822.a1
14846c1, Zha16_no_2_tors, 14846.c1
14866b1, Zha16_no_2_tors, 14866.a1
14885a1, Zha16_no_2_tors, 14885.a1
14907c1, Zha16_no_2_tors, 14907.b1
14907b1, Zha16_no_2_tors, 14907.d1
14910d1, Zha16_no_2_tors, 14910.f1
14910m1, Zha16_no_2_tors, 14910.o1
14910ba1, Zha16_no_2_tors, 14910.bb1
14938d1, Zha16_no_2_tors, 14938.c1
14938f1, Zha16_no_2_tors, 14938.f1
14938h1, Zha16_no_2_tors, 14938.k1
14938n1, Zha16_no_2_tors, 14938.o1
14938s1, Zha16_no_2_tors, 14938.p1
14938t1, Zha16_no_2_tors, 14938.u1
14942c1, Zha16_no_2_tors, 14942.e1
14946f1, Zha16_no_2_tors, 14946.d1
14981a1, Zha16_no_2_tors, 14981.a1
14982e1, Zha16_no_2_tors, 14982.e1
14982f1, Zha16_no_2_tors, 14982.h1
14986a1, Zha16_no_2_tors, 14986.b1
15018a1, Zha16_no_2_tors, 15018.a1
15019b1, Zha16_no_2_tors, 15019.a1
15029a1, Zha16_no_2_tors, 15029.b1
15033a1, Zha16_no_2_tors, 15033.a1
15037a1, Zha16_no_2_tors, 15037.a1
15037b1, Zha16_no_2_tors, 15037.c1
15049b1, Zha16_no_2_tors, 15049.b1
15054a1, Zha16_no_2_tors, 15054.b1
15054c1, Zha16_no_2_tors, 15054.d1
15054e1, Zha16_no_2_tors, 15054.e1
15063b1, Zha16_no_2_tors, 15063.c1
15067a1, Zha16_no_2_tors, 15067.a1
15070d1, Zha16_no_2_tors, 15070.d1
15070i1, Zha16_no_2_tors, 15070.h1
15079a1, Zha16_no_2_tors, 15079.a1
15126h1, Zha16_no_2_tors, 15126.h1
15146b1, Zha16_no_2_tors, 15146.b1
15151a1, Zha16_no_2_tors, 15151.b1
15154b1, Zha16_no_2_tors, 15154.b1
15158a1, Zha16_no_2_tors, 15158.a1
15159a1, Zha16_no_2_tors, 15159.a1
15171b1, Zha16_no_2_tors, 15171.b1
15189c1, Zha16_no_2_tors, 15189.b1
15195b1, Zha16_no_2_tors, 15195.a1
15195c1, Zha16_no_2_tors, 15195.b1
15202a1, Zha16_no_2_tors, 15202.a1
15206a1, Zha16_no_2_tors, 15206.a1
15211a1, Zha16_no_2_tors, 15211.a1
15281a1, Zha16_no_2_tors, 15281.a1
15283e1, Zha16_no_2_tors, 15283.a1
15301b1, Zha16_no_2_tors, 15301.b1
15315b1, Zha16_no_2_tors, 15315.a1
15315e1, Zha16_no_2_tors, 15315.e1
15323a1, Zha16_no_2_tors, 15323.a1
15330b1, Zha16_no_2_tors, 15330.a1
15330o1, Zha16_no_2_tors, 15330.o1
15330t1, Zha16_no_2_tors, 15330.s1
15330bb1, Zha16_no_2_tors, 15330.bb1
15346b1, Zha16_no_2_tors, 15346.b1
15355a1, Zha16_no_2_tors, 15355.a1
15357a1, Zha16_no_2_tors, 15357.a1
15365a1, Zha16_no_2_tors, 15365.b1
15402c1, Zha16_no_2_tors, 15402.c1
15411a1, Zha16_no_2_tors, 15411.b1
15429f1, Zha16_no_2_tors, 15429.b1
15430d1, Zha16_no_2_tors, 15430.f1
15434a1, Zha16_no_2_tors, 15434.a1
15483a1, Zha16_no_2_tors, 15483.b1
15499a1, Zha16_no_2_tors, 15499.a1
15501c1, Zha16_no_2_tors, 15501.b1
15501f1, Zha16_no_2_tors, 15501.e1
15554c1, Zha16_no_2_tors, 15554.b1
15554d1, Zha16_no_2_tors, 15554.d1
15558h1, Zha16_no_2_tors, 15558.f1
15574a1, Zha16_no_2_tors, 15574.a1
15587b1, Zha16_no_2_tors, 15587.b1
15587c1, Zha16_no_2_tors, 15587.c1
15598b1, Zha16_no_2_tors, 15598.a1
15603c1, Zha16_no_2_tors, 15603.c1
15618a1, Zha16_no_2_tors, 15618.a1
15630a1, Zha16_no_2_tors, 15630.a1
15630i1, Zha16_no_2_tors, 15630.i1
15630j1, Zha16_no_2_tors, 15630.j1
15654a1, Zha16_no_2_tors, 15654.a1
15659a1, Zha16_no_2_tors, 15659.a1
15670b1, Zha16_no_2_tors, 15670.b1
15670d1, Zha16_no_2_tors, 15670.c1
15686b1, Zha16_no_2_tors, 15686.c1
15686e1, Zha16_no_2_tors, 15686.f1
15689c1, Zha16_no_2_tors, 15689.a1
15691a1, Zha16_no_2_tors, 15691.a1
15765b1, Zha16_no_2_tors, 15765.b1
15770c1, Zha16_no_2_tors, 15770.c1
15790a1, Zha16_no_2_tors, 15790.a1
15819a1, Zha16_no_2_tors, 15819.a1
15826a1, Zha16_no_2_tors, 15826.b1
15834e1, Zha16_no_2_tors, 15834.d1
15834h1, Zha16_no_2_tors, 15834.h1
15909a1, Zha16_no_2_tors, 15909.c1
15917b1, Zha16_no_2_tors, 15917.a1
15918e1, Zha16_no_2_tors, 15918.e1
15918f1, Zha16_no_2_tors, 15918.i1
15918g1, Zha16_no_2_tors, 15918.l1
15918i1, Zha16_no_2_tors, 15918.o1
15918p1, Zha16_no_2_tors, 15918.q1
15970a1, Zha16_no_2_tors, 15970.a1
15970b1, Zha16_no_2_tors, 15970.b1
16005i1, Zha16_no_2_tors, 16005.i1
16035a1, Zha16_no_2_tors, 16035.a1
16059e1, Zha16_no_2_tors, 16059.a1
16070c1, Zha16_no_2_tors, 16070.a1
16078a1, Zha16_no_2_tors, 16078.a1
16082e1, Zha16_no_2_tors, 16082.e1
16107c1, Zha16_no_2_tors, 16107.d1
16115b1, Zha16_no_2_tors, 16115.b1
16138a1, Zha16_no_2_tors, 16138.a1
16149b1, Zha16_no_2_tors, 16149.b1
16154a1, Zha16_no_2_tors, 16154.a1
16174a1, Zha16_no_2_tors, 16174.a1
16202a1, Zha16_no_2_tors, 16202.a1
16213a1, Zha16_no_2_tors, 16213.a1
16221a1, Zha16_no_2_tors, 16221.a1
16222a1, Zha16_no_2_tors, 16222.a1
16238g1, Zha16_no_2_tors, 16238.d1
16238d1, Zha16_no_2_tors, 16238.f1
16251a1, Zha16_no_2_tors, 16251.a1
16262b1, Zha16_no_2_tors, 16262.b1
16269i1, Zha16_no_2_tors, 16269.b1
16269j1, Zha16_no_2_tors, 16269.j1
16274b1, Zha16_no_2_tors, 16274.b1
16286a1, Zha16_no_2_tors, 16286.a1
16289a1, Zha16_no_2_tors, 16289.a1
16321a1, Zha16_no_2_tors, 16321.a1
16341a1, Zha16_no_2_tors, 16341.a1
16342b1, Zha16_no_2_tors, 16342.b1
16383d1, Zha16_no_2_tors, 16383.a1
16406a1, Zha16_no_2_tors, 16406.a1
16406c1, Zha16_no_2_tors, 16406.d1
16418a1, Zha16_no_2_tors, 16418.a1
16482b1, Zha16_no_2_tors, 16482.c1
16482f1, Zha16_no_2_tors, 16482.i1
16491b1, Zha16_no_2_tors, 16491.e1
16499b1, Zha16_no_2_tors, 16499.b1
16509b1, Zha16_no_2_tors, 16509.a1
16530a1, Zha16_no_2_tors, 16530.b1
16530k1, Zha16_no_2_tors, 16530.k1
16590c1, Zha16_no_2_tors, 16590.c1
16590n1, Zha16_no_2_tors, 16590.m1
16590m1, Zha16_no_2_tors, 16590.n1
16590w1, Zha16_no_2_tors, 16590.y1
16598a1, Zha16_no_2_tors, 16598.a1
16626i1, Zha16_no_2_tors, 16626.i1
16629a1, Zha16_no_2_tors, 16629.a1
16635b1, Zha16_no_2_tors, 16635.a1
16635e1, Zha16_no_2_tors, 16635.d1
16642e1, Zha16_no_2_tors, 16642.e1
16671a1, Zha16_no_2_tors, 16671.c1
16674a1, Zha16_no_2_tors, 16674.a1
16682a1, Zha16_no_2_tors, 16682.a1
16689a1, Zha16_no_2_tors, 16689.a1
16723a1, Zha16_no_2_tors, 16723.a1
16730e1, Zha16_no_2_tors, 16730.d1
16735a1, Zha16_no_2_tors, 16735.b1
16738a1, Zha16_no_2_tors, 16738.b1
16742c1, Zha16_no_2_tors, 16742.c1
16765b1, Zha16_no_2_tors, 16765.d1
16782a1, Zha16_no_2_tors, 16782.a1
16818g1, Zha16_no_2_tors, 16818.g1
16849b1, Zha16_no_2_tors, 16849.c1
16851b1, Zha16_no_2_tors, 16851.b1
16870c1, Zha16_no_2_tors, 16870.e1
16870e1, Zha16_no_2_tors, 16870.f1
16870j1, Zha16_no_2_tors, 16870.i1
16870f1, Zha16_no_2_tors, 16870.j1
16886a1, Zha16_no_2_tors, 16886.a1
16910e1, Zha16_no_2_tors, 16910.f1
16918a1, Zha16_no_2_tors, 16918.a1
16939c1, Zha16_no_2_tors, 16939.a1
16939b1, Zha16_no_2_tors, 16939.c1
16942a1, Zha16_no_2_tors, 16942.a1
16955a1, Zha16_no_2_tors, 16955.a1
16966a1, Zha16_no_2_tors, 16966.a1
16995b1, Zha16_no_2_tors, 16995.c1
16998a1, Zha16_no_2_tors, 16998.a1
17007a1, Zha16_no_2_tors, 17007.c1
17007c1, Zha16_no_2_tors, 17007.d1
17022a1, Zha16_no_2_tors, 17022.a1
17022b1, Zha16_no_2_tors, 17022.b1
17043c1, Zha16_no_2_tors, 17043.e1
17067a1, Zha16_no_2_tors, 17067.a1
17070s1, Zha16_no_2_tors, 17070.q1
17094i1, Zha16_no_2_tors, 17094.a1
17094e1, Zha16_no_2_tors, 17094.g1
17094p1, Zha16_no_2_tors, 17094.n1
17094t1, Zha16_no_2_tors, 17094.s1
17115a1, Zha16_no_2_tors, 17115.e1
17155a1, Zha16_no_2_tors, 17155.a1
17165a1, Zha16_no_2_tors, 17165.a1
17171b1, Zha16_no_2_tors, 17171.b1
17179a1, Zha16_no_2_tors, 17179.a1
17197a1, Zha16_no_2_tors, 17197.a1
17202b1, Zha16_no_2_tors, 17202.a1
17202a1, Zha16_no_2_tors, 17202.c1
17206b1, Zha16_no_2_tors, 17206.c1
17210a1, Zha16_no_2_tors, 17210.b1
17214k1, Zha16_no_2_tors, 17214.m1
17227a1, Zha16_no_2_tors, 17227.a1
17230a1, Zha16_no_2_tors, 17230.a1
17278a1, Zha16_no_2_tors, 17278.a1
17282c1, Zha16_no_2_tors, 17282.b1
17282b1, Zha16_no_2_tors, 17282.c1
17294a1, Zha16_no_2_tors, 17294.a1
17331a1, Zha16_no_2_tors, 17331.a1
17353a1, Zha16_no_2_tors, 17353.a1
17355f1, Zha16_no_2_tors, 17355.g1
17355h1, Zha16_no_2_tors, 17355.h1
17358c1, Zha16_no_2_tors, 17358.b1
17358e1, Zha16_no_2_tors, 17358.g1
17371a1, Zha16_no_2_tors, 17371.a1
17373d1, Zha16_no_2_tors, 17373.c1
17373a1, Zha16_no_2_tors, 17373.d1
17391j1, Zha16_no_2_tors, 17391.k1
17422a1, Zha16_no_2_tors, 17422.b1
17422c1, Zha16_no_2_tors, 17422.d1
17427a1, Zha16_no_2_tors, 17427.b1
17455a1, Zha16_no_2_tors, 17455.a1
17506a1, Zha16_no_2_tors, 17506.a1
17507b1, Zha16_no_2_tors, 17507.h1
17515b1, Zha16_no_2_tors, 17515.b1
17522a1, Zha16_no_2_tors, 17522.a1
17549b1, Zha16_no_2_tors, 17549.d1
17554a1, Zha16_no_2_tors, 17554.c1
17555a1, Zha16_no_2_tors, 17555.b1
17562b1, Zha16_no_2_tors, 17562.b1
17562e1, Zha16_no_2_tors, 17562.e1
17578f1, Zha16_no_2_tors, 17578.e1
17583a1, Zha16_no_2_tors, 17583.a1
17611a1, Zha16_no_2_tors, 17611.a1
17619a1, Zha16_no_2_tors, 17619.a1
17626b1, Zha16_no_2_tors, 17626.a1
17626f1, Zha16_no_2_tors, 17626.f1
17670a1, Zha16_no_2_tors, 17670.a1
17670k1, Zha16_no_2_tors, 17670.l1
17682a1, Zha16_no_2_tors, 17682.b1
17682e1, Zha16_no_2_tors, 17682.e1
17682g1, Zha16_no_2_tors, 17682.f1
17690h1, Zha16_no_2_tors, 17690.h1
17691b1, Zha16_no_2_tors, 17691.c1
17701a1, Zha16_no_2_tors, 17701.a1
17706a1, Zha16_no_2_tors, 17706.c1
17706i1, Zha16_no_2_tors, 17706.i1
17706j1, Zha16_no_2_tors, 17706.j1
17731c1, Zha16_no_2_tors, 17731.b1
17763b1, Zha16_no_2_tors, 17763.b1
17778b1, Zha16_no_2_tors, 17778.b1
17790h1, Zha16_no_2_tors, 17790.h1
17794d1, Zha16_no_2_tors, 17794.b1
17794b1, Zha16_no_2_tors, 17794.e1
17806a1, Zha16_no_2_tors, 17806.a1
17814d1, Zha16_no_2_tors, 17814.a1
17822i1, Zha16_no_2_tors, 17822.j1
17823b1, Zha16_no_2_tors, 17823.b1
17835b1, Zha16_no_2_tors, 17835.a1
17835a1, Zha16_no_2_tors, 17835.b1
17859b1, Zha16_no_2_tors, 17859.b1
17906a1, Zha16_no_2_tors, 17906.a1
17907a1, Zha16_no_2_tors, 17907.b1
17941b1, Zha16_no_2_tors, 17941.f1
17941d1, Zha16_no_2_tors, 17941.h1
17947a1, Zha16_no_2_tors, 17947.a1
17966a1, Zha16_no_2_tors, 17966.b1
17979b1, Zha16_no_2_tors, 17979.b1
17979c1, Zha16_no_2_tors, 17979.c1
17995a1, Zha16_no_2_tors, 17995.a1
18002a1, Zha16_no_2_tors, 18002.a1
18003a1, Zha16_no_2_tors, 18003.c1
18003c1, Zha16_no_2_tors, 18003.e1
18003f1, Zha16_no_2_tors, 18003.f1
18003b1, Zha16_no_2_tors, 18003.g1
18022a1, Zha16_no_2_tors, 18022.a1
18037a1, Zha16_no_2_tors, 18037.a1
18046b1, Zha16_no_2_tors, 18046.b1
18070b1, Zha16_no_2_tors, 18070.b1
18074h1, Zha16_no_2_tors, 18074.i1
18110a1, Zha16_no_2_tors, 18110.a1
18123a1, Zha16_no_2_tors, 18123.a1
18129a1, Zha16_no_2_tors, 18129.a1
18139b1, Zha16_no_2_tors, 18139.b1
18142a1, Zha16_no_2_tors, 18142.a1
18174c1, Zha16_no_2_tors, 18174.a1
18174e1, Zha16_no_2_tors, 18174.b1
18174f1, Zha16_no_2_tors, 18174.h1
18182a1, Zha16_no_2_tors, 18182.a1
18193a1, Zha16_no_2_tors, 18193.a1
18195c1, Zha16_no_2_tors, 18195.d1
18201d1, Zha16_no_2_tors, 18201.a1
18210a1, Zha16_no_2_tors, 18210.b1
18210k1, Zha16_no_2_tors, 18210.i1
18214a1, Zha16_no_2_tors, 18214.a1
18231c1, Zha16_no_2_tors, 18231.e1
18239a1, Zha16_no_2_tors, 18239.a1
18246b1, Zha16_no_2_tors, 18246.b1
18265a1, Zha16_no_2_tors, 18265.a1
18282a1, Zha16_no_2_tors, 18282.b1
18282f1, Zha16_no_2_tors, 18282.h1
18291b1, Zha16_no_2_tors, 18291.g1
18294b1, Zha16_no_2_tors, 18294.b1
18314a1, Zha16_no_2_tors, 18314.a1
18318f1, Zha16_no_2_tors, 18318.c1
18318g1, Zha16_no_2_tors, 18318.g1
18318l1, Zha16_no_2_tors, 18318.i1
18318j1, Zha16_no_2_tors, 18318.k1
18346a1, Zha16_no_2_tors, 18346.a1
18358a1, Zha16_no_2_tors, 18358.a1
18373a1, Zha16_no_2_tors, 18373.a1
18390l1, Zha16_no_2_tors, 18390.j1
18403a1, Zha16_no_2_tors, 18403.a1
18403b1, Zha16_no_2_tors, 18403.b1
18418a1, Zha16_no_2_tors, 18418.a1
18438b1, Zha16_no_2_tors, 18438.d1
18438h1, Zha16_no_2_tors, 18438.j1
18446a1, Zha16_no_2_tors, 18446.b1
18458e1, Zha16_no_2_tors, 18458.f1
18462a1, Zha16_no_2_tors, 18462.a1
18462c1, Zha16_no_2_tors, 18462.c1
18462i1, Zha16_no_2_tors, 18462.i1
18501a1, Zha16_no_2_tors, 18501.b1
18538b1, Zha16_no_2_tors, 18538.b1
18538l1, Zha16_no_2_tors, 18538.n1
18555b1, Zha16_no_2_tors, 18555.b1
18595a1, Zha16_no_2_tors, 18595.b1
18597a1, Zha16_no_2_tors, 18597.b1
18606c1, Zha16_no_2_tors, 18606.d1
18613b1, Zha16_no_2_tors, 18613.c1
18626a1, Zha16_no_2_tors, 18626.a1
18642c1, Zha16_no_2_tors, 18642.c1
18642d1, Zha16_no_2_tors, 18642.d1
18651b1, Zha16_no_2_tors, 18651.b1
18659b1, Zha16_no_2_tors, 18659.b1
18678g1, Zha16_no_2_tors, 18678.g1
18678i1, Zha16_no_2_tors, 18678.l1
18678m1, Zha16_no_2_tors, 18678.m1
18706a1, Zha16_no_2_tors, 18706.a1
18726b1, Zha16_no_2_tors, 18726.a1
18726a1, Zha16_no_2_tors, 18726.b1
18726c1, Zha16_no_2_tors, 18726.d1
18733a1, Zha16_no_2_tors, 18733.c1
18778b1, Zha16_no_2_tors, 18778.c1
18778d1, Zha16_no_2_tors, 18778.d1
18802a1, Zha16_no_2_tors, 18802.c1
18835a1, Zha16_no_2_tors, 18835.a1
18849b1, Zha16_no_2_tors, 18849.b1
18858d1, Zha16_no_2_tors, 18858.c1
18890a1, Zha16_no_2_tors, 18890.a1
18890b1, Zha16_no_2_tors, 18890.f1
18906b1, Zha16_no_2_tors, 18906.c1
18906g1, Zha16_no_2_tors, 18906.e1
18915d1, Zha16_no_2_tors, 18915.a1
18915g1, Zha16_no_2_tors, 18915.b1
18915b1, Zha16_no_2_tors, 18915.d1
18915a1, Zha16_no_2_tors, 18915.i1
18930d1, Zha16_no_2_tors, 18930.b1
18930e1, Zha16_no_2_tors, 18930.f1
18930s1, Zha16_no_2_tors, 18930.s1
18937b1, Zha16_no_2_tors, 18937.b1
18962a1, Zha16_no_2_tors, 18962.a1
18969a1, Zha16_no_2_tors, 18969.a1
18978b1, Zha16_no_2_tors, 18978.b1
18987a1, Zha16_no_2_tors, 18987.a1
18998a1, Zha16_no_2_tors, 18998.b1
19005d1, Zha16_no_2_tors, 19005.b1
19010a1, Zha16_no_2_tors, 19010.a1
19010b1, Zha16_no_2_tors, 19010.d1
19014b1, Zha16_no_2_tors, 19014.b1
19030c1, Zha16_no_2_tors, 19030.c1
19034a1, Zha16_no_2_tors, 19034.d1
19047b1, Zha16_no_2_tors, 19047.a1
19070b1, Zha16_no_2_tors, 19070.c1
19115a1, Zha16_no_2_tors, 19115.a1
19122b1, Zha16_no_2_tors, 19122.c1
19142a1, Zha16_no_2_tors, 19142.a1
19142b1, Zha16_no_2_tors, 19142.b1
19146a1, Zha16_no_2_tors, 19146.a1
19146b1, Zha16_no_2_tors, 19146.b1
19182c1, Zha16_no_2_tors, 19182.d1
19182j1, Zha16_no_2_tors, 19182.l1
19194b1, Zha16_no_2_tors, 19194.a1
19194m1, Zha16_no_2_tors, 19194.k1
19202b1, Zha16_no_2_tors, 19202.a1
19202a1, Zha16_no_2_tors, 19202.b1
19227b1, Zha16_no_2_tors, 19227.d1
19270g1, Zha16_no_2_tors, 19270.f1
19282b1, Zha16_no_2_tors, 19282.a1
19283c1, Zha16_no_2_tors, 19283.a1
19286a1, Zha16_no_2_tors, 19286.a1
19286b1, Zha16_no_2_tors, 19286.b1
19339a1, Zha16_no_2_tors, 19339.a1
19371b1, Zha16_no_2_tors, 19371.c1
19414b1, Zha16_no_2_tors, 19414.b1
19414a1, Zha16_no_2_tors, 19414.c1
19418b1, Zha16_no_2_tors, 19418.c1
19418c1, Zha16_no_2_tors, 19418.e1
19419a1, Zha16_no_2_tors, 19419.a1
19437b1, Zha16_no_2_tors, 19437.a1
19446c1, Zha16_no_2_tors, 19446.c1
19446e1, Zha16_no_2_tors, 19446.e1
19461f1, Zha16_no_2_tors, 19461.e1
19461b1, Zha16_no_2_tors, 19461.f1
19470f1, Zha16_no_2_tors, 19470.f1
19470w1, Zha16_no_2_tors, 19470.w1
19482g1, Zha16_no_2_tors, 19482.d1
19482e1, Zha16_no_2_tors, 19482.e1
19482f1, Zha16_no_2_tors, 19482.g1
19482i1, Zha16_no_2_tors, 19482.i1
19490b1, Zha16_no_2_tors, 19490.a1
19490e1, Zha16_no_2_tors, 19490.g1
19506a1, Zha16_no_2_tors, 19506.a1
19514a1, Zha16_no_2_tors, 19514.a1
19514b1, Zha16_no_2_tors, 19514.b1
19534a1, Zha16_no_2_tors, 19534.a1
19542a1, Zha16_no_2_tors, 19542.a1
19554a1, Zha16_no_2_tors, 19554.b1
19558c1, Zha16_no_2_tors, 19558.b1
19558h1, Zha16_no_2_tors, 19558.k1
19590a1, Zha16_no_2_tors, 19590.a1
19590b1, Zha16_no_2_tors, 19590.b1
19595a1, Zha16_no_2_tors, 19595.a1
19618a1, Zha16_no_2_tors, 19618.a1
19627a1, Zha16_no_2_tors, 19627.a1
19630b1, Zha16_no_2_tors, 19630.c1
19630e1, Zha16_no_2_tors, 19630.i1
19631a1, Zha16_no_2_tors, 19631.a1
19634b1, Zha16_no_2_tors, 19634.a1
19635g1, Zha16_no_2_tors, 19635.b1
19635c1, Zha16_no_2_tors, 19635.u1
19635f1, Zha16_no_2_tors, 19635.v1
19635u1, Zha16_no_2_tors, 19635.x1
19667a1, Zha16_no_2_tors, 19667.a1
19679b1, Zha16_no_2_tors, 19679.a1
19705b1, Zha16_no_2_tors, 19705.b1
19707b1, Zha16_no_2_tors, 19707.b1
19731c1, Zha16_no_2_tors, 19731.c1
19765a1, Zha16_no_2_tors, 19765.b1
19795a1, Zha16_no_2_tors, 19795.a1
19797a1, Zha16_no_2_tors, 19797.a1
19810c1, Zha16_no_2_tors, 19810.d1
19810h1, Zha16_no_2_tors, 19810.h1
19811c1, Zha16_no_2_tors, 19811.b1
19822e1, Zha16_no_2_tors, 19822.k1
19826a1, Zha16_no_2_tors, 19826.a1
19826b1, Zha16_no_2_tors, 19826.c1
19847a1, Zha16_no_2_tors, 19847.b1
19851a1, Zha16_no_2_tors, 19851.a1
19858b1, Zha16_no_2_tors, 19858.b1
19878a1, Zha16_no_2_tors, 19878.b1
