Generated at 17:42 (eastern) on Wednesday 03 June 2026
Params: cond_upper_bound=None, cond_lower_bound=None
BSD(E,2) check: run (output verified)
Run took: 7 minutes 53 seconds

cremona_label,source,lmfdb_label
257426b1, Zha16_no_2_tors, 257426.b1
257477a1, Zha16_no_2_tors, 257477.a1
257483a1, Zha16_no_2_tors, 257483.a1
257510c1, Zha16_no_2_tors, 257510.c1
257558h1, Zha16_no_2_tors, 257558.h1
257565f1, Zha16_no_2_tors, 257565.f1
257577a1, Zha16_no_2_tors, 257577.a1
257578b1, Zha16_no_2_tors, 257578.b1
257579a1, Zha16_no_2_tors, 257579.a1
257603a1, Zha16_no_2_tors, 257603.a1
257614d1, Zha16_no_2_tors, 257614.d1
257614e1, Zha16_no_2_tors, 257614.e1
257635e1, Zha16_no_2_tors, 257635.e1
257638a1, Zha16_no_2_tors, 257638.a1
257658d1, Zha16_no_2_tors, 257658.d1
257763a1, Zha16_no_2_tors, 257763.a1
257786a1, Zha16_no_2_tors, 257786.a1
257798c1, Zha16_no_2_tors, 257798.c1
257818c1, Zha16_no_2_tors, 257818.c1
257819a1, Zha16_no_2_tors, 257819.a1
257826e1, Zha16_no_2_tors, 257826.e1
257826i1, Zha16_no_2_tors, 257826.i1
257829e1, Zha16_no_2_tors, 257829.e1
257834b1, Zha16_no_2_tors, 257834.b1
257842a1, Zha16_no_2_tors, 257842.a1
257842b1, Zha16_no_2_tors, 257842.b1
257889a1, Zha16_no_2_tors, 257889.a1
257890e1, Zha16_no_2_tors, 257890.e1
257890m1, Zha16_no_2_tors, 257890.m1
257915b1, Zha16_no_2_tors, 257915.b1
257930c1, Zha16_no_2_tors, 257930.c1
257946e1, Zha16_no_2_tors, 257946.e1
257955f1, Zha16_no_2_tors, 257955.f1
257978a1, Zha16_no_2_tors, 257978.a1
257979a1, Zha16_no_2_tors, 257979.a1
258013c1, Zha16_no_2_tors, 258013.c1
258018c1, Zha16_no_2_tors, 258018.c1
258054a1, Zha16_no_2_tors, 258054.a1
258153b1, Zha16_no_2_tors, 258153.b1
258153h1, Zha16_no_2_tors, 258153.h1
258162a1, Zha16_no_2_tors, 258162.a1
258186b1, Zha16_no_2_tors, 258186.b1
258195f1, Zha16_no_2_tors, 258195.f1
258251a1, Zha16_no_2_tors, 258251.a1
258281a1, Zha16_no_2_tors, 258281.a1
258286a1, Zha16_no_2_tors, 258286.a1
258286b1, Zha16_no_2_tors, 258286.b1
258294a1, Zha16_no_2_tors, 258294.a1
258294c1, Zha16_no_2_tors, 258294.c1
258302b1, Zha16_no_2_tors, 258302.b1
258321a1, Zha16_no_2_tors, 258321.a1
258342a1, Zha16_no_2_tors, 258342.a1
258355a1, Zha16_no_2_tors, 258355.a1
258402b1, Zha16_no_2_tors, 258402.b1
258411a1, Zha16_no_2_tors, 258411.a1
258419a1, Zha16_no_2_tors, 258419.a1
258506b1, Zha16_no_2_tors, 258506.b1
258558c1, Zha16_no_2_tors, 258558.c1
258571c1, Zha16_no_2_tors, 258571.c1
258593a1, Zha16_no_2_tors, 258593.a1
258605a1, Zha16_no_2_tors, 258605.a1
258614b1, Zha16_no_2_tors, 258614.b1
258645f1, Zha16_no_2_tors, 258645.f1
258645j1, Zha16_no_2_tors, 258645.j1
258645k1, Zha16_no_2_tors, 258645.k1
258645l1, Zha16_no_2_tors, 258645.l1
258646a1, Zha16_no_2_tors, 258646.a1
258658d1, Zha16_no_2_tors, 258658.d1
258658f1, Zha16_no_2_tors, 258658.f1
258658h1, Zha16_no_2_tors, 258658.h1
258663f1, Zha16_no_2_tors, 258663.f1
258663h1, Zha16_no_2_tors, 258663.h1
258665d1, Zha16_no_2_tors, 258665.d1
258762g1, Zha16_no_2_tors, 258762.g1
258762i1, Zha16_no_2_tors, 258762.i1
258767a1, Zha16_no_2_tors, 258767.a1
258778a1, Zha16_no_2_tors, 258778.a1
258802a1, Zha16_no_2_tors, 258802.a1
258830d1, Zha16_no_2_tors, 258830.d1
258830j1, Zha16_no_2_tors, 258830.j1
258906a1, Zha16_no_2_tors, 258906.a1
258911a1, Zha16_no_2_tors, 258911.a1
258915c1, Zha16_no_2_tors, 258915.c1
258945b1, Zha16_no_2_tors, 258945.b1
258945e1, Zha16_no_2_tors, 258945.e1
258951k1, Zha16_no_2_tors, 258951.k1
258958c1, Zha16_no_2_tors, 258958.c1
258963a1, Zha16_no_2_tors, 258963.a1
258978a1, Zha16_no_2_tors, 258978.a1
259015b1, Zha16_no_2_tors, 259015.b1
259073a1, Zha16_no_2_tors, 259073.a1
259086f1, Zha16_no_2_tors, 259086.f1
259109a1, Zha16_no_2_tors, 259109.a1
259115a1, Zha16_no_2_tors, 259115.a1
259131a1, Zha16_no_2_tors, 259131.a1
259131b1, Zha16_no_2_tors, 259131.b1
259195a1, Zha16_no_2_tors, 259195.a1
259230g1, Zha16_no_2_tors, 259230.g1
259242a1, Zha16_no_2_tors, 259242.a1
259243a1, Zha16_no_2_tors, 259243.a1
259251b1, Zha16_no_2_tors, 259251.b1
259261a1, Zha16_no_2_tors, 259261.a1
259269a1, Zha16_no_2_tors, 259269.a1
259294a1, Zha16_no_2_tors, 259294.a1
259294c1, Zha16_no_2_tors, 259294.c1
259294d1, Zha16_no_2_tors, 259294.d1
259314k1, Zha16_no_2_tors, 259314.k1
259315d1, Zha16_no_2_tors, 259315.d1
259315e1, Zha16_no_2_tors, 259315.e1
259315g1, Zha16_no_2_tors, 259315.g1
259330a1, Zha16_no_2_tors, 259330.a1
259338c1, Zha16_no_2_tors, 259338.c1
259347c1, Zha16_no_2_tors, 259347.c1
259378c1, Zha16_no_2_tors, 259378.c1
259395a1, Zha16_no_2_tors, 259395.a1
259403a1, Zha16_no_2_tors, 259403.a1
259405b1, Zha16_no_2_tors, 259405.b1
259417b1, Zha16_no_2_tors, 259417.b1
259418a1, Zha16_no_2_tors, 259418.a1
259433a1, Zha16_no_2_tors, 259433.a1
259482b1, Zha16_no_2_tors, 259482.b1
259490e1, Zha16_no_2_tors, 259490.e1
259490l1, Zha16_no_2_tors, 259490.l1
259518h1, Zha16_no_2_tors, 259518.h1
259554b1, Zha16_no_2_tors, 259554.b1
259579c1, Zha16_no_2_tors, 259579.c1
259579d1, Zha16_no_2_tors, 259579.d1
259582b1, Zha16_no_2_tors, 259582.b1
259590b1, Zha16_no_2_tors, 259590.b1
259590e1, Zha16_no_2_tors, 259590.e1
259590n1, Zha16_no_2_tors, 259590.n1
259593b1, Zha16_no_2_tors, 259593.b1
259626a1, Zha16_no_2_tors, 259626.a1
259638d1, Zha16_no_2_tors, 259638.d1
259638i1, Zha16_no_2_tors, 259638.i1
259642a1, Zha16_no_2_tors, 259642.a1
259653b1, Zha16_no_2_tors, 259653.b1
259658c1, Zha16_no_2_tors, 259658.c1
259658d1, Zha16_no_2_tors, 259658.d1
259662e1, Zha16_no_2_tors, 259662.e1
259698a1, Zha16_no_2_tors, 259698.a1
259707b1, Zha16_no_2_tors, 259707.b1
259707c1, Zha16_no_2_tors, 259707.c1
259707d1, Zha16_no_2_tors, 259707.d1
259707f1, Zha16_no_2_tors, 259707.f1
259718a1, Zha16_no_2_tors, 259718.a1
259757c1, Zha16_no_2_tors, 259757.c1
259762b1, Zha16_no_2_tors, 259762.b1
259790b1, Zha16_no_2_tors, 259790.b1
259806s1, Zha16_no_2_tors, 259806.s1
259815c1, Zha16_no_2_tors, 259815.c1
259845c1, Zha16_no_2_tors, 259845.c1
259846b1, Zha16_no_2_tors, 259846.b1
259854d1, Zha16_no_2_tors, 259854.d1
259854h1, Zha16_no_2_tors, 259854.h1
259861a1, Zha16_no_2_tors, 259861.a1
259930b1, Zha16_no_2_tors, 259930.b1
259930e1, Zha16_no_2_tors, 259930.e1
259958d1, Zha16_no_2_tors, 259958.d1
259970b1, Zha16_no_2_tors, 259970.b1
259986a1, Zha16_no_2_tors, 259986.a1
260035a1, Zha16_no_2_tors, 260035.a1
260061a1, Zha16_no_2_tors, 260061.a1
260098a1, Zha16_no_2_tors, 260098.a1
260115a1, Zha16_no_2_tors, 260115.a1
260130l1, Zha16_no_2_tors, 260130.l1
260130m1, Zha16_no_2_tors, 260130.m1
260130t1, Zha16_no_2_tors, 260130.t1
260130bf1, Zha16_no_2_tors, 260130.bf1
260130bs1, Zha16_no_2_tors, 260130.bs1
260146a1, Zha16_no_2_tors, 260146.a1
260183a1, Zha16_no_2_tors, 260183.a1
260194a1, Zha16_no_2_tors, 260194.a1
260202c1, Zha16_no_2_tors, 260202.c1
260205k1, Zha16_no_2_tors, 260205.k1
260211a1, Zha16_no_2_tors, 260211.a1
260222b1, Zha16_no_2_tors, 260222.b1
260238a1, Zha16_no_2_tors, 260238.a1
260238b1, Zha16_no_2_tors, 260238.b1
260246e1, Zha16_no_2_tors, 260246.e1
260246f1, Zha16_no_2_tors, 260246.f1
260246k1, Zha16_no_2_tors, 260246.k1
260259b1, Zha16_no_2_tors, 260259.b1
260295b1, Zha16_no_2_tors, 260295.b1
260295n1, Zha16_no_2_tors, 260295.n1
260314a1, Zha16_no_2_tors, 260314.a1
260347a1, Zha16_no_2_tors, 260347.a1
260403b1, Zha16_no_2_tors, 260403.b1
260403c1, Zha16_no_2_tors, 260403.c1
260430c1, Zha16_no_2_tors, 260430.c1
260459a1, Zha16_no_2_tors, 260459.a1
260463c1, Zha16_no_2_tors, 260463.c1
260463e1, Zha16_no_2_tors, 260463.e1
260507a1, Zha16_no_2_tors, 260507.a1
260507b1, Zha16_no_2_tors, 260507.b1
260535e1, Zha16_no_2_tors, 260535.e1
260535g1, Zha16_no_2_tors, 260535.g1
260611a1, Zha16_no_2_tors, 260611.a1
260619a1, Zha16_no_2_tors, 260619.a1
260635a1, Zha16_no_2_tors, 260635.a1
260645a1, Zha16_no_2_tors, 260645.a1
260645b1, Zha16_no_2_tors, 260645.b1
260715o1, Zha16_no_2_tors, 260715.o1
260715r1, Zha16_no_2_tors, 260715.r1
260735c1, Zha16_no_2_tors, 260735.c1
260759a1, Zha16_no_2_tors, 260759.a1
260763b1, Zha16_no_2_tors, 260763.b1
260763c1, Zha16_no_2_tors, 260763.c1
260763e1, Zha16_no_2_tors, 260763.e1
260830b1, Zha16_no_2_tors, 260830.b1
260854b1, Zha16_no_2_tors, 260854.b1
260854c1, Zha16_no_2_tors, 260854.c1
260927d1, Zha16_no_2_tors, 260927.d1
260947a1, Zha16_no_2_tors, 260947.a1
260947b1, Zha16_no_2_tors, 260947.b1
260958b1, Zha16_no_2_tors, 260958.b1
260958j1, Zha16_no_2_tors, 260958.j1
260971a1, Zha16_no_2_tors, 260971.a1
260995a1, Zha16_no_2_tors, 260995.a1
260995b1, Zha16_no_2_tors, 260995.b1
261021b1, Zha16_no_2_tors, 261021.b1
261037b1, Zha16_no_2_tors, 261037.b1
261055a1, Zha16_no_2_tors, 261055.a1
261058a1, Zha16_no_2_tors, 261058.a1
261102f1, Zha16_no_2_tors, 261102.f1
261129k1, Zha16_no_2_tors, 261129.k1
261129l1, Zha16_no_2_tors, 261129.l1
261134c1, Zha16_no_2_tors, 261134.c1
261138f1, Zha16_no_2_tors, 261138.f1
261178c1, Zha16_no_2_tors, 261178.c1
261238a1, Zha16_no_2_tors, 261238.a1
261245a1, Zha16_no_2_tors, 261245.a1
261285b1, Zha16_no_2_tors, 261285.b1
261307a1, Zha16_no_2_tors, 261307.a1
261319b1, Zha16_no_2_tors, 261319.b1
261339b1, Zha16_no_2_tors, 261339.b1
261363a1, Zha16_no_2_tors, 261363.a1
261365a1, Zha16_no_2_tors, 261365.a1
261402a1, Zha16_no_2_tors, 261402.a1
261402c1, Zha16_no_2_tors, 261402.c1
261454a1, Zha16_no_2_tors, 261454.a1
261482e1, Zha16_no_2_tors, 261482.e1
261505a1, Zha16_no_2_tors, 261505.a1
261510b1, Zha16_no_2_tors, 261510.b1
261510f1, Zha16_no_2_tors, 261510.f1
261534a1, Zha16_no_2_tors, 261534.a1
261534b1, Zha16_no_2_tors, 261534.b1
261534i1, Zha16_no_2_tors, 261534.i1
261537a1, Zha16_no_2_tors, 261537.a1
261538a1, Zha16_no_2_tors, 261538.a1
261546a1, Zha16_no_2_tors, 261546.a1
261555g1, Zha16_no_2_tors, 261555.g1
261571a1, Zha16_no_2_tors, 261571.a1
261615h1, Zha16_no_2_tors, 261615.h1
261615m1, Zha16_no_2_tors, 261615.m1
261654b1, Zha16_no_2_tors, 261654.b1
261670d1, Zha16_no_2_tors, 261670.d1
261691a1, Zha16_no_2_tors, 261691.a1
261705b1, Zha16_no_2_tors, 261705.b1
261726a1, Zha16_no_2_tors, 261726.a1
261726b1, Zha16_no_2_tors, 261726.b1
261745a1, Zha16_no_2_tors, 261745.a1
261754a1, Zha16_no_2_tors, 261754.a1
261795b1, Zha16_no_2_tors, 261795.b1
261795c1, Zha16_no_2_tors, 261795.c1
261811a1, Zha16_no_2_tors, 261811.a1
261811b1, Zha16_no_2_tors, 261811.b1
261886a1, Zha16_no_2_tors, 261886.a1
261890c1, Zha16_no_2_tors, 261890.c1
262010m1, Zha16_no_2_tors, 262010.m1
262014d1, Zha16_no_2_tors, 262014.d1
262022a1, Zha16_no_2_tors, 262022.a1
262054a1, Zha16_no_2_tors, 262054.a1
262059a1, Zha16_no_2_tors, 262059.a1
262203c1, Zha16_no_2_tors, 262203.c1
262214a1, Zha16_no_2_tors, 262214.a1
262218g1, Zha16_no_2_tors, 262218.g1
262218k1, Zha16_no_2_tors, 262218.k1
262227c1, Zha16_no_2_tors, 262227.c1
262267a1, Zha16_no_2_tors, 262267.a1
262277a1, Zha16_no_2_tors, 262277.a1
262286a1, Zha16_no_2_tors, 262286.a1
262290a1, Zha16_no_2_tors, 262290.a1
262293c1, Zha16_no_2_tors, 262293.c1
262302c1, Zha16_no_2_tors, 262302.c1
262326a1, Zha16_no_2_tors, 262326.a1
262347a1, Zha16_no_2_tors, 262347.a1
262347b1, Zha16_no_2_tors, 262347.b1
262347c1, Zha16_no_2_tors, 262347.c1
262371a1, Zha16_no_2_tors, 262371.a1
262378b1, Zha16_no_2_tors, 262378.b1
262383b1, Zha16_no_2_tors, 262383.b1
262414a1, Zha16_no_2_tors, 262414.a1
262437a1, Zha16_no_2_tors, 262437.a1
262442a1, Zha16_no_2_tors, 262442.a1
262461a1, Zha16_no_2_tors, 262461.a1
262470d1, Zha16_no_2_tors, 262470.d1
262470i1, Zha16_no_2_tors, 262470.i1
262470k1, Zha16_no_2_tors, 262470.k1
262482i1, Zha16_no_2_tors, 262482.i1
262509a1, Zha16_no_2_tors, 262509.a1
262514f1, Zha16_no_2_tors, 262514.f1
262515f1, Zha16_no_2_tors, 262515.f1
262598a1, Zha16_no_2_tors, 262598.a1
262605o1, Zha16_no_2_tors, 262605.o1
262614f1, Zha16_no_2_tors, 262614.f1
262659c1, Zha16_no_2_tors, 262659.c1
262698a1, Zha16_no_2_tors, 262698.a1
262699a1, Zha16_no_2_tors, 262699.a1
262758a1, Zha16_no_2_tors, 262758.a1
262758c1, Zha16_no_2_tors, 262758.c1
262793a1, Zha16_no_2_tors, 262793.a1
262810g1, Zha16_no_2_tors, 262810.g1
262810h1, Zha16_no_2_tors, 262810.h1
262849a1, Zha16_no_2_tors, 262849.a1
262849c1, Zha16_no_2_tors, 262849.c1
262869a1, Zha16_no_2_tors, 262869.a1
262906f1, Zha16_no_2_tors, 262906.f1
262919a1, Zha16_no_2_tors, 262919.a1
262938f1, Zha16_no_2_tors, 262938.f1
262946b1, Zha16_no_2_tors, 262946.b1
262947c1, Zha16_no_2_tors, 262947.c1
262955a1, Zha16_no_2_tors, 262955.a1
262973a1, Zha16_no_2_tors, 262973.a1
262995a1, Zha16_no_2_tors, 262995.a1
262997a1, Zha16_no_2_tors, 262997.a1
263018a1, Zha16_no_2_tors, 263018.a1
263018b1, Zha16_no_2_tors, 263018.b1
263030a1, Zha16_no_2_tors, 263030.a1
263030b1, Zha16_no_2_tors, 263030.b1
263065b1, Zha16_no_2_tors, 263065.b1
263107c1, Zha16_no_2_tors, 263107.c1
263110b1, Zha16_no_2_tors, 263110.b1
263121a1, Zha16_no_2_tors, 263121.a1
263121c1, Zha16_no_2_tors, 263121.c1
263131a1, Zha16_no_2_tors, 263131.a1
263145b1, Zha16_no_2_tors, 263145.b1
263154a1, Zha16_no_2_tors, 263154.a1
263154b1, Zha16_no_2_tors, 263154.b1
263217b1, Zha16_no_2_tors, 263217.b1
263235i1, Zha16_no_2_tors, 263235.i1
263339a1, Zha16_no_2_tors, 263339.a1
263341b1, Zha16_no_2_tors, 263341.b1
263345d1, Zha16_no_2_tors, 263345.d1
263361a1, Zha16_no_2_tors, 263361.a1
263373b1, Zha16_no_2_tors, 263373.b1
263410a1, Zha16_no_2_tors, 263410.a1
263410c1, Zha16_no_2_tors, 263410.c1
263410g1, Zha16_no_2_tors, 263410.g1
263410l1, Zha16_no_2_tors, 263410.l1
263410s1, Zha16_no_2_tors, 263410.s1
263415a1, Zha16_no_2_tors, 263415.a1
263446a1, Zha16_no_2_tors, 263446.a1
263507b1, Zha16_no_2_tors, 263507.b1
263510e1, Zha16_no_2_tors, 263510.e1
263510f1, Zha16_no_2_tors, 263510.f1
263514e1, Zha16_no_2_tors, 263514.e1
263523a1, Zha16_no_2_tors, 263523.a1
263523h1, Zha16_no_2_tors, 263523.h1
263541a1, Zha16_no_2_tors, 263541.a1
263549b1, Zha16_no_2_tors, 263549.b1
263577a1, Zha16_no_2_tors, 263577.a1
263598a1, Zha16_no_2_tors, 263598.a1
263613a1, Zha16_no_2_tors, 263613.a1
263613c1, Zha16_no_2_tors, 263613.c1
263662a1, Zha16_no_2_tors, 263662.a1
263666b1, Zha16_no_2_tors, 263666.b1
263715a1, Zha16_no_2_tors, 263715.a1
263731a1, Zha16_no_2_tors, 263731.a1
263757a1, Zha16_no_2_tors, 263757.a1
263806a1, Zha16_no_2_tors, 263806.a1
263813b1, Zha16_no_2_tors, 263813.b1
263838b1, Zha16_no_2_tors, 263838.b1
263878a1, Zha16_no_2_tors, 263878.a1
263883a1, Zha16_no_2_tors, 263883.a1
263890d1, Zha16_no_2_tors, 263890.d1
263910e1, Zha16_no_2_tors, 263910.e1
263926a1, Zha16_no_2_tors, 263926.a1
263930b1, Zha16_no_2_tors, 263930.b1
263946a1, Zha16_no_2_tors, 263946.a1
263946b1, Zha16_no_2_tors, 263946.b1
263946h1, Zha16_no_2_tors, 263946.h1
263949a1, Zha16_no_2_tors, 263949.a1
263949c1, Zha16_no_2_tors, 263949.c1
263977a1, Zha16_no_2_tors, 263977.a1
263986d1, Zha16_no_2_tors, 263986.d1
263990a1, Zha16_no_2_tors, 263990.a1
263991b1, Zha16_no_2_tors, 263991.b1
264003a1, Zha16_no_2_tors, 264003.a1
264045h1, Zha16_no_2_tors, 264045.h1
264106a1, Zha16_no_2_tors, 264106.a1
264189a1, Zha16_no_2_tors, 264189.a1
264234a1, Zha16_no_2_tors, 264234.a1
264238a1, Zha16_no_2_tors, 264238.a1
264282b1, Zha16_no_2_tors, 264282.b1
264286b1, Zha16_no_2_tors, 264286.b1
264286c1, Zha16_no_2_tors, 264286.c1
264286d1, Zha16_no_2_tors, 264286.d1
264290i1, Zha16_no_2_tors, 264290.i1
264299a1, Zha16_no_2_tors, 264299.a1
264313a1, Zha16_no_2_tors, 264313.a1
264341b1, Zha16_no_2_tors, 264341.b1
264370a1, Zha16_no_2_tors, 264370.a1
264382a1, Zha16_no_2_tors, 264382.a1
264390c1, Zha16_no_2_tors, 264390.c1
264390g1, Zha16_no_2_tors, 264390.g1
264390o1, Zha16_no_2_tors, 264390.o1
264418b1, Zha16_no_2_tors, 264418.b1
264418d1, Zha16_no_2_tors, 264418.d1
264446c1, Zha16_no_2_tors, 264446.c1
264461a1, Zha16_no_2_tors, 264461.a1
264469a1, Zha16_no_2_tors, 264469.a1
264509c1, Zha16_no_2_tors, 264509.c1
264518b1, Zha16_no_2_tors, 264518.b1
264533a1, Zha16_no_2_tors, 264533.a1
264563b1, Zha16_no_2_tors, 264563.b1
264579b1, Zha16_no_2_tors, 264579.b1
264603a1, Zha16_no_2_tors, 264603.a1
264626a1, Zha16_no_2_tors, 264626.a1
264630b1, Zha16_no_2_tors, 264630.b1
264651b1, Zha16_no_2_tors, 264651.b1
264693c1, Zha16_no_2_tors, 264693.c1
264707c1, Zha16_no_2_tors, 264707.c1
264738l1, Zha16_no_2_tors, 264738.l1
264774a1, Zha16_no_2_tors, 264774.a1
264802a1, Zha16_no_2_tors, 264802.a1
264886a1, Zha16_no_2_tors, 264886.a1
264930b1, Zha16_no_2_tors, 264930.b1
264930e1, Zha16_no_2_tors, 264930.e1
264957j1, Zha16_no_2_tors, 264957.j1
264966o1, Zha16_no_2_tors, 264966.o1
264979b1, Zha16_no_2_tors, 264979.b1
265018c1, Zha16_no_2_tors, 265018.c1
265018d1, Zha16_no_2_tors, 265018.d1
265022a1, Zha16_no_2_tors, 265022.a1
265034c1, Zha16_no_2_tors, 265034.c1
265038a1, Zha16_no_2_tors, 265038.a1
265110j1, Zha16_no_2_tors, 265110.j1
265134a1, Zha16_no_2_tors, 265134.a1
265146g1, Zha16_no_2_tors, 265146.g1
265155h1, Zha16_no_2_tors, 265155.h1
265181a1, Zha16_no_2_tors, 265181.a1
265234b1, Zha16_no_2_tors, 265234.b1
265234g1, Zha16_no_2_tors, 265234.g1
265235b1, Zha16_no_2_tors, 265235.b1
265245b1, Zha16_no_2_tors, 265245.b1
265251c1, Zha16_no_2_tors, 265251.c1
265258a1, Zha16_no_2_tors, 265258.a1
265278c1, Zha16_no_2_tors, 265278.c1
265278f1, Zha16_no_2_tors, 265278.f1
265297a1, Zha16_no_2_tors, 265297.a1
265345a1, Zha16_no_2_tors, 265345.a1
265394a1, Zha16_no_2_tors, 265394.a1
265397a1, Zha16_no_2_tors, 265397.a1
265397c1, Zha16_no_2_tors, 265397.c1
265397d1, Zha16_no_2_tors, 265397.d1
265398a1, Zha16_no_2_tors, 265398.a1
265445a1, Zha16_no_2_tors, 265445.a1
265498a1, Zha16_no_2_tors, 265498.a1
265507a1, Zha16_no_2_tors, 265507.a1
265510b1, Zha16_no_2_tors, 265510.b1
265510d1, Zha16_no_2_tors, 265510.d1
265530p1, Zha16_no_2_tors, 265530.p1
265530q1, Zha16_no_2_tors, 265530.q1
265573a1, Zha16_no_2_tors, 265573.a1
265602c1, Zha16_no_2_tors, 265602.c1
265605a1, Zha16_no_2_tors, 265605.a1
265614a1, Zha16_no_2_tors, 265614.a1
265614b1, Zha16_no_2_tors, 265614.b1
265627b1, Zha16_no_2_tors, 265627.b1
265638a1, Zha16_no_2_tors, 265638.a1
265674b1, Zha16_no_2_tors, 265674.b1
265677a1, Zha16_no_2_tors, 265677.a1
265677b1, Zha16_no_2_tors, 265677.b1
265677d1, Zha16_no_2_tors, 265677.d1
265677e1, Zha16_no_2_tors, 265677.e1
265677g1, Zha16_no_2_tors, 265677.g1
265715c1, Zha16_no_2_tors, 265715.c1
265758f1, Zha16_no_2_tors, 265758.f1
265789a1, Zha16_no_2_tors, 265789.a1
265795e1, Zha16_no_2_tors, 265795.e1
265802b1, Zha16_no_2_tors, 265802.b1
265830c1, Zha16_no_2_tors, 265830.c1
265859a1, Zha16_no_2_tors, 265859.a1
265870a1, Zha16_no_2_tors, 265870.a1
265870c1, Zha16_no_2_tors, 265870.c1
265881e1, Zha16_no_2_tors, 265881.e1
265893b1, Zha16_no_2_tors, 265893.b1
265915b1, Zha16_no_2_tors, 265915.b1
265947b1, Zha16_no_2_tors, 265947.b1
265969a1, Zha16_no_2_tors, 265969.a1
265970b1, Zha16_no_2_tors, 265970.b1
265991a1, Zha16_no_2_tors, 265991.a1
265994a1, Zha16_no_2_tors, 265994.a1
266115c1, Zha16_no_2_tors, 266115.c1
266154b1, Zha16_no_2_tors, 266154.b1
266154q1, Zha16_no_2_tors, 266154.q1
266189c1, Zha16_no_2_tors, 266189.c1
266210b1, Zha16_no_2_tors, 266210.b1
266210f1, Zha16_no_2_tors, 266210.f1
266235a1, Zha16_no_2_tors, 266235.a1
266245b1, Zha16_no_2_tors, 266245.b1
266255d1, Zha16_no_2_tors, 266255.d1
266259e1, Zha16_no_2_tors, 266259.e1
266259g1, Zha16_no_2_tors, 266259.g1
266259i1, Zha16_no_2_tors, 266259.i1
266278a1, Zha16_no_2_tors, 266278.a1
266286e1, Zha16_no_2_tors, 266286.e1
266326a1, Zha16_no_2_tors, 266326.a1
266326b1, Zha16_no_2_tors, 266326.b1
266345a1, Zha16_no_2_tors, 266345.a1
266354d1, Zha16_no_2_tors, 266354.d1
266406a1, Zha16_no_2_tors, 266406.a1
266406k1, Zha16_no_2_tors, 266406.k1
266419a1, Zha16_no_2_tors, 266419.a1
266422a1, Zha16_no_2_tors, 266422.a1
266430u1, Zha16_no_2_tors, 266430.u1
266430z1, Zha16_no_2_tors, 266430.z1
266439a1, Zha16_no_2_tors, 266439.a1
266451a1, Zha16_no_2_tors, 266451.a1
266459a1, Zha16_no_2_tors, 266459.a1
266469c1, Zha16_no_2_tors, 266469.c1
266505b1, Zha16_no_2_tors, 266505.b1
266510b1, Zha16_no_2_tors, 266510.b1
266538a1, Zha16_no_2_tors, 266538.a1
266538c1, Zha16_no_2_tors, 266538.c1
266538g1, Zha16_no_2_tors, 266538.g1
266547a1, Zha16_no_2_tors, 266547.a1
266594b1, Zha16_no_2_tors, 266594.b1
266595a1, Zha16_no_2_tors, 266595.a1
266601a1, Zha16_no_2_tors, 266601.a1
266602c1, Zha16_no_2_tors, 266602.c1
266610o1, Zha16_no_2_tors, 266610.o1
266678a1, Zha16_no_2_tors, 266678.a1
266694a1, Zha16_no_2_tors, 266694.a1
266702a1, Zha16_no_2_tors, 266702.a1
266710b1, Zha16_no_2_tors, 266710.b1
266710e1, Zha16_no_2_tors, 266710.e1
266710h1, Zha16_no_2_tors, 266710.h1
266722a1, Zha16_no_2_tors, 266722.a1
266723b1, Zha16_no_2_tors, 266723.b1
266755a1, Zha16_no_2_tors, 266755.a1
266770m1, Zha16_no_2_tors, 266770.m1
266770n1, Zha16_no_2_tors, 266770.n1
266858b1, Zha16_no_2_tors, 266858.b1
266858d1, Zha16_no_2_tors, 266858.d1
266862a1, Zha16_no_2_tors, 266862.a1
266902a1, Zha16_no_2_tors, 266902.a1
266910l1, Zha16_no_2_tors, 266910.l1
266910m1, Zha16_no_2_tors, 266910.m1
266910w1, Zha16_no_2_tors, 266910.w1
266910bh1, Zha16_no_2_tors, 266910.bh1
266910cm1, Zha16_no_2_tors, 266910.cm1
266946b1, Zha16_no_2_tors, 266946.b1
267022a1, Zha16_no_2_tors, 267022.a1
267029a1, Zha16_no_2_tors, 267029.a1
267083a1, Zha16_no_2_tors, 267083.a1
267141c1, Zha16_no_2_tors, 267141.c1
267146c1, Zha16_no_2_tors, 267146.c1
267190e1, Zha16_no_2_tors, 267190.e1
267190g1, Zha16_no_2_tors, 267190.g1
267190i1, Zha16_no_2_tors, 267190.i1
267190n1, Zha16_no_2_tors, 267190.n1
267190w1, Zha16_no_2_tors, 267190.w1
267190x1, Zha16_no_2_tors, 267190.x1
267213a1, Zha16_no_2_tors, 267213.a1
267234a1, Zha16_no_2_tors, 267234.a1
267234c1, Zha16_no_2_tors, 267234.c1
267238a1, Zha16_no_2_tors, 267238.a1
267245a1, Zha16_no_2_tors, 267245.a1
267253b1, Zha16_no_2_tors, 267253.b1
267254a1, Zha16_no_2_tors, 267254.a1
267258a1, Zha16_no_2_tors, 267258.a1
267261a1, Zha16_no_2_tors, 267261.a1
267267c1, Zha16_no_2_tors, 267267.c1
267285b1, Zha16_no_2_tors, 267285.b1
267285e1, Zha16_no_2_tors, 267285.e1
267285g1, Zha16_no_2_tors, 267285.g1
