curve_label,status,old_index,new_index,old_source,new_source,old_lmfdb_label,new_lmfdb_label
65753a1,REMOVED,10514,,Zha16_no_2_tors,,65753.a1,
66166c1,REMOVED,10547,,Zha16_no_2_tors,,66166.c1,
66266b1,REMOVED,10556,,Zha16_no_2_tors,,66266.b1,
66379a1,REMOVED,10561,,Zha16_no_2_tors,,66379.a1,
66494b1,REMOVED,10569,,Zha16_no_2_tors,,66494.a1,
66781a1,REMOVED,10586,,Zha16_no_2_tors,,66781.b1,
66878f1,REMOVED,10598,,Zha16_no_2_tors,,66878.g1,
66917a1,REMOVED,10603,,Zha16_no_2_tors,,66917.b2,
67117a1,REMOVED,10625,,Zha16_no_2_tors,,67117.a2,
67274a1,REMOVED,10636,,Zha16_no_2_tors,,67274.a1,
67346c1,REMOVED,10639,,Zha16_no_2_tors,,67346.a1,
67490c1,REMOVED,10646,,Zha16_no_2_tors,,67490.c1,
67490f1,REMOVED,10647,,Zha16_no_2_tors,,67490.i2,
67505a1,REMOVED,10648,,Zha16_no_2_tors,,67505.a1,
67535c1,REMOVED,10653,,Zha16_no_2_tors,,67535.f1,
67546b1,REMOVED,10656,,Zha16_no_2_tors,,67546.b1,
67606f1,REMOVED,10661,,Zha16_no_2_tors,,67606.a3,
67730f1,REMOVED,10668,,Zha16_no_2_tors,,67730.j1,
67787a1,REMOVED,10679,,Zha16_no_2_tors,,67787.a1,
67790g1,REMOVED,10680,,Zha16_no_2_tors,,67790.h1,
67855d1,REMOVED,10688,,Zha16_no_2_tors,,67855.d1,
67946d1,REMOVED,10693,,Zha16_no_2_tors,,67946.d1,
67958b1,REMOVED,10697,,Zha16_no_2_tors,,67958.c1,
68006b1,REMOVED,10699,,Zha16_no_2_tors,,68006.a1,
68069a1,REMOVED,10707,,Zha16_no_2_tors,,68069.a2,
68086a1,REMOVED,10711,,Zha16_no_2_tors,,68086.a2,
68341b1,REMOVED,10727,,Zha16_no_2_tors,,68341.b1,
68605a1,REMOVED,10745,,Zha16_no_2_tors,,68605.a1,
69058e1,REMOVED,10786,,Zha16_no_2_tors,,69058.d1,
69218a1,REMOVED,10800,,Zha16_no_2_tors,,69218.a2,
69230v1,REMOVED,10805,,Zha16_no_2_tors,,69230.z1,
69295a1,REMOVED,10813,,Zha16_no_2_tors,,69295.c1,
69410e1,REMOVED,10826,,Zha16_no_2_tors,,69410.g1,
69422a1,REMOVED,10829,,Zha16_no_2_tors,,69422.a1,
69515b1,REMOVED,10839,,Zha16_no_2_tors,,69515.d1,
69542d1,REMOVED,10842,,Zha16_no_2_tors,,69542.d1,
69758c1,REMOVED,10858,,Zha16_no_2_tors,,69758.d2,
69818a1,REMOVED,10864,,Zha16_no_2_tors,,69818.a1,
70022a1,REMOVED,10880,,Zha16_no_2_tors,,70022.b1,
70114c1,REMOVED,10894,,Zha16_no_2_tors,,70114.c2,
70115a1,REMOVED,10895,,Zha16_no_2_tors,,70115.a2,
70226d1,REMOVED,10901,,Zha16_no_2_tors,,70226.b1,
70534b1,REMOVED,10924,,Zha16_no_2_tors,,70534.c1,
70538a1,REMOVED,10925,,Zha16_no_2_tors,,70538.a1,
70546c1,REMOVED,10929,,Zha16_no_2_tors,,70546.c1,
70579a1,REMOVED,10933,,Zha16_no_2_tors,,70579.a1,
70718b1,REMOVED,10951,,Zha16_no_2_tors,,70718.a1,
70742e1,REMOVED,10954,,Zha16_no_2_tors,,70742.a1,
70883a1,REMOVED,10962,,Zha16_no_2_tors,,70883.a2,
70915b1,REMOVED,10967,,Zha16_no_2_tors,,70915.b1,
70970a1,REMOVED,10974,,Zha16_no_2_tors,,70970.b2,
71018a1,REMOVED,10977,,Zha16_no_2_tors,,71018.a1,
71290c1,REMOVED,10989,,Zha16_no_2_tors,,71290.c1,
71395a1,REMOVED,10996,,Zha16_no_2_tors,,71395.a2,
71747a1,REMOVED,11019,,Zha16_no_2_tors,,71747.a1,
71782a1,REMOVED,11022,,Zha16_no_2_tors,,71782.a2,
71827b1,REMOVED,11026,,Zha16_no_2_tors,,71827.a2,
72070b1,REMOVED,11045,,Zha16_no_2_tors,,72070.b1,
72334b1,REMOVED,11062,,Zha16_no_2_tors,,72334.d1,
72338g1,REMOVED,11063,,Zha16_no_2_tors,,72338.h3,
72590e1,REMOVED,11080,,Zha16_no_2_tors,,72590.e1,
72730h1,REMOVED,11090,,Zha16_no_2_tors,,72730.g2,
72770b1,REMOVED,11094,,Zha16_no_2_tors,,72770.c1,
72898g1,REMOVED,11104,,Zha16_no_2_tors,,72898.f2,
72898h1,REMOVED,11105,,Zha16_no_2_tors,,72898.i1,
72982c1,REMOVED,11112,,Zha16_no_2_tors,,72982.c2,
73115b1,REMOVED,11126,,Zha16_no_2_tors,,73115.c1,
73354a1,REMOVED,11143,,Zha16_no_2_tors,,73354.a1,
73405a1,REMOVED,11147,,Zha16_no_2_tors,,73405.b1,
73570k1,REMOVED,11158,,Zha16_no_2_tors,,73570.i2,
73658d1,REMOVED,11172,,Zha16_no_2_tors,,73658.d3,
73694a1,REMOVED,11175,,Zha16_no_2_tors,,73694.a1,
73738b1,REMOVED,11183,,Zha16_no_2_tors,,73738.d1,
73738d1,REMOVED,11182,,Zha16_no_2_tors,,73738.c1,
73738h1,REMOVED,11185,,Zha16_no_2_tors,,73738.i1,
73802a1,REMOVED,11192,,Zha16_no_2_tors,,73802.a1,
73814b1,REMOVED,11193,,Zha16_no_2_tors,,73814.f1,
74347b1,REMOVED,11225,,Zha16_no_2_tors,,74347.b1,
74485b1,REMOVED,11233,,Zha16_no_2_tors,,74485.a1,
74711d1,REMOVED,11249,,Zha16_no_2_tors,,74711.b1,
74822f1,REMOVED,11256,,Zha16_no_2_tors,,74822.c2,
75110m1,REMOVED,11272,,Zha16_no_2_tors,,75110.n1,
75298b1,REMOVED,11282,,Zha16_no_2_tors,,75298.a1,
75298d1,REMOVED,11283,,Zha16_no_2_tors,,75298.d1,
75490a1,REMOVED,11300,,Zha16_no_2_tors,,75490.a2,
75490d1,REMOVED,11301,,Zha16_no_2_tors,,75490.b1,
75530c1,REMOVED,11304,,Zha16_no_2_tors,,75530.d2,
75545b1,REMOVED,11307,,Zha16_no_2_tors,,75545.d1,
75674b1,REMOVED,11326,,Zha16_no_2_tors,,75674.c1,
75686a1,REMOVED,11327,,Zha16_no_2_tors,,75686.b1,
75866d1,REMOVED,11343,,Zha16_no_2_tors,,75866.c3,
75998a1,REMOVED,11351,,Zha16_no_2_tors,,75998.a1,
76066b1,REMOVED,11356,,Zha16_no_2_tors,,76066.a1,
76070d1,REMOVED,11359,,Zha16_no_2_tors,,76070.f1,
76094a1,REMOVED,11361,,Zha16_no_2_tors,,76094.a1,
76258c1,REMOVED,11374,,Zha16_no_2_tors,,76258.b1,
76267a1,REMOVED,11376,,Zha16_no_2_tors,,76267.c1,
76310e1,REMOVED,11383,,Zha16_no_2_tors,,76310.e1,
76318a1,REMOVED,11384,,Zha16_no_2_tors,,76318.a1,
76426c1,REMOVED,11395,,Zha16_no_2_tors,,76426.c2,
76466d1,REMOVED,11397,,Zha16_no_2_tors,,76466.d1,
76510e1,REMOVED,11404,,Zha16_no_2_tors,,76510.e1,
76865a1,REMOVED,11437,,Zha16_no_2_tors,,76865.a1,
77314d1,REMOVED,11472,,Zha16_no_2_tors,,77314.d2,
77435b1,REMOVED,11482,,Zha16_no_2_tors,,77435.c1,
77710b1,REMOVED,11510,,Zha16_no_2_tors,,77710.a2,
77834a1,REMOVED,11519,,Zha16_no_2_tors,,77834.a1,
77938d1,REMOVED,11523,,Zha16_no_2_tors,,77938.a1,
77938f1,REMOVED,11525,,Zha16_no_2_tors,,77938.g2,
78062a1,REMOVED,11540,,Zha16_no_2_tors,,78062.b2,
78278a1,REMOVED,11556,,Zha16_no_2_tors,,78278.a1,
78323a1,REMOVED,11561,,Zha16_no_2_tors,,78323.b1,
78362d1,REMOVED,11568,,Zha16_no_2_tors,,78362.c1,
78373d1,REMOVED,11569,,Zha16_no_2_tors,,78373.d1,
78470p1,REMOVED,11577,,Zha16_no_2_tors,,78470.r1,
78482d1,REMOVED,11580,,Zha16_no_2_tors,,78482.d1,
78515a1,REMOVED,11587,,Zha16_no_2_tors,,78515.a1,
78526h1,REMOVED,11588,,Zha16_no_2_tors,,78526.c2,
78533a1,REMOVED,11590,,Zha16_no_2_tors,,78533.b1,
78554e1,REMOVED,11594,,Zha16_no_2_tors,,78554.c1,
78589c1,REMOVED,11597,,Zha16_no_2_tors,,78589.a1,
78590c1,REMOVED,11599,,Zha16_no_2_tors,,78590.d1,
78745c1,REMOVED,11618,,Zha16_no_2_tors,,78745.b1,
78749a1,REMOVED,11619,,Zha16_no_2_tors,,78749.a1,
78806a1,REMOVED,11621,,Zha16_no_2_tors,,78806.c1,
78806c1,REMOVED,11622,,Zha16_no_2_tors,,78806.d1,
78827b1,REMOVED,11624,,Zha16_no_2_tors,,78827.c1,
78838c1,REMOVED,11625,,Zha16_no_2_tors,,78838.c2,
78859a1,REMOVED,11627,,Zha16_no_2_tors,,78859.a1,
78971a1,REMOVED,11633,,Zha16_no_2_tors,,78971.a1,
79015b1,REMOVED,11636,,Zha16_no_2_tors,,79015.b1,
79477b1,REMOVED,11672,,Zha16_no_2_tors,,79477.a2,
79522b1,REMOVED,11680,,Zha16_no_2_tors,,79522.b1,
79534m1,REMOVED,11688,,Zha16_no_2_tors,,79534.d1,
79547a1,REMOVED,11690,,Zha16_no_2_tors,,79547.a1,
79606c1,REMOVED,11694,,Zha16_no_2_tors,,79606.a1,
79934c1,REMOVED,11716,,Zha16_no_2_tors,,79934.c1,
79946c1,REMOVED,11718,,Zha16_no_2_tors,,79946.c1,
79990f1,REMOVED,11721,,Zha16_no_2_tors,,79990.a2,
80171b1,REMOVED,11739,,Zha16_no_2_tors,,80171.a2,
80269a1,REMOVED,11750,,Zha16_no_2_tors,,80269.a1,
80570c1,REMOVED,11774,,Zha16_no_2_tors,,80570.c1,
81002g1,REMOVED,11815,,Zha16_no_2_tors,,81002.d1,
81137c1,REMOVED,11823,,Zha16_no_2_tors,,81137.c1,
81230b1,REMOVED,11833,,Zha16_no_2_tors,,81230.b1,
81515b1,REMOVED,11861,,Zha16_no_2_tors,,81515.a1,
81515f1,REMOVED,11862,,Zha16_no_2_tors,,81515.d1,
81851a1,REMOVED,11888,,Zha16_no_2_tors,,81851.a1,
82070c1,REMOVED,11905,,Zha16_no_2_tors,,82070.f1,
82082h1,REMOVED,11906,,Zha16_no_2_tors,,82082.a2,
82138b1,REMOVED,11913,,Zha16_no_2_tors,,82138.b1,
82151a1,REMOVED,11915,,Zha16_no_2_tors,,82151.a1,
82205a1,REMOVED,11918,,Zha16_no_2_tors,,82205.a1,
82214c1,REMOVED,11920,,Zha16_no_2_tors,,82214.c1,
82403a1,REMOVED,11934,,Zha16_no_2_tors,,82403.a1,
82474a1,REMOVED,11938,,Zha16_no_2_tors,,82474.e1,
82490h1,REMOVED,11939,,Zha16_no_2_tors,,82490.a1,
82534c1,REMOVED,11944,,Zha16_no_2_tors,,82534.c1,
82574c1,REMOVED,11950,,Zha16_no_2_tors,,82574.c1,
82642d1,REMOVED,11959,,Zha16_no_2_tors,,82642.d1,
82691b1,REMOVED,11965,,Zha16_no_2_tors,,82691.d1,
82742a1,REMOVED,11968,,Zha16_no_2_tors,,82742.a1,
82835a1,REMOVED,11979,,Zha16_no_2_tors,,82835.a1,
82909a1,REMOVED,11982,,Zha16_no_2_tors,,82909.a1,
82922b1,REMOVED,11985,,Zha16_no_2_tors,,82922.b2,
82942d1,REMOVED,11988,,Zha16_no_2_tors,,82942.d1,
83083k1,REMOVED,12001,,Zha16_no_2_tors,,83083.d2,
83110b1,REMOVED,12006,,Zha16_no_2_tors,,83110.b1,
83174e1,REMOVED,12013,,Zha16_no_2_tors,,83174.f1,
83291b1,REMOVED,12030,,Zha16_no_2_tors,,83291.b1,
83354e1,REMOVED,12038,,Zha16_no_2_tors,,83354.e1,
83411a1,REMOVED,12042,,Zha16_no_2_tors,,83411.a1,
83642a1,REMOVED,12070,,Zha16_no_2_tors,,83642.a1,
83795a1,REMOVED,12081,,Zha16_no_2_tors,,83795.a1,
83842a1,REMOVED,12087,,Zha16_no_2_tors,,83842.a2,
83846c1,REMOVED,12088,,Zha16_no_2_tors,,83846.a2,
83909a1,REMOVED,12094,,Zha16_no_2_tors,,83909.a1,
84023a1,REMOVED,12103,,Zha16_no_2_tors,,84023.a1,
84370p1,REMOVED,12131,,Zha16_no_2_tors,,84370.p1,
84422q1,REMOVED,12141,,Zha16_no_2_tors,,84422.t1,
84658b1,REMOVED,12170,,Zha16_no_2_tors,,84658.f1,
84733a1,REMOVED,12174,,Zha16_no_2_tors,,84733.a2,
84779a1,REMOVED,12178,,Zha16_no_2_tors,,84779.a1,
84790a1,REMOVED,12179,,Zha16_no_2_tors,,84790.c1,
84790e1,REMOVED,12180,,Zha16_no_2_tors,,84790.d1,
84814b1,REMOVED,12183,,Zha16_no_2_tors,,84814.b1,
85030m1,REMOVED,12200,,Zha16_no_2_tors,,85030.h2,
85190a1,REMOVED,12209,,Zha16_no_2_tors,,85190.a1,
85190e1,REMOVED,12211,,Zha16_no_2_tors,,85190.d2,
85214a1,REMOVED,12214,,Zha16_no_2_tors,,85214.a1,
85226b1,REMOVED,12219,,Zha16_no_2_tors,,85226.b2,
85330b1,REMOVED,12223,,Zha16_no_2_tors,,85330.b2,
85330e1,REMOVED,12226,,Zha16_no_2_tors,,85330.j1,
85490d1,REMOVED,12236,,Zha16_no_2_tors,,85490.a2,
85595b1,REMOVED,12246,,Zha16_no_2_tors,,85595.a2,
85642a1,REMOVED,12251,,Zha16_no_2_tors,,85642.a2,
85642b1,REMOVED,12252,,Zha16_no_2_tors,,85642.b1,
85646a1,REMOVED,12254,,Zha16_no_2_tors,,85646.a2,
85666a1,REMOVED,12258,,Zha16_no_2_tors,,85666.a1,
85666i1,REMOVED,12259,,Zha16_no_2_tors,,85666.i2,
85714j1,REMOVED,12266,,Zha16_no_2_tors,,85714.i2,
85858c1,REMOVED,12278,,Zha16_no_2_tors,,85858.b1,
85859b1,REMOVED,12280,,Zha16_no_2_tors,,85859.b1,
86074a1,REMOVED,12291,,Zha16_no_2_tors,,86074.a1,
86147a1,REMOVED,12296,,Zha16_no_2_tors,,86147.a1,
86210b1,REMOVED,12302,,Zha16_no_2_tors,,86210.e1,
86221d1,REMOVED,12305,,Zha16_no_2_tors,,86221.c1,
86315b1,REMOVED,12314,,Zha16_no_2_tors,,86315.b1,
86317b1,REMOVED,12316,,Zha16_no_2_tors,,86317.a1,
86326b1,REMOVED,12319,,Zha16_no_2_tors,,86326.b1,
86437a1,REMOVED,12331,,Zha16_no_2_tors,,86437.a1,
86558a1,REMOVED,12341,,Zha16_no_2_tors,,86558.a1,
86597b1,REMOVED,12346,,Zha16_no_2_tors,,86597.a1,
86915a1,REMOVED,12376,,Zha16_no_2_tors,,86915.a1,
86995a1,REMOVED,12383,,Zha16_no_2_tors,,86995.c2,
87218b1,REMOVED,12405,,Zha16_no_2_tors,,87218.a1,
87230b1,REMOVED,12409,,Zha16_no_2_tors,,87230.c2,
87230d1,REMOVED,12410,,Zha16_no_2_tors,,87230.d1,
87406g1,REMOVED,12438,,Zha16_no_2_tors,,87406.g1,
87461a1,REMOVED,12447,,Zha16_no_2_tors,,87461.b1,
87571a1,REMOVED,12464,,Zha16_no_2_tors,,87571.a1,
87754e1,REMOVED,12482,,Zha16_no_2_tors,,87754.f1,
87842a1,REMOVED,12484,,Zha16_no_2_tors,,87842.a1,
87874a1,REMOVED,12486,,Zha16_no_2_tors,,87874.a1,
87874c1,REMOVED,12487,,Zha16_no_2_tors,,87874.c1,
88403b1,REMOVED,12542,,Zha16_no_2_tors,,88403.b1,
88415a1,REMOVED,12543,,Zha16_no_2_tors,,88415.a1,
88426d1,REMOVED,12544,,Zha16_no_2_tors,,88426.a1,
88694b1,REMOVED,12573,,Zha16_no_2_tors,,88694.b1,
88870a1,REMOVED,12587,,Zha16_no_2_tors,,88870.a1,
88946b1,REMOVED,12593,,Zha16_no_2_tors,,88946.a1,
88970d1,REMOVED,12598,,Zha16_no_2_tors,,88970.g1,
88970o1,REMOVED,12602,,Zha16_no_2_tors,,88970.x2,
88970p1,REMOVED,12600,,Zha16_no_2_tors,,88970.v2,
89195a1,REMOVED,12618,,Zha16_no_2_tors,,89195.a1,
89219a1,REMOVED,12625,,Zha16_no_2_tors,,89219.a1,
89342d1,REMOVED,12633,,Zha16_no_2_tors,,89342.b2,
89390c1,REMOVED,12644,,Zha16_no_2_tors,,89390.c1,
89555c1,REMOVED,12652,,Zha16_no_2_tors,,89555.a1,
89834a1,REMOVED,12670,,Zha16_no_2_tors,,89834.a1,
89990a1,REMOVED,12676,,Zha16_no_2_tors,,89990.a1,
90074b1,REMOVED,12681,,Zha16_no_2_tors,,90074.b1,
90365a1,REMOVED,12707,,Zha16_no_2_tors,,90365.a1,
90370c1,REMOVED,12709,,Zha16_no_2_tors,,90370.a1,
90461b1,REMOVED,12716,,Zha16_no_2_tors,,90461.c1,
90478b1,REMOVED,12719,,Zha16_no_2_tors,,90478.a1,
90521a1,REMOVED,12725,,Zha16_no_2_tors,,90521.b1,
90545c1,REMOVED,12726,,Zha16_no_2_tors,,90545.e1,
90706e1,REMOVED,12734,,Zha16_no_2_tors,,90706.a1,
90706m1,REMOVED,12735,,Zha16_no_2_tors,,90706.i1,
90734a1,REMOVED,12737,,Zha16_no_2_tors,,90734.a2,
90794b1,REMOVED,12740,,Zha16_no_2_tors,,90794.a1,
90818a1,REMOVED,12743,,Zha16_no_2_tors,,90818.a1,
90827b1,REMOVED,12744,,Zha16_no_2_tors,,90827.a1,
90830b1,REMOVED,12745,,Zha16_no_2_tors,,90830.d1,
90874a1,REMOVED,12750,,Zha16_no_2_tors,,90874.a1,
90886f1,REMOVED,12751,,Zha16_no_2_tors,,90886.c1,
91267a1,REMOVED,12779,,Zha16_no_2_tors,,91267.a1,
91390h1,REMOVED,12784,,Zha16_no_2_tors,,91390.k2,
91509c1,REMOVED,12790,,Zha16_no_2_tors,,91509.a2,
91955a1,REMOVED,12819,,Zha16_no_2_tors,,91955.b2,
92123a1,REMOVED,12831,,Zha16_no_2_tors,,92123.a1,
92258b1,REMOVED,12839,,Zha16_no_2_tors,,92258.b1,
92330j1,REMOVED,12846,,Zha16_no_2_tors,,92330.i1,
92798d1,REMOVED,12876,,Zha16_no_2_tors,,92798.c1,
92842b1,REMOVED,12880,,Zha16_no_2_tors,,92842.c2,
92890h1,REMOVED,12888,,Zha16_no_2_tors,,92890.h1,
92939h1,REMOVED,12894,,Zha16_no_2_tors,,92939.a1,
93038b1,REMOVED,12905,,Zha16_no_2_tors,,93038.b1,
93338b1,REMOVED,12920,,Zha16_no_2_tors,,93338.c1,
93398b1,REMOVED,12923,,Zha16_no_2_tors,,93398.a1,
93515a1,REMOVED,12936,,Zha16_no_2_tors,,93515.a2,
93614b1,REMOVED,12947,,Zha16_no_2_tors,,93614.a1,
93670c1,REMOVED,12954,,Zha16_no_2_tors,,93670.b2,
93794b1,REMOVED,12969,,Zha16_no_2_tors,,93794.a1,
93806c1,REMOVED,12972,,Zha16_no_2_tors,,93806.d1,
93986a1,REMOVED,12980,,Zha16_no_2_tors,,93986.a1,
94018a1,REMOVED,12982,,Zha16_no_2_tors,,94018.a1,
94046a1,REMOVED,12985,,Zha16_no_2_tors,,94046.a1,
94163b1,REMOVED,12992,,Zha16_no_2_tors,,94163.a1,
94213a1,REMOVED,12998,,Zha16_no_2_tors,,94213.a1,
94262a1,REMOVED,13002,,Zha16_no_2_tors,,94262.a1,
94498e1,REMOVED,13023,,Zha16_no_2_tors,,94498.d2,
94745d1,REMOVED,13044,,Zha16_no_2_tors,,94745.b1,
94931c1,REMOVED,13052,,Zha16_no_2_tors,,94931.c1,
95018n1,REMOVED,13060,,Zha16_no_2_tors,,95018.j2,
95105d1,REMOVED,13070,,Zha16_no_2_tors,,95105.f1,
95221c1,REMOVED,13081,,Zha16_no_2_tors,,95221.b1,
95438g1,REMOVED,13097,,Zha16_no_2_tors,,95438.d1,
95459a1,REMOVED,13099,,Zha16_no_2_tors,,95459.a1,
95473a1,REMOVED,13100,,Zha16_no_2_tors,,95473.c1,
95710a1,REMOVED,13114,,Zha16_no_2_tors,,95710.a1,
95710b1,REMOVED,13115,,Zha16_no_2_tors,,95710.b1,
95810f1,REMOVED,13125,,Zha16_no_2_tors,,95810.j1,
95890h1,REMOVED,13134,,Zha16_no_2_tors,,95890.c1,
96011a1,REMOVED,13142,,Zha16_no_2_tors,,96011.a1,
96022b1,REMOVED,13143,,Zha16_no_2_tors,,96022.b1,
96254h1,REMOVED,13168,,Zha16_no_2_tors,,96254.n1,
96254l1,REMOVED,13167,,Zha16_no_2_tors,,96254.m1,
96254n1,REMOVED,13169,,Zha16_no_2_tors,,96254.o1,
96490d1,REMOVED,13178,,Zha16_no_2_tors,,96490.d2,
96563a1,REMOVED,13184,,Zha16_no_2_tors,,96563.a2,
96634a1,REMOVED,13188,,Zha16_no_2_tors,,96634.b1,
96866m1,REMOVED,13219,,Zha16_no_2_tors,,96866.m2,
96874b1,REMOVED,13221,,Zha16_no_2_tors,,96874.b2,
96878a1,REMOVED,13222,,Zha16_no_2_tors,,96878.a1,
97019a1,REMOVED,13237,,Zha16_no_2_tors,,97019.a1,
97034h1,REMOVED,13241,,Zha16_no_2_tors,,97034.j1,
97054a1,REMOVED,13242,,Zha16_no_2_tors,,97054.a2,
97262a1,REMOVED,13260,,Zha16_no_2_tors,,97262.a1,
97307b1,REMOVED,13261,,Zha16_no_2_tors,,97307.a1,
97309c1,REMOVED,13262,,Zha16_no_2_tors,,97309.b3,
97322b1,REMOVED,13265,,Zha16_no_2_tors,,97322.a1,
97414a1,REMOVED,13275,,Zha16_no_2_tors,,97414.a2,
97490a1,REMOVED,13283,,Zha16_no_2_tors,,97490.a1,
97570a1,REMOVED,13290,,Zha16_no_2_tors,,97570.b2,
97574a1,REMOVED,13292,,Zha16_no_2_tors,,97574.a1,
97646a1,REMOVED,13300,,Zha16_no_2_tors,,97646.a1,
97754a1,REMOVED,13306,,Zha16_no_2_tors,,97754.a1,
97955a1,REMOVED,13318,,Zha16_no_2_tors,,97955.a2,
98018a1,REMOVED,13322,,Zha16_no_2_tors,,98018.a1,
98078b1,REMOVED,13325,,Zha16_no_2_tors,,98078.b1,
98230e1,REMOVED,13335,,Zha16_no_2_tors,,98230.c1,
98390d1,REMOVED,13347,,Zha16_no_2_tors,,98390.f1,
98546b1,REMOVED,13357,,Zha16_no_2_tors,,98546.b1,
98570a1,REMOVED,13360,,Zha16_no_2_tors,,98570.a1,
98626d1,REMOVED,13367,,Zha16_no_2_tors,,98626.h1,
98626h1,REMOVED,13366,,Zha16_no_2_tors,,98626.g2,
98933b1,REMOVED,13399,,Zha16_no_2_tors,,98933.b2,
99037a1,REMOVED,13408,,Zha16_no_2_tors,,99037.a1,
99086d1,REMOVED,13411,,Zha16_no_2_tors,,99086.a1,
99146b1,REMOVED,13416,,Zha16_no_2_tors,,99146.a2,
99358c1,REMOVED,13437,,Zha16_no_2_tors,,99358.c1,
99374b1,REMOVED,13441,,Zha16_no_2_tors,,99374.b1,
99437a1,REMOVED,13446,,Zha16_no_2_tors,,99437.a2,
99454a1,REMOVED,13447,,Zha16_no_2_tors,,99454.a1,
99494a1,REMOVED,13453,,Zha16_no_2_tors,,99494.a1,
99698c1,REMOVED,13477,,Zha16_no_2_tors,,99698.a2,
99755b1,REMOVED,13480,,Zha16_no_2_tors,,99755.a2,
99958b1,REMOVED,13498,,Zha16_no_2_tors,,99958.b1,
99979b1,REMOVED,13499,,Zha16_no_2_tors,,99979.b2,
100007a1,REMOVED,13502,,Zha16_no_2_tors,,100007.a1,
100115a1,REMOVED,13507,,Zha16_no_2_tors,,100115.a1,
100406c1,REMOVED,13526,,Zha16_no_2_tors,,100406.d1,
100813a1,REMOVED,13559,,Zha16_no_2_tors,,100813.a1,
101002b1,REMOVED,13574,,Zha16_no_2_tors,,101002.a2,
101194c1,REMOVED,13589,,Zha16_no_2_tors,,101194.c1,
101395c1,REMOVED,13599,,Zha16_no_2_tors,,101395.b1,
101597a1,REMOVED,13617,,Zha16_no_2_tors,,101597.a2,
101618g1,REMOVED,13620,,Zha16_no_2_tors,,101618.e1,
101974b1,REMOVED,13653,,Zha16_no_2_tors,,101974.b1,
102283a1,REMOVED,13675,,Zha16_no_2_tors,,102283.a1,
102442f1,REMOVED,13695,,Zha16_no_2_tors,,102442.f1,
103106a1,REMOVED,13748,,Zha16_no_2_tors,,103106.a1,
103190f1,REMOVED,13759,,Zha16_no_2_tors,,103190.g1,
103433a1,REMOVED,13786,,Zha16_no_2_tors,,103433.a1,
103645a1,REMOVED,13807,,Zha16_no_2_tors,,103645.d1,
103730o1,REMOVED,13817,,Zha16_no_2_tors,,103730.o2,
103738a1,REMOVED,13818,,Zha16_no_2_tors,,103738.a1,
103763a1,REMOVED,13823,,Zha16_no_2_tors,,103763.a1,
103790b1,REMOVED,13831,,Zha16_no_2_tors,,103790.c1,
103805b1,REMOVED,13833,,Zha16_no_2_tors,,103805.b1,
103814a1,REMOVED,13836,,Zha16_no_2_tors,,103814.a1,
103858d1,REMOVED,13843,,Zha16_no_2_tors,,103858.g1,
103870l1,REMOVED,13848,,Zha16_no_2_tors,,103870.j2,
103870m1,REMOVED,13850,,Zha16_no_2_tors,,103870.m1,
103894d1,REMOVED,13852,,Zha16_no_2_tors,,103894.d1,
104210d1,REMOVED,13886,,Zha16_no_2_tors,,104210.e2,
104371b1,REMOVED,13908,,Zha16_no_2_tors,,104371.a1,
104438c1,REMOVED,13913,,Zha16_no_2_tors,,104438.c1,
104461a1,REMOVED,13915,,Zha16_no_2_tors,,104461.a1,
104533c1,REMOVED,13924,,Zha16_no_2_tors,,104533.c1,
104546a1,REMOVED,13928,,Zha16_no_2_tors,,104546.a1,
104630b1,REMOVED,13934,,Zha16_no_2_tors,,104630.b1,
104755e1,REMOVED,13942,,Zha16_no_2_tors,,104755.c2,
104819a1,REMOVED,13944,,Zha16_no_2_tors,,104819.b1,
104902d1,REMOVED,13949,,Zha16_no_2_tors,,104902.d2,
104995a1,REMOVED,13961,,Zha16_no_2_tors,,104995.a1,
105035b1,REMOVED,13962,,Zha16_no_2_tors,,105035.a1,
105070g1,REMOVED,13965,,Zha16_no_2_tors,,105070.a1,
105205b1,REMOVED,13977,,Zha16_no_2_tors,,105205.b1,
105355f1,REMOVED,13995,,Zha16_no_2_tors,,105355.g1,
105469a1,REMOVED,14003,,Zha16_no_2_tors,,105469.a1,
105482a1,REMOVED,14004,,Zha16_no_2_tors,,105482.b1,
105518a1,REMOVED,14007,,Zha16_no_2_tors,,105518.a1,
105545d1,REMOVED,14010,,Zha16_no_2_tors,,105545.c1,
105830f1,REMOVED,14029,,Zha16_no_2_tors,,105830.b2,
105842d1,REMOVED,14032,,Zha16_no_2_tors,,105842.a1,
105910q1,REMOVED,14039,,Zha16_no_2_tors,,105910.n1,
107074b1,REMOVED,14115,,Zha16_no_2_tors,,107074.b1,
107189c1,REMOVED,14125,,Zha16_no_2_tors,,107189.e1,
107290c1,REMOVED,14129,,Zha16_no_2_tors,,107290.c1,
107386a1,REMOVED,14134,,Zha16_no_2_tors,,107386.a1,
107533a1,REMOVED,14152,,Zha16_no_2_tors,,107533.b1,
107770b1,REMOVED,14168,,Zha16_no_2_tors,,107770.c1,
107770e1,REMOVED,14169,,Zha16_no_2_tors,,107770.d1,
107891b1,REMOVED,14176,,Zha16_no_2_tors,,107891.a1,
108035b1,REMOVED,14188,,Zha16_no_2_tors,,108035.b1,
