curve_label,lmfdb_label,source,conductor,has_isogeny_3,has_isogeny_5,has_isogeny_7,isogeny_set_357,isogeny_degrees,a3,abs_a3_eq_3,failure_class,good_reduction_at_3,projective_point_count_at_3,nonsingular_projective_point_count_at_3,ecdata_aplist_a3_token
59198c1,59198.d1,Zha16_no_2_tors,59198,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
59246a1,59246.a1,Zha16_no_2_tors,59246,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
59458j1,59458.f1,Zha16_no_2_tors,59458,True,False,False,3,1;3;9,-2,False,ISOGENY_ONLY,True,6,6,-2
59474b1,59474.b2,Zha16_no_2_tors,59474,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
59590a1,59590.c2,Zha16_no_2_tors,59590,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
59678b1,59678.a2,Zha16_no_2_tors,59678,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
59755b1,59755.b2,Zha16_no_2_tors,59755,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
59818d1,59818.c1,Zha16_no_2_tors,59818,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
59830d1,59830.d1,Zha16_no_2_tors,59830,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
59869b1,59869.a1,Zha16_no_2_tors,59869,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
59869e1,59869.g1,Zha16_no_2_tors,59869,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
59930c1,59930.c1,Zha16_no_2_tors,59930,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
60019a1,60019.a1,Zha16_no_2_tors,60019,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
60290e1,60290.k1,Zha16_no_2_tors,60290,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
60853a1,60853.a3,Zha16_no_2_tors,60853,True,False,False,3,1;3;9,1,False,ISOGENY_ONLY,True,3,3,1
60914a1,60914.b1,Zha16_no_2_tors,60914,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
60973a1,60973.b1,Zha16_no_2_tors,60973,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
61115b1,61115.b2,Zha16_no_2_tors,61115,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
61166c1,61166.d1,Zha16_no_2_tors,61166,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
61243a1,61243.b3,Zha16_no_2_tors,61243,True,False,False,3,1;3;9,-2,False,ISOGENY_ONLY,True,6,6,-2
61310c1,61310.d1,Zha16_no_2_tors,61310,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
61477a1,61477.a1,Zha16_no_2_tors,61477,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
61814d1,61814.d2,Zha16_no_2_tors,61814,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
61883a1,61883.a1,Zha16_no_2_tors,61883,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
62002a1,62002.b2,Zha16_no_2_tors,62002,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
62162b1,62162.b1,Zha16_no_2_tors,62162,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
62261a1,62261.a1,Zha16_no_2_tors,62261,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
62282f1,62282.h1,Zha16_no_2_tors,62282,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
62561a1,62561.a1,Zha16_no_2_tors,62561,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
62645a1,62645.a2,Zha16_no_2_tors,62645,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
62651c1,62651.b1,Zha16_no_2_tors,62651,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
62698b1,62698.a1,Zha16_no_2_tors,62698,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
62810d1,62810.c2,Zha16_no_2_tors,62810,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
63358a1,63358.a2,Zha16_no_2_tors,63358,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
63382a1,63382.d1,Zha16_no_2_tors,63382,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
63482a1,63482.a1,Zha16_no_2_tors,63482,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
63490j1,63490.m2,Zha16_no_2_tors,63490,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
63494a1,63494.a1,Zha16_no_2_tors,63494,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
63574i1,63574.c2,Zha16_no_2_tors,63574,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
63635d1,63635.c1,Zha16_no_2_tors,63635,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
63710e1,63710.g1,Zha16_no_2_tors,63710,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
63779a1,63779.b2,Zha16_no_2_tors,63779,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
64070b1,64070.b2,Zha16_no_2_tors,64070,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
64115a1,64115.a1,Zha16_no_2_tors,64115,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
64285d1,64285.e2,Zha16_no_2_tors,64285,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
64286b1,64286.b1,Zha16_no_2_tors,64286,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
64313a1,64313.a1,Zha16_no_2_tors,64313,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
64486e1,64486.b1,Zha16_no_2_tors,64486,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
64754a1,64754.a1,Zha16_no_2_tors,64754,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
64802d1,64802.d1,Zha16_no_2_tors,64802,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
64814b1,64814.a1,Zha16_no_2_tors,64814,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
64814e1,64814.e1,Zha16_no_2_tors,64814,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
64883c1,64883.f1,Zha16_no_2_tors,64883,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
64883f1,64883.e2,Zha16_no_2_tors,64883,True,False,False,3,1;3;9,1,False,ISOGENY_ONLY,True,3,3,1
65026c1,65026.e1,Zha16_no_2_tors,65026,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
65518b1,65518.a1,Zha16_no_2_tors,65518,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
65618f1,65618.a1,Zha16_no_2_tors,65618,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
65753a1,65753.a1,Zha16_no_2_tors,65753,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
66166c1,66166.c1,Zha16_no_2_tors,66166,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
66266b1,66266.b1,Zha16_no_2_tors,66266,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
66379a1,66379.a1,Zha16_no_2_tors,66379,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
66494b1,66494.a1,Zha16_no_2_tors,66494,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
66781a1,66781.b1,Zha16_no_2_tors,66781,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
66878f1,66878.g1,Zha16_no_2_tors,66878,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
66917a1,66917.b2,Zha16_no_2_tors,66917,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
67117a1,67117.a2,Zha16_no_2_tors,67117,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
67274a1,67274.a1,Zha16_no_2_tors,67274,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
67346c1,67346.a1,Zha16_no_2_tors,67346,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
67490c1,67490.c1,Zha16_no_2_tors,67490,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
67490f1,67490.i2,Zha16_no_2_tors,67490,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
67505a1,67505.a1,Zha16_no_2_tors,67505,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
67535c1,67535.f1,Zha16_no_2_tors,67535,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
67546b1,67546.b1,Zha16_no_2_tors,67546,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
67606f1,67606.a3,Zha16_no_2_tors,67606,True,False,False,3,1;3;9,-2,False,ISOGENY_ONLY,True,6,6,-2
67730f1,67730.j1,Zha16_no_2_tors,67730,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
67787a1,67787.a1,Zha16_no_2_tors,67787,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
67790g1,67790.h1,Zha16_no_2_tors,67790,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
67855d1,67855.d1,Zha16_no_2_tors,67855,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
67946d1,67946.d1,Zha16_no_2_tors,67946,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
67958b1,67958.c1,Zha16_no_2_tors,67958,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
68006b1,68006.a1,Zha16_no_2_tors,68006,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
68069a1,68069.a2,Zha16_no_2_tors,68069,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
68086a1,68086.a2,Zha16_no_2_tors,68086,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
68341b1,68341.b1,Zha16_no_2_tors,68341,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
68605a1,68605.a1,Zha16_no_2_tors,68605,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
69058e1,69058.d1,Zha16_no_2_tors,69058,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
69218a1,69218.a2,Zha16_no_2_tors,69218,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
69230v1,69230.z1,Zha16_no_2_tors,69230,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
69295a1,69295.c1,Zha16_no_2_tors,69295,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
69410e1,69410.g1,Zha16_no_2_tors,69410,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
69422a1,69422.a1,Zha16_no_2_tors,69422,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
69515b1,69515.d1,Zha16_no_2_tors,69515,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
69542d1,69542.d1,Zha16_no_2_tors,69542,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
69758c1,69758.d2,Zha16_no_2_tors,69758,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
69818a1,69818.a1,Zha16_no_2_tors,69818,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
70022a1,70022.b1,Zha16_no_2_tors,70022,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
70114c1,70114.c2,Zha16_no_2_tors,70114,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
70115a1,70115.a2,Zha16_no_2_tors,70115,True,False,False,3,1;3;9,1,False,ISOGENY_ONLY,True,3,3,1
70226d1,70226.b1,Zha16_no_2_tors,70226,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
70534b1,70534.c1,Zha16_no_2_tors,70534,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
70538a1,70538.a1,Zha16_no_2_tors,70538,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
70546c1,70546.c1,Zha16_no_2_tors,70546,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
70579a1,70579.a1,Zha16_no_2_tors,70579,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
70718b1,70718.a1,Zha16_no_2_tors,70718,False,True,False,5,1;5,-1,False,ISOGENY_ONLY,True,5,5,-1
70742e1,70742.a1,Zha16_no_2_tors,70742,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
70883a1,70883.a2,Zha16_no_2_tors,70883,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
70915b1,70915.b1,Zha16_no_2_tors,70915,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
70970a1,70970.b2,Zha16_no_2_tors,70970,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
71018a1,71018.a1,Zha16_no_2_tors,71018,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
71290c1,71290.c1,Zha16_no_2_tors,71290,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
71395a1,71395.a2,Zha16_no_2_tors,71395,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
71747a1,71747.a1,Zha16_no_2_tors,71747,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
71782a1,71782.a2,Zha16_no_2_tors,71782,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
71827b1,71827.a2,Zha16_no_2_tors,71827,True,False,False,3,1;3;9,-2,False,ISOGENY_ONLY,True,6,6,-2
72070b1,72070.b1,Zha16_no_2_tors,72070,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
72334b1,72334.d1,Zha16_no_2_tors,72334,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
72338g1,72338.h3,Zha16_no_2_tors,72338,True,False,False,3,1;3;9,1,False,ISOGENY_ONLY,True,3,3,1
72590e1,72590.e1,Zha16_no_2_tors,72590,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
72730h1,72730.g2,Zha16_no_2_tors,72730,True,False,False,3,1;3;9,-2,False,ISOGENY_ONLY,True,6,6,-2
72770b1,72770.c1,Zha16_no_2_tors,72770,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
72898g1,72898.f2,Zha16_no_2_tors,72898,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
72898h1,72898.i1,Zha16_no_2_tors,72898,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
72982c1,72982.c2,Zha16_no_2_tors,72982,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
73115b1,73115.c1,Zha16_no_2_tors,73115,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
73354a1,73354.a1,Zha16_no_2_tors,73354,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
73405a1,73405.b1,Zha16_no_2_tors,73405,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
73570k1,73570.i2,Zha16_no_2_tors,73570,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
73658d1,73658.d3,Zha16_no_2_tors,73658,True,False,False,3,1;3;9,-2,False,ISOGENY_ONLY,True,6,6,-2
73694a1,73694.a1,Zha16_no_2_tors,73694,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
73738b1,73738.d1,Zha16_no_2_tors,73738,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
73738d1,73738.c1,Zha16_no_2_tors,73738,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
73738h1,73738.i1,Zha16_no_2_tors,73738,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
73802a1,73802.a1,Zha16_no_2_tors,73802,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
73814b1,73814.f1,Zha16_no_2_tors,73814,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
74347b1,74347.b1,Zha16_no_2_tors,74347,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
74485b1,74485.a1,Zha16_no_2_tors,74485,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
74711d1,74711.b1,Zha16_no_2_tors,74711,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
74822f1,74822.c2,Zha16_no_2_tors,74822,False,True,False,5,1;5,-1,False,ISOGENY_ONLY,True,5,5,-1
75110m1,75110.n1,Zha16_no_2_tors,75110,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
75298b1,75298.a1,Zha16_no_2_tors,75298,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
75298d1,75298.d1,Zha16_no_2_tors,75298,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
75490a1,75490.a2,Zha16_no_2_tors,75490,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
75490d1,75490.b1,Zha16_no_2_tors,75490,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
75530c1,75530.d2,Zha16_no_2_tors,75530,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
75545b1,75545.d1,Zha16_no_2_tors,75545,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
75674b1,75674.c1,Zha16_no_2_tors,75674,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
75686a1,75686.b1,Zha16_no_2_tors,75686,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
75866d1,75866.c3,Zha16_no_2_tors,75866,True,False,False,3,1;3;9,-2,False,ISOGENY_ONLY,True,6,6,-2
75998a1,75998.a1,Zha16_no_2_tors,75998,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
76066b1,76066.a1,Zha16_no_2_tors,76066,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
76070d1,76070.f1,Zha16_no_2_tors,76070,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
76094a1,76094.a1,Zha16_no_2_tors,76094,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
76258c1,76258.b1,Zha16_no_2_tors,76258,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
76267a1,76267.c1,Zha16_no_2_tors,76267,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
76310e1,76310.e1,Zha16_no_2_tors,76310,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
76318a1,76318.a1,Zha16_no_2_tors,76318,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
76426c1,76426.c2,Zha16_no_2_tors,76426,True,False,False,3,1;3;9,-2,False,ISOGENY_ONLY,True,6,6,-2
76466d1,76466.d1,Zha16_no_2_tors,76466,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
76510e1,76510.e1,Zha16_no_2_tors,76510,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
76865a1,76865.a1,Zha16_no_2_tors,76865,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
77314d1,77314.d2,Zha16_no_2_tors,77314,False,True,False,5,1;5,-1,False,ISOGENY_ONLY,True,5,5,-1
77435b1,77435.c1,Zha16_no_2_tors,77435,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
77710b1,77710.a2,Zha16_no_2_tors,77710,True,False,False,3,1;3;9,-2,False,ISOGENY_ONLY,True,6,6,-2
77834a1,77834.a1,Zha16_no_2_tors,77834,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
77938d1,77938.a1,Zha16_no_2_tors,77938,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
77938f1,77938.g2,Zha16_no_2_tors,77938,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
78062a1,78062.b2,Zha16_no_2_tors,78062,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
78278a1,78278.a1,Zha16_no_2_tors,78278,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
78323a1,78323.b1,Zha16_no_2_tors,78323,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
78362d1,78362.c1,Zha16_no_2_tors,78362,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
78373d1,78373.d1,Zha16_no_2_tors,78373,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
78470p1,78470.r1,Zha16_no_2_tors,78470,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
78482d1,78482.d1,Zha16_no_2_tors,78482,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
78515a1,78515.a1,Zha16_no_2_tors,78515,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
78526h1,78526.c2,Zha16_no_2_tors,78526,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
78533a1,78533.b1,Zha16_no_2_tors,78533,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
78554e1,78554.c1,Zha16_no_2_tors,78554,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
78589c1,78589.a1,Zha16_no_2_tors,78589,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
78590c1,78590.d1,Zha16_no_2_tors,78590,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
78745c1,78745.b1,Zha16_no_2_tors,78745,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
78749a1,78749.a1,Zha16_no_2_tors,78749,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
78806a1,78806.c1,Zha16_no_2_tors,78806,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
78806c1,78806.d1,Zha16_no_2_tors,78806,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
78827b1,78827.c1,Zha16_no_2_tors,78827,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
78838c1,78838.c2,Zha16_no_2_tors,78838,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
78859a1,78859.a1,Zha16_no_2_tors,78859,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
78971a1,78971.a1,Zha16_no_2_tors,78971,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
79015b1,79015.b1,Zha16_no_2_tors,79015,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
79477b1,79477.a2,Zha16_no_2_tors,79477,False,True,False,5,1;5,-1,False,ISOGENY_ONLY,True,5,5,-1
79522b1,79522.b1,Zha16_no_2_tors,79522,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
79534m1,79534.d1,Zha16_no_2_tors,79534,True,False,False,3,1;3;9,-2,False,ISOGENY_ONLY,True,6,6,-2
79547a1,79547.a1,Zha16_no_2_tors,79547,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
79606c1,79606.a1,Zha16_no_2_tors,79606,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
79934c1,79934.c1,Zha16_no_2_tors,79934,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
79946c1,79946.c1,Zha16_no_2_tors,79946,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
79990f1,79990.a2,Zha16_no_2_tors,79990,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
80171b1,80171.a2,Zha16_no_2_tors,80171,False,True,False,5,1;5,-1,False,ISOGENY_ONLY,True,5,5,-1
80269a1,80269.a1,Zha16_no_2_tors,80269,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
80570c1,80570.c1,Zha16_no_2_tors,80570,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
81002g1,81002.d1,Zha16_no_2_tors,81002,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
81137c1,81137.c1,Zha16_no_2_tors,81137,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
81230b1,81230.b1,Zha16_no_2_tors,81230,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
81515b1,81515.a1,Zha16_no_2_tors,81515,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
81515f1,81515.d1,Zha16_no_2_tors,81515,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
81851a1,81851.a1,Zha16_no_2_tors,81851,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
82070c1,82070.f1,Zha16_no_2_tors,82070,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
82082h1,82082.a2,Zha16_no_2_tors,82082,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
82138b1,82138.b1,Zha16_no_2_tors,82138,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
82151a1,82151.a1,Zha16_no_2_tors,82151,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
82205a1,82205.a1,Zha16_no_2_tors,82205,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
82214c1,82214.c1,Zha16_no_2_tors,82214,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
82403a1,82403.a1,Zha16_no_2_tors,82403,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
82474a1,82474.e1,Zha16_no_2_tors,82474,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
82490h1,82490.a1,Zha16_no_2_tors,82490,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
82534c1,82534.c1,Zha16_no_2_tors,82534,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
82574c1,82574.c1,Zha16_no_2_tors,82574,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
82642d1,82642.d1,Zha16_no_2_tors,82642,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
82691b1,82691.d1,Zha16_no_2_tors,82691,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
82742a1,82742.a1,Zha16_no_2_tors,82742,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
82835a1,82835.a1,Zha16_no_2_tors,82835,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
82909a1,82909.a1,Zha16_no_2_tors,82909,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
82922b1,82922.b2,Zha16_no_2_tors,82922,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
82942d1,82942.d1,Zha16_no_2_tors,82942,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
83083k1,83083.d2,Zha16_no_2_tors,83083,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
83110b1,83110.b1,Zha16_no_2_tors,83110,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
83174e1,83174.f1,Zha16_no_2_tors,83174,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
83291b1,83291.b1,Zha16_no_2_tors,83291,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
83354e1,83354.e1,Zha16_no_2_tors,83354,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
83411a1,83411.a1,Zha16_no_2_tors,83411,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
83642a1,83642.a1,Zha16_no_2_tors,83642,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
83795a1,83795.a1,Zha16_no_2_tors,83795,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
83842a1,83842.a2,Zha16_no_2_tors,83842,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
83846c1,83846.a2,Zha16_no_2_tors,83846,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
83909a1,83909.a1,Zha16_no_2_tors,83909,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
84023a1,84023.a1,Zha16_no_2_tors,84023,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
84370p1,84370.p1,Zha16_no_2_tors,84370,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
84422q1,84422.t1,Zha16_no_2_tors,84422,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
