curve_label,lmfdb_label,source,conductor,has_isogeny_3,has_isogeny_5,has_isogeny_7,isogeny_set_357,isogeny_degrees,a3,abs_a3_eq_3,failure_class,good_reduction_at_3,projective_point_count_at_3,nonsingular_projective_point_count_at_3,ecdata_aplist_a3_token
185482a1,185482.a1,Zha16_no_2_tors,185482,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
185702g1,185702.e1,Zha16_no_2_tors,185702,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
185989a1,185989.a2,Zha16_no_2_tors,185989,False,True,False,5,1;5,-1,False,ISOGENY_ONLY,True,5,5,-1
186010a1,186010.w1,Zha16_no_2_tors,186010,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
186010bb1,186010.m2,Zha16_no_2_tors,186010,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
186110f1,186110.i1,Zha16_no_2_tors,186110,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
186110h1,186110.j1,Zha16_no_2_tors,186110,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
186230f1,186230.m1,Zha16_no_2_tors,186230,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
186626g1,186626.a2,Zha16_no_2_tors,186626,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
186682b1,186682.a2,Zha16_no_2_tors,186682,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
186758g1,186758.c1,Zha16_no_2_tors,186758,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
186809a1,186809.a1,Zha16_no_2_tors,186809,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
186874b1,186874.g1,Zha16_no_2_tors,186874,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
186874h1,186874.a1,Zha16_no_2_tors,186874,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
186922b1,186922.a1,Zha16_no_2_tors,186922,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
187090e1,187090.b1,Zha16_no_2_tors,187090,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
187162b1,187162.d2,Zha16_no_2_tors,187162,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
187202a1,187202.a1,Zha16_no_2_tors,187202,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
187309a1,187309.a1,Zha16_no_2_tors,187309,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
187534b1,187534.a1,Zha16_no_2_tors,187534,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
187619a1,187619.a1,Zha16_no_2_tors,187619,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
187646d1,187646.b2,Zha16_no_2_tors,187646,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
188386e1,188386.d2,Zha16_no_2_tors,188386,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
188461b1,188461.b1,Zha16_no_2_tors,188461,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
188515c1,188515.c1,Zha16_no_2_tors,188515,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
188555a1,188555.a1,Zha16_no_2_tors,188555,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
188611a1,188611.a1,Zha16_no_2_tors,188611,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
188734n1,188734.bb1,Zha16_no_2_tors,188734,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
188806b1,188806.d1,Zha16_no_2_tors,188806,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
188819a1,188819.a1,Zha16_no_2_tors,188819,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
188821b1,188821.b1,Zha16_no_2_tors,188821,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
188914b1,188914.a2,Zha16_no_2_tors,188914,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
189010d1,189010.a2,Zha16_no_2_tors,189010,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
189037b1,189037.b1,Zha16_no_2_tors,189037,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
189038a1,189038.b1,Zha16_no_2_tors,189038,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
189070e1,189070.m2,Zha16_no_2_tors,189070,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
189070n1,189070.h1,Zha16_no_2_tors,189070,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
189262a1,189262.b1,Zha16_no_2_tors,189262,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
189394b1,189394.a1,Zha16_no_2_tors,189394,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
189410b1,189410.g2,Zha16_no_2_tors,189410,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
189635a1,189635.a2,Zha16_no_2_tors,189635,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
189658i1,189658.a2,Zha16_no_2_tors,189658,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
189722b1,189722.b1,Zha16_no_2_tors,189722,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
189794c1,189794.c1,Zha16_no_2_tors,189794,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
189866b1,189866.a1,Zha16_no_2_tors,189866,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
189878d1,189878.a2,Zha16_no_2_tors,189878,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
190226a1,190226.a1,Zha16_no_2_tors,190226,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
190498c1,190498.f1,Zha16_no_2_tors,190498,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
190646d1,190646.b1,Zha16_no_2_tors,190646,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
190727a1,190727.a1,Zha16_no_2_tors,190727,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
190754d1,190754.a1,Zha16_no_2_tors,190754,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
190862b1,190862.b1,Zha16_no_2_tors,190862,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
190883b1,190883.b1,Zha16_no_2_tors,190883,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
191015d1,191015.d1,Zha16_no_2_tors,191015,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
191090a1,191090.b1,Zha16_no_2_tors,191090,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
191158a1,191158.a1,Zha16_no_2_tors,191158,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
191171a1,191171.a2,Zha16_no_2_tors,191171,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
191315b1,191315.b1,Zha16_no_2_tors,191315,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
191555b1,191555.b1,Zha16_no_2_tors,191555,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
191723b1,191723.b1,Zha16_no_2_tors,191723,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
191822a1,191822.a1,Zha16_no_2_tors,191822,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
191915a1,191915.a1,Zha16_no_2_tors,191915,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
191954d1,191954.g1,Zha16_no_2_tors,191954,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
192062c1,192062.d1,Zha16_no_2_tors,192062,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
192814a1,192814.d1,Zha16_no_2_tors,192814,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
192899b1,192899.b1,Zha16_no_2_tors,192899,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
192910b1,192910.a1,Zha16_no_2_tors,192910,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
193157a1,193157.a1,Zha16_no_2_tors,193157,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
193318a1,193318.a1,Zha16_no_2_tors,193318,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
193426b1,193426.d1,Zha16_no_2_tors,193426,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
193586a1,193586.a1,Zha16_no_2_tors,193586,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
193715g1,193715.g1,Zha16_no_2_tors,193715,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
193735a1,193735.a1,Zha16_no_2_tors,193735,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
193754a1,193754.b1,Zha16_no_2_tors,193754,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
193886a1,193886.f2,Zha16_no_2_tors,193886,False,True,False,5,1;5,-1,False,ISOGENY_ONLY,True,5,5,-1
193966b1,193966.a1,Zha16_no_2_tors,193966,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
194293a1,194293.a1,Zha16_no_2_tors,194293,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
194554a1,194554.a1,Zha16_no_2_tors,194554,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
194603a1,194603.a1,Zha16_no_2_tors,194603,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
194651a1,194651.a1,Zha16_no_2_tors,194651,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
194666a1,194666.a1,Zha16_no_2_tors,194666,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
194845a1,194845.a1,Zha16_no_2_tors,194845,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
194978a1,194978.a1,Zha16_no_2_tors,194978,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
195011a1,195011.a1,Zha16_no_2_tors,195011,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
195085b1,195085.b2,Zha16_no_2_tors,195085,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
195139a1,195139.a1,Zha16_no_2_tors,195139,True,False,False,3,1;3;9,-2,False,ISOGENY_ONLY,True,6,6,-2
195170e1,195170.a1,Zha16_no_2_tors,195170,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
195547a1,195547.a2,Zha16_no_2_tors,195547,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
195635c1,195635.c1,Zha16_no_2_tors,195635,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
195638a1,195638.a1,Zha16_no_2_tors,195638,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
195671a1,195671.a1,Zha16_no_2_tors,195671,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
195769b1,195769.b1,Zha16_no_2_tors,195769,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
195830c1,195830.a1,Zha16_no_2_tors,195830,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
196214a1,196214.a1,Zha16_no_2_tors,196214,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
196486b1,196486.a1,Zha16_no_2_tors,196486,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
196586a1,196586.a1,Zha16_no_2_tors,196586,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
196730a1,196730.g1,Zha16_no_2_tors,196730,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
196730k1,196730.f1,Zha16_no_2_tors,196730,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
196802a1,196802.a1,Zha16_no_2_tors,196802,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
197045a1,197045.a1,Zha16_no_2_tors,197045,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
197747b1,197747.b1,Zha16_no_2_tors,197747,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
197771a1,197771.a1,Zha16_no_2_tors,197771,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
197890h1,197890.q1,Zha16_no_2_tors,197890,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
197974a1,197974.h2,Zha16_no_2_tors,197974,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
198202c1,198202.e1,Zha16_no_2_tors,198202,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
198610f1,198610.b1,Zha16_no_2_tors,198610,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
198730a1,198730.f2,Zha16_no_2_tors,198730,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
198947a1,198947.a1,Zha16_no_2_tors,198947,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
199106b1,199106.b1,Zha16_no_2_tors,199106,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
199178c1,199178.a1,Zha16_no_2_tors,199178,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
199226f1,199226.b2,Zha16_no_2_tors,199226,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
199366a1,199366.c1,Zha16_no_2_tors,199366,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
199546a1,199546.b1,Zha16_no_2_tors,199546,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
199606a1,199606.a2,Zha16_no_2_tors,199606,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
200090j1,200090.e2,Zha16_no_2_tors,200090,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
200195b1,200195.b1,Zha16_no_2_tors,200195,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
200222c1,200222.d1,Zha16_no_2_tors,200222,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
200330l1,200330.a1,Zha16_no_2_tors,200330,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
200330m1,200330.b1,Zha16_no_2_tors,200330,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
200486j1,200486.f1,Zha16_no_2_tors,200486,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
200546c1,200546.c2,Zha16_no_2_tors,200546,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
200590c1,200590.a1,Zha16_no_2_tors,200590,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
200629a1,200629.a1,Zha16_no_2_tors,200629,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
200702a1,200702.a1,Zha16_no_2_tors,200702,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
200746a1,200746.b1,Zha16_no_2_tors,200746,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
200879a1,200879.a1,Zha16_no_2_tors,200879,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
200906d1,200906.d1,Zha16_no_2_tors,200906,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
201041a1,201041.a1,Zha16_no_2_tors,201041,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
201058e1,201058.a1,Zha16_no_2_tors,201058,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
201134g1,201134.b1,Zha16_no_2_tors,201134,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
201218a1,201218.a1,Zha16_no_2_tors,201218,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
201283a1,201283.a2,Zha16_no_2_tors,201283,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
201295b1,201295.b1,Zha16_no_2_tors,201295,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
201362g1,201362.d3,Zha16_no_2_tors,201362,True,False,False,3,1;3;9,1,False,ISOGENY_ONLY,True,3,3,1
201410a1,201410.f3,Zha16_no_2_tors,201410,True,False,False,3,1;3;9,1,False,ISOGENY_ONLY,True,3,3,1
201563b1,201563.b1,Zha16_no_2_tors,201563,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
201670i1,201670.o1,Zha16_no_2_tors,201670,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
202123a1,202123.a2,Zha16_no_2_tors,202123,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
202130o1,202130.bd1,Zha16_no_2_tors,202130,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
202358d1,202358.d1,Zha16_no_2_tors,202358,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
202510n1,202510.g1,Zha16_no_2_tors,202510,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
202651a1,202651.a2,Zha16_no_2_tors,202651,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
202718a1,202718.a1,Zha16_no_2_tors,202718,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
202813a1,202813.a1,Zha16_no_2_tors,202813,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
202870a1,202870.a1,Zha16_no_2_tors,202870,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
202910a1,202910.b1,Zha16_no_2_tors,202910,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
203315b1,203315.b1,Zha16_no_2_tors,203315,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
203374a1,203374.a1,Zha16_no_2_tors,203374,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
203411a1,203411.a1,Zha16_no_2_tors,203411,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
203414b1,203414.d2,Zha16_no_2_tors,203414,False,True,False,5,1;5,-1,False,ISOGENY_ONLY,True,5,5,-1
203485a1,203485.a1,Zha16_no_2_tors,203485,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
203510c1,203510.c1,Zha16_no_2_tors,203510,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
203962d1,203962.b2,Zha16_no_2_tors,203962,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
204098a1,204098.a1,Zha16_no_2_tors,204098,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
204155b1,204155.b1,Zha16_no_2_tors,204155,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
204171a1,204171.a2,Zha16_no_2_tors,204171,False,True,False,5,1;5,1,False,ISOGENY_ONLY,False,3,2,-
204265a1,204265.a1,Zha16_no_2_tors,204265,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
204358e1,204358.i3,Zha16_no_2_tors,204358,True,False,False,3,1;3;9,1,False,ISOGENY_ONLY,True,3,3,1
204614a1,204614.a1,Zha16_no_2_tors,204614,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
204910a1,204910.h1,Zha16_no_2_tors,204910,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
204958b1,204958.c1,Zha16_no_2_tors,204958,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
204995d1,204995.d1,Zha16_no_2_tors,204995,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
205030b1,205030.l1,Zha16_no_2_tors,205030,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
205270c1,205270.a2,Zha16_no_2_tors,205270,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
205282f1,205282.b2,Zha16_no_2_tors,205282,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
205406b1,205406.e2,Zha16_no_2_tors,205406,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
205406e1,205406.h1,Zha16_no_2_tors,205406,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
205406f1,205406.i1,Zha16_no_2_tors,205406,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
205597b1,205597.b1,Zha16_no_2_tors,205597,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
205730c1,205730.a1,Zha16_no_2_tors,205730,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
205958h1,205958.e1,Zha16_no_2_tors,205958,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
206029a1,206029.a1,Zha16_no_2_tors,206029,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
206330a1,206330.d2,Zha16_no_2_tors,206330,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
206530a1,206530.b1,Zha16_no_2_tors,206530,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
206646e1,206646.ba1,Zha16_no_2_tors,206646,False,True,False,5,1;5,1,False,ISOGENY_ONLY,False,3,2,-
206690b1,206690.d1,Zha16_no_2_tors,206690,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
207298h1,207298.d1,Zha16_no_2_tors,207298,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
207518f1,207518.e1,Zha16_no_2_tors,207518,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
207530a1,207530.b1,Zha16_no_2_tors,207530,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
207538a1,207538.a2,Zha16_no_2_tors,207538,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
207851a1,207851.a2,Zha16_no_2_tors,207851,False,True,False,5,1;5,-1,False,ISOGENY_ONLY,True,5,5,-1
207914c1,207914.a1,Zha16_no_2_tors,207914,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
208078a1,208078.a1,Zha16_no_2_tors,208078,True,False,False,3,1;3;9,-2,False,ISOGENY_ONLY,True,6,6,-2
208171a1,208171.a2,Zha16_no_2_tors,208171,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
208178a1,208178.a1,Zha16_no_2_tors,208178,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
208558c1,208558.d1,Zha16_no_2_tors,208558,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
208693b1,208693.b1,Zha16_no_2_tors,208693,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
208742a1,208742.e2,Zha16_no_2_tors,208742,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
208894a1,208894.e2,Zha16_no_2_tors,208894,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
209090g1,209090.a1,Zha16_no_2_tors,209090,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
209674a1,209674.b1,Zha16_no_2_tors,209674,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
209699a1,209699.a1,Zha16_no_2_tors,209699,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
209915c1,209915.c1,Zha16_no_2_tors,209915,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
210301b1,210301.b3,Zha16_no_2_tors,210301,True,False,False,3,1;3;9,1,False,ISOGENY_ONLY,True,3,3,1
210410g1,210410.d1,Zha16_no_2_tors,210410,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
210562b1,210562.c1,Zha16_no_2_tors,210562,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
210562c1,210562.a1,Zha16_no_2_tors,210562,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
210626a1,210626.a1,Zha16_no_2_tors,210626,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
210635a1,210635.a1,Zha16_no_2_tors,210635,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
210638a1,210638.a1,Zha16_no_2_tors,210638,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
210794a1,210794.a1,Zha16_no_2_tors,210794,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
210871a1,210871.a1,Zha16_no_2_tors,210871,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
210947a1,210947.a1,Zha16_no_2_tors,210947,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
211042a1,211042.a1,Zha16_no_2_tors,211042,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
211295a1,211295.a1,Zha16_no_2_tors,211295,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
211370a1,211370.a1,Zha16_no_2_tors,211370,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
211549b1,211549.b1,Zha16_no_2_tors,211549,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
211610a1,211610.e2,Zha16_no_2_tors,211610,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
211730b1,211730.e2,Zha16_no_2_tors,211730,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
211790a1,211790.c1,Zha16_no_2_tors,211790,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
211898a1,211898.d1,Zha16_no_2_tors,211898,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
212221b1,212221.b1,Zha16_no_2_tors,212221,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
212294a1,212294.a1,Zha16_no_2_tors,212294,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
212474b1,212474.a1,Zha16_no_2_tors,212474,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
212755b1,212755.b2,Zha16_no_2_tors,212755,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
212890a1,212890.b1,Zha16_no_2_tors,212890,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
212890b1,212890.a1,Zha16_no_2_tors,212890,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
212933c1,212933.c1,Zha16_no_2_tors,212933,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
213034b1,213034.b1,Zha16_no_2_tors,213034,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
213118d1,213118.a1,Zha16_no_2_tors,213118,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
213118f1,213118.c2,Zha16_no_2_tors,213118,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
213662b1,213662.a1,Zha16_no_2_tors,213662,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
213730h1,213730.o1,Zha16_no_2_tors,213730,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
213803a1,213803.a1,Zha16_no_2_tors,213803,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
214190a1,214190.a1,Zha16_no_2_tors,214190,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
214361b1,214361.b1,Zha16_no_2_tors,214361,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
214379c1,214379.c1,Zha16_no_2_tors,214379,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
214415c1,214415.c1,Zha16_no_2_tors,214415,False,False,False,,1,-3,True,A3_ONLY,True,7,7,-3
214490n1,214490.m1,Zha16_no_2_tors,214490,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
214558a1,214558.a1,Zha16_no_2_tors,214558,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
214579a1,214579.a1,Zha16_no_2_tors,214579,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
214615b1,214615.b1,Zha16_no_2_tors,214615,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
214642b1,214642.a1,Zha16_no_2_tors,214642,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
214658b1,214658.a1,Zha16_no_2_tors,214658,True,False,False,3,1;3,1,False,ISOGENY_ONLY,True,3,3,1
214730c1,214730.a2,Zha16_no_2_tors,214730,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
214766b1,214766.c2,Zha16_no_2_tors,214766,True,False,False,3,1;3,-2,False,ISOGENY_ONLY,True,6,6,-2
214894a1,214894.a1,Zha16_no_2_tors,214894,False,False,False,,1,3,True,A3_ONLY,True,1,1,3
