boundary_cap_B,candidate_floor,candidate_percent,dual_boundary_price,status
3.67,0.6999819729734039,69.9981972973404,-0.03066844,continuous column-generation numerical candidate
3.65,0.7005955135759483,70.05955135759483,-0.03068556,continuous column-generation numerical candidate
