curve_label,source,conductor,generator_twists,old_source_replayed_twists,current_twists,removed_by_new_gcd,added_by_disc_gate_deletion,hidden_both_blocked,semantic_class
155661c1,Zha16_no_2_tors,155661,4,4,4,0,0,0,UNCHANGED
155667b1,CLZ20,155667,1,1,1,0,0,0,UNCHANGED
155677c1,Zha16_no_2_tors,155677,17,17,17,0,0,0,UNCHANGED
155687a1,CLZ20,155687,1,1,1,0,0,0,UNCHANGED
155701b1,Zha16_no_2_tors,155701,4,4,4,0,0,0,UNCHANGED
155702a1,Zha16_no_2_tors,155702,4,4,3,1,0,0,SHRINK_ONLY
155706b1,Zha16_no_2_tors,155706,12,12,12,0,0,0,UNCHANGED
155734a1,Zha16_no_2_tors,155734,17,17,17,0,0,0,UNCHANGED
15574a1,Zha16_no_2_tors,15574,9,9,9,0,0,0,UNCHANGED
155766d1,Zha16_no_2_tors,155766,4,4,4,0,0,0,UNCHANGED
155766j1,Zha16_no_2_tors,155766,4,4,4,0,0,0,UNCHANGED
155778g1,Zha16_no_2_tors,155778,3,3,3,0,0,0,UNCHANGED
155822a1,Zha16_no_2_tors,155822,9,9,7,2,0,0,SHRINK_ONLY
155823a1,Zha16_no_2_tors,155823,13,13,13,0,0,0,UNCHANGED
155838a1,Zha16_no_2_tors,155838,6,6,6,0,0,0,UNCHANGED
155838d1,Zha16_no_2_tors,155838,6,6,6,0,0,0,UNCHANGED
155839a1,Zha16_no_2_tors,155839,9,9,7,2,0,0,SHRINK_ONLY
155859b1,Zha16_no_2_tors,155859,6,6,6,0,0,0,UNCHANGED
155878b1,Zha16_no_2_tors,155878,8,8,8,0,0,0,UNCHANGED
15587b1,Zha16_no_2_tors,15587,8,8,8,0,0,0,UNCHANGED
15587c1,Zha16_no_2_tors,15587,7,7,5,2,0,0,SHRINK_ONLY
155883f1,Zha16_no_2_tors,155883,3,3,3,0,0,0,UNCHANGED
1558b1,Zha16_no_2_tors,1558,7,7,7,0,0,0,UNCHANGED
155914d1,Zha16_no_2_tors,155914,2,2,2,0,0,0,UNCHANGED
155922c1,Zha16_no_2_tors,155922,3,3,3,0,0,0,UNCHANGED
155922f1,Zha16_no_2_tors,155922,3,3,3,0,0,0,UNCHANGED
155922h1,Zha16_no_2_tors,155922,3,3,3,0,0,0,UNCHANGED
155930c1,Zha16_no_2_tors,155930,3,3,2,1,0,0,SHRINK_ONLY
155933d1,Zha16_no_2_tors,155933,8,8,8,0,0,0,UNCHANGED
155933e1,Zha16_no_2_tors,155933,5,5,5,0,0,0,UNCHANGED
15593a1,CLZ20,15593,1,1,1,0,0,0,UNCHANGED
155953a1,Zha16_no_2_tors,155953,15,15,15,0,0,0,UNCHANGED
155958e1,Zha16_no_2_tors,155958,3,3,3,0,0,0,UNCHANGED
155982a1,Zha16_no_2_tors,155982,9,9,9,0,0,0,UNCHANGED
155982c1,Zha16_no_2_tors,155982,9,9,9,0,0,0,UNCHANGED
155982d1,Zha16_no_2_tors,155982,11,11,11,0,0,0,UNCHANGED
15598b1,Zha16_no_2_tors,15598,12,12,8,4,0,0,SHRINK_ONLY
155995a1,Zha16_no_2_tors,155995,5,5,5,0,0,0,UNCHANGED
155998a1,Zha16_no_2_tors,155998,14,14,14,0,0,0,UNCHANGED
155b1,CLZ20,155,1,1,1,0,0,0,UNCHANGED
156018a1,CLZ20,156018,1,1,1,0,0,0,UNCHANGED
156018b1,Zha16_no_2_tors,156018,4,4,4,0,0,0,UNCHANGED
156026b1,Zha16_no_2_tors,156026,3,3,3,0,0,0,UNCHANGED
156026e1,Zha16_no_2_tors,156026,5,5,2,3,0,0,SHRINK_ONLY
156035b1,Zha16_no_2_tors,156035,10,10,9,1,0,0,SHRINK_ONLY
156038a1,Zha16_no_2_tors,156038,8,8,6,2,0,0,SHRINK_ONLY
15603c1,Zha16_no_2_tors,15603,6,6,6,0,0,0,UNCHANGED
156082c1,CLZ20,156082,3,3,3,0,0,0,UNCHANGED
156115a1,Zha16_no_2_tors,156115,17,17,17,0,0,0,UNCHANGED
156117b1,Zha16_no_2_tors,156117,4,4,4,0,0,0,UNCHANGED
156130a1,Zha16_no_2_tors,156130,5,5,5,0,0,0,UNCHANGED
15617a1,CLZ20,15617,1,1,1,0,0,0,UNCHANGED
15617b1,CLZ20,15617,1,1,1,0,0,0,UNCHANGED
156182c1,Zha16_no_2_tors,156182,11,11,11,0,0,0,UNCHANGED
156189b1,Zha16_no_2_tors,156189,11,11,11,0,0,0,UNCHANGED
15618a1,Zha16_no_2_tors,15618,4,4,4,0,0,0,UNCHANGED
1561a1,CLZ20,1561,4,4,4,0,0,0,UNCHANGED
156205a1,Zha16_no_2_tors,156205,6,6,3,3,0,0,SHRINK_ONLY
156205b1,Zha16_no_2_tors,156205,6,6,3,3,0,0,SHRINK_ONLY
15623a1,CLZ20,15623,1,1,1,0,0,0,UNCHANGED
156266a1,Zha16_no_2_tors,156266,8,8,8,0,0,0,UNCHANGED
156266b1,Zha16_no_2_tors,156266,8,8,8,0,0,0,UNCHANGED
156277a1,Zha16_no_2_tors,156277,23,23,16,7,0,0,SHRINK_ONLY
156278b1,Zha16_no_2_tors,156278,13,13,13,0,0,0,UNCHANGED
156295a1,Zha16_no_2_tors,156295,21,21,21,0,0,0,UNCHANGED
15630a1,Zha16_no_2_tors,15630,4,4,4,0,0,0,UNCHANGED
15630i1,Zha16_no_2_tors,15630,3,3,3,0,0,0,UNCHANGED
15630j1,Zha16_no_2_tors,15630,3,3,3,0,0,0,UNCHANGED
156374a1,Zha16_no_2_tors,156374,12,12,12,0,0,0,UNCHANGED
156378c1,Zha16_no_2_tors,156378,3,3,3,0,0,0,UNCHANGED
156390f1,Zha16_no_2_tors,156390,2,2,2,0,0,0,UNCHANGED
156405c1,CLZ20,156405,1,1,1,0,0,0,UNCHANGED
156423a1,CLZ20,156423,1,1,1,0,0,0,UNCHANGED
156458a1,Zha16_no_2_tors,156458,15,15,15,0,0,0,UNCHANGED
156462g1,Zha16_no_2_tors,156462,5,5,5,0,0,0,UNCHANGED
156486d1,Zha16_no_2_tors,156486,3,3,3,0,0,0,UNCHANGED
156486f1,Zha16_no_2_tors,156486,3,3,3,0,0,0,UNCHANGED
156513c1,Zha16_no_2_tors,156513,5,5,5,0,0,0,UNCHANGED
156513e1,Zha16_no_2_tors,156513,5,5,5,0,0,0,UNCHANGED
156534f1,Zha16_no_2_tors,156534,1,1,1,0,0,0,UNCHANGED
156534h1,Zha16_no_2_tors,156534,1,1,1,0,0,0,UNCHANGED
15654a1,Zha16_no_2_tors,15654,7,7,7,0,0,0,UNCHANGED
156566e1,Zha16_no_2_tors,156566,19,19,19,0,0,0,UNCHANGED
156570j1,Zha16_no_2_tors,156570,2,2,2,0,0,0,UNCHANGED
156570p1,Zha16_no_2_tors,156570,2,2,2,0,0,0,UNCHANGED
156570z1,Zha16_no_2_tors,156570,2,2,2,0,0,0,UNCHANGED
156579d1,Zha16_no_2_tors,156579,5,5,5,0,0,0,UNCHANGED
156585m1,Zha16_no_2_tors,156585,2,2,2,0,0,0,UNCHANGED
156585q1,Zha16_no_2_tors,156585,2,2,2,0,0,0,UNCHANGED
15659a1,Zha16_no_2_tors,15659,24,24,16,8,0,0,SHRINK_ONLY
156603a1,Zha16_no_2_tors,156603,17,17,17,0,0,0,UNCHANGED
156610b1,Zha16_no_2_tors,156610,5,5,5,0,0,0,UNCHANGED
156626b1,Zha16_no_2_tors,156626,11,11,9,2,0,0,SHRINK_ONLY
156633e1,Zha16_no_2_tors,156633,9,9,9,0,0,0,UNCHANGED
156634a1,Zha16_no_2_tors,156634,11,11,11,0,0,0,UNCHANGED
156651d1,Zha16_no_2_tors,156651,5,5,5,0,0,0,UNCHANGED
156658c1,Zha16_no_2_tors,156658,3,3,3,0,0,0,UNCHANGED
156662b1,Zha16_no_2_tors,156662,7,7,6,1,0,0,SHRINK_ONLY
15670b1,Zha16_no_2_tors,15670,8,8,8,0,0,0,UNCHANGED
15670d1,Zha16_no_2_tors,15670,8,8,8,0,0,0,UNCHANGED
156739a1,Zha16_no_2_tors,156739,17,17,17,0,0,0,UNCHANGED
156747b1,Zha16_no_2_tors,156747,15,15,15,0,0,0,UNCHANGED
156778b1,Zha16_no_2_tors,156778,8,8,8,0,0,0,UNCHANGED
156802a1,Zha16_no_2_tors,156802,24,24,21,3,0,0,SHRINK_ONLY
156805a1,CLZ20,156805,1,1,1,0,0,0,UNCHANGED
156854b1,Zha16_no_2_tors,156854,36,36,21,15,0,0,SHRINK_ONLY
15686b1,Zha16_no_2_tors,15686,4,4,2,2,0,0,SHRINK_ONLY
15686e1,Zha16_no_2_tors,15686,4,4,2,2,0,0,SHRINK_ONLY
156882m1,Zha16_no_2_tors,156882,4,4,4,0,0,0,UNCHANGED
156894e1,Zha16_no_2_tors,156894,4,4,4,0,0,0,UNCHANGED
15689c1,Zha16_no_2_tors,15689,22,22,22,0,0,0,UNCHANGED
156907a1,Zha16_no_2_tors,156907,10,10,10,0,0,0,UNCHANGED
156918a1,Zha16_no_2_tors,156918,4,4,4,0,0,0,UNCHANGED
15691a1,Zha16_no_2_tors,15691,6,6,6,0,0,0,UNCHANGED
156930e1,Zha16_no_2_tors,156930,2,2,2,0,0,0,UNCHANGED
156935a1,Zha16_no_2_tors,156935,20,20,17,3,0,0,SHRINK_ONLY
156986d1,Zha16_no_2_tors,156986,7,7,5,2,0,0,SHRINK_ONLY
156997a1,Zha16_no_2_tors,156997,29,29,21,8,0,0,SHRINK_ONLY
157026d1,CLZ20,157026,1,1,1,0,0,0,UNCHANGED
157047d1,Zha16_no_2_tors,157047,4,4,4,0,0,0,UNCHANGED
157067a1,Zha16_no_2_tors,157067,10,10,10,0,0,0,UNCHANGED
157098b1,Zha16_no_2_tors,157098,10,10,10,0,0,0,UNCHANGED
157098c1,Zha16_no_2_tors,157098,8,8,8,0,0,0,UNCHANGED
157098g1,Zha16_no_2_tors,157098,8,8,8,0,0,0,UNCHANGED
157107a1,Zha16_no_2_tors,157107,15,15,15,0,0,0,UNCHANGED
157134a1,Zha16_no_2_tors,157134,10,10,10,0,0,0,UNCHANGED
157139a1,Zha16_no_2_tors,157139,8,8,6,2,0,0,SHRINK_ONLY
157178d1,Zha16_no_2_tors,157178,7,7,5,2,0,0,SHRINK_ONLY
157197b1,Zha16_no_2_tors,157197,3,3,3,0,0,0,UNCHANGED
157209d1,Zha16_no_2_tors,157209,4,4,4,0,0,0,UNCHANGED
157233a1,CLZ20,157233,1,1,1,0,0,0,UNCHANGED
157235c1,Zha16_no_2_tors,157235,5,5,4,1,0,0,SHRINK_ONLY
157245c1,Zha16_no_2_tors,157245,3,3,3,0,0,0,UNCHANGED
157245d1,Zha16_no_2_tors,157245,3,3,3,0,0,0,UNCHANGED
157270b1,Zha16_no_2_tors,157270,13,13,11,2,0,0,SHRINK_ONLY
157285a1,Zha16_no_2_tors,157285,4,4,4,0,0,0,UNCHANGED
157285d1,Zha16_no_2_tors,157285,8,8,6,2,0,0,SHRINK_ONLY
157286b1,Zha16_no_2_tors,157286,38,38,25,13,0,0,SHRINK_ONLY
157286c1,Zha16_no_2_tors,157286,16,16,16,0,0,0,UNCHANGED
157286e1,Zha16_no_2_tors,157286,16,16,16,0,0,0,UNCHANGED
157306a1,Zha16_no_2_tors,157306,16,16,16,0,0,0,UNCHANGED
157358a1,Zha16_no_2_tors,157358,1,1,1,0,0,0,UNCHANGED
157382a1,Zha16_no_2_tors,157382,25,25,21,4,0,0,SHRINK_ONLY
157414b1,Zha16_no_2_tors,157414,25,25,25,0,0,0,UNCHANGED
157434d1,Zha16_no_2_tors,157434,2,2,2,0,0,0,UNCHANGED
157434f1,Zha16_no_2_tors,157434,2,2,2,0,0,0,UNCHANGED
157443a1,Zha16_no_2_tors,157443,4,4,4,0,0,0,UNCHANGED
157461a1,Zha16_no_2_tors,157461,10,10,10,0,0,0,UNCHANGED
157470d1,Zha16_no_2_tors,157470,3,3,3,0,0,0,UNCHANGED
157470l1,Zha16_no_2_tors,157470,3,3,3,0,0,0,UNCHANGED
157470q1,Zha16_no_2_tors,157470,3,3,3,0,0,0,UNCHANGED
157474a1,Zha16_no_2_tors,157474,22,22,22,0,0,0,UNCHANGED
157506a1,Zha16_no_2_tors,157506,9,9,9,0,0,0,UNCHANGED
157539a1,Zha16_no_2_tors,157539,7,7,7,0,0,0,UNCHANGED
157555a1,Zha16_no_2_tors,157555,14,14,14,0,0,0,UNCHANGED
157558a1,Zha16_no_2_tors,157558,13,13,13,0,0,0,UNCHANGED
157566c1,Zha16_no_2_tors,157566,8,8,8,0,0,0,UNCHANGED
157574a1,Zha16_no_2_tors,157574,17,17,17,0,0,0,UNCHANGED
157587a1,Zha16_no_2_tors,157587,11,11,11,0,0,0,UNCHANGED
157594a1,Zha16_no_2_tors,157594,25,25,17,8,0,0,SHRINK_ONLY
157610b1,Zha16_no_2_tors,157610,13,13,9,4,0,0,SHRINK_ONLY
157619a1,Zha16_no_2_tors,157619,5,5,3,2,0,0,SHRINK_ONLY
15765b1,Zha16_no_2_tors,15765,10,10,10,0,0,0,UNCHANGED
157666d1,CLZ20,157666,1,1,1,0,0,0,UNCHANGED
157678b1,Zha16_no_2_tors,157678,21,21,16,5,0,0,SHRINK_ONLY
157685d1,Zha16_no_2_tors,157685,2,2,2,0,0,0,UNCHANGED
157701a1,Zha16_no_2_tors,157701,16,16,16,0,0,0,UNCHANGED
157702b1,Zha16_no_2_tors,157702,7,7,7,0,0,0,UNCHANGED
15770c1,Zha16_no_2_tors,15770,6,6,4,2,0,0,SHRINK_ONLY
157715a1,Zha16_no_2_tors,157715,21,21,11,10,0,0,SHRINK_ONLY
157718i1,Zha16_no_2_tors,157718,4,4,4,0,0,0,UNCHANGED
15771a1,CLZ20,15771,1,1,1,0,0,0,UNCHANGED
157726a1,Zha16_no_2_tors,157726,7,7,7,0,0,0,UNCHANGED
157758f1,Zha16_no_2_tors,157758,12,12,12,0,0,0,UNCHANGED
157803c1,Zha16_no_2_tors,157803,6,6,6,0,0,0,UNCHANGED
157809b1,CLZ20,157809,1,1,1,0,0,0,UNCHANGED
157890a1,Zha16_no_2_tors,157890,2,2,2,0,0,0,UNCHANGED
157890j1,Zha16_no_2_tors,157890,2,2,2,0,0,0,UNCHANGED
157890s1,Zha16_no_2_tors,157890,2,2,2,0,0,0,UNCHANGED
157891b1,Zha16_no_2_tors,157891,19,19,19,0,0,0,UNCHANGED
157898a1,Zha16_no_2_tors,157898,6,6,6,0,0,0,UNCHANGED
15790a1,Zha16_no_2_tors,15790,6,6,6,0,0,0,UNCHANGED
157934g1,Zha16_no_2_tors,157934,4,4,2,2,0,0,SHRINK_ONLY
157954b1,Zha16_no_2_tors,157954,14,14,14,0,0,0,UNCHANGED
157965b1,Zha16_no_2_tors,157965,10,10,10,0,0,0,UNCHANGED
157978a1,Zha16_no_2_tors,157978,13,13,13,0,0,0,UNCHANGED
157990e1,Zha16_no_2_tors,157990,1,1,1,0,0,0,UNCHANGED
157990l1,Zha16_no_2_tors,157990,1,1,1,0,0,0,UNCHANGED
157998j1,Zha16_no_2_tors,157998,3,3,3,0,0,0,UNCHANGED
157998m1,Zha16_no_2_tors,157998,3,3,3,0,0,0,UNCHANGED
158005a1,CLZ20,158005,1,1,1,0,0,0,UNCHANGED
158006d1,Zha16_no_2_tors,158006,4,4,4,0,0,0,UNCHANGED
158010h1,Zha16_no_2_tors,158010,2,2,2,0,0,0,UNCHANGED
158010j1,Zha16_no_2_tors,158010,2,2,2,0,0,0,UNCHANGED
158010n1,Zha16_no_2_tors,158010,2,2,2,0,0,0,UNCHANGED
158010o1,Zha16_no_2_tors,158010,2,2,2,0,0,0,UNCHANGED
158010p1,Zha16_no_2_tors,158010,2,2,2,0,0,0,UNCHANGED
158030a1,Zha16_no_2_tors,158030,7,7,7,0,0,0,UNCHANGED
158035a1,Zha16_no_2_tors,158035,14,14,14,0,0,0,UNCHANGED
158035c1,Zha16_no_2_tors,158035,13,13,13,0,0,0,UNCHANGED
158039a1,CLZ20,158039,2,2,2,0,0,0,UNCHANGED
158042c1,Zha16_no_2_tors,158042,9,9,9,0,0,0,UNCHANGED
158054c1,Zha16_no_2_tors,158054,19,19,13,6,0,0,SHRINK_ONLY
158061e1,Zha16_no_2_tors,158061,6,6,6,0,0,0,UNCHANGED
158078a1,Zha16_no_2_tors,158078,18,18,15,3,0,0,SHRINK_ONLY
158102e1,Zha16_no_2_tors,158102,4,4,4,0,0,0,UNCHANGED
158102f1,Zha16_no_2_tors,158102,4,4,4,0,0,0,UNCHANGED
158111a1,Zha16_no_2_tors,158111,16,16,16,0,0,0,UNCHANGED
158115b1,Zha16_no_2_tors,158115,2,2,2,0,0,0,UNCHANGED
158134a1,Zha16_no_2_tors,158134,12,12,12,0,0,0,UNCHANGED
158169a1,CLZ20,158169,1,1,1,0,0,0,UNCHANGED
158187b1,Zha16_no_2_tors,158187,10,10,10,0,0,0,UNCHANGED
158195a1,Zha16_no_2_tors,158195,7,7,6,1,0,0,SHRINK_ONLY
15819a1,Zha16_no_2_tors,15819,16,16,16,0,0,0,UNCHANGED
158213c1,Zha16_no_2_tors,158213,5,5,5,0,0,0,UNCHANGED
158214g1,Zha16_no_2_tors,158214,3,3,3,0,0,0,UNCHANGED
158217b1,Zha16_no_2_tors,158217,6,6,6,0,0,0,UNCHANGED
158223d1,Zha16_no_2_tors,158223,10,10,10,0,0,0,UNCHANGED
158223g1,Zha16_no_2_tors,158223,10,10,10,0,0,0,UNCHANGED
158230a1,Zha16_no_2_tors,158230,3,3,3,0,0,0,UNCHANGED
158235g1,Zha16_no_2_tors,158235,1,1,1,0,0,0,UNCHANGED
158235m1,Zha16_no_2_tors,158235,1,1,1,0,0,0,UNCHANGED
158237d1,Zha16_no_2_tors,158237,25,25,20,5,0,0,SHRINK_ONLY
158251b1,Zha16_no_2_tors,158251,23,23,15,8,0,0,SHRINK_ONLY
158253c1,Zha16_no_2_tors,158253,6,6,6,0,0,0,UNCHANGED
15826a1,Zha16_no_2_tors,15826,6,6,6,0,0,0,UNCHANGED
158286s1,Zha16_no_2_tors,158286,1,1,1,0,0,0,UNCHANGED
158289b1,CLZ20,158289,2,2,2,0,0,0,UNCHANGED
158290c1,Zha16_no_2_tors,158290,4,4,4,0,0,0,UNCHANGED
158323b1,Zha16_no_2_tors,158323,7,7,7,0,0,0,UNCHANGED
158326h1,Zha16_no_2_tors,158326,4,4,4,0,0,0,UNCHANGED
158331b1,Zha16_no_2_tors,158331,10,10,10,0,0,0,UNCHANGED
158343a1,Zha16_no_2_tors,158343,7,7,7,0,0,0,UNCHANGED
158343f1,CLZ20,158343,1,1,1,0,0,0,UNCHANGED
15834e1,Zha16_no_2_tors,15834,1,1,1,0,0,0,UNCHANGED
15834h1,Zha16_no_2_tors,15834,1,1,1,0,0,0,UNCHANGED
158354i1,CLZ20,158354,1,1,1,0,0,0,UNCHANGED
158362a1,Zha16_no_2_tors,158362,20,20,20,0,0,0,UNCHANGED
158379a1,Zha16_no_2_tors,158379,4,4,4,0,0,0,UNCHANGED
158379b1,Zha16_no_2_tors,158379,2,2,2,0,0,0,UNCHANGED
15837a1,CLZ20,15837,1,1,1,0,0,0,UNCHANGED
158402a1,Zha16_no_2_tors,158402,19,19,19,0,0,0,UNCHANGED
158405c1,Zha16_no_2_tors,158405,6,6,6,0,0,0,UNCHANGED
158430l1,Zha16_no_2_tors,158430,4,4,4,0,0,0,UNCHANGED
158430m1,Zha16_no_2_tors,158430,4,4,4,0,0,0,UNCHANGED
158453a1,Zha16_no_2_tors,158453,16,16,16,0,0,0,UNCHANGED
158474a1,Zha16_no_2_tors,158474,7,7,7,0,0,0,UNCHANGED
158474b1,Zha16_no_2_tors,158474,7,7,7,0,0,0,UNCHANGED
158491a1,Zha16_no_2_tors,158491,18,18,18,0,0,0,UNCHANGED
158509a1,Zha16_no_2_tors,158509,12,12,9,3,0,0,SHRINK_ONLY
158533a1,CLZ20,158533,1,1,1,0,0,0,UNCHANGED
158574c1,Zha16_no_2_tors,158574,3,3,3,0,0,0,UNCHANGED
158578b1,Zha16_no_2_tors,158578,6,6,6,0,0,0,UNCHANGED
158578c1,Zha16_no_2_tors,158578,6,6,6,0,0,0,UNCHANGED
158593a1,CLZ20,158593,1,1,1,0,0,0,UNCHANGED
158605a1,CLZ20,158605,1,1,1,0,0,0,UNCHANGED
158622a1,Zha16_no_2_tors,158622,5,5,5,0,0,0,UNCHANGED
158637a1,Zha16_no_2_tors,158637,20,20,20,0,0,0,UNCHANGED
158638a1,Zha16_no_2_tors,158638,17,17,17,0,0,0,UNCHANGED
158654a1,Zha16_no_2_tors,158654,10,10,10,0,0,0,UNCHANGED
158655i1,Zha16_no_2_tors,158655,4,4,4,0,0,0,UNCHANGED
158669a1,Zha16_no_2_tors,158669,9,9,9,0,0,0,UNCHANGED
158689a1,Zha16_no_2_tors,158689,19,19,19,0,0,0,UNCHANGED
158718g1,Zha16_no_2_tors,158718,4,4,4,0,0,0,UNCHANGED
158718i1,Zha16_no_2_tors,158718,4,4,4,0,0,0,UNCHANGED
158739b1,Zha16_no_2_tors,158739,6,6,6,0,0,0,UNCHANGED
15874a1,CLZ20,15874,2,2,2,0,0,0,UNCHANGED
158758b1,Zha16_no_2_tors,158758,20,20,20,0,0,0,UNCHANGED
158758c1,Zha16_no_2_tors,158758,24,24,17,7,0,0,SHRINK_ONLY
158763d1,Zha16_no_2_tors,158763,5,5,5,0,0,0,UNCHANGED
158774e1,Zha16_no_2_tors,158774,5,5,4,1,0,0,SHRINK_ONLY
158786a1,Zha16_no_2_tors,158786,22,22,16,6,0,0,SHRINK_ONLY
158786b1,Zha16_no_2_tors,158786,16,16,16,0,0,0,UNCHANGED
158798c1,CLZ20,158798,4,4,4,0,0,0,UNCHANGED
158802o1,Zha16_no_2_tors,158802,1,1,1,0,0,0,UNCHANGED
158806b1,Zha16_no_2_tors,158806,6,6,6,0,0,0,UNCHANGED
158807a1,Zha16_no_2_tors,158807,17,17,17,0,0,0,UNCHANGED
158818b1,Zha16_no_2_tors,158818,8,8,8,0,0,0,UNCHANGED
158819b1,Zha16_no_2_tors,158819,13,13,8,5,0,0,SHRINK_ONLY
158822a1,Zha16_no_2_tors,158822,19,19,14,5,0,0,SHRINK_ONLY
158835a1,Zha16_no_2_tors,158835,5,5,5,0,0,0,UNCHANGED
158851b1,Zha16_no_2_tors,158851,11,11,11,0,0,0,UNCHANGED
158879a1,Zha16_no_2_tors,158879,22,22,16,6,0,0,SHRINK_ONLY
158883b1,Zha16_no_2_tors,158883,9,9,9,0,0,0,UNCHANGED
158885b1,Zha16_no_2_tors,158885,10,10,10,0,0,0,UNCHANGED
158890b1,Zha16_no_2_tors,158890,9,9,9,0,0,0,UNCHANGED
158897b1,Zha16_no_2_tors,158897,15,15,15,0,0,0,UNCHANGED
158901a1,Zha16_no_2_tors,158901,20,20,20,0,0,0,UNCHANGED
158955e1,Zha16_no_2_tors,158955,4,4,4,0,0,0,UNCHANGED
158955f1,Zha16_no_2_tors,158955,6,6,6,0,0,0,UNCHANGED
158970e1,Zha16_no_2_tors,158970,1,1,1,0,0,0,UNCHANGED
158e1,CLZ20,158,1,1,1,0,0,0,UNCHANGED
159026a1,Zha16_no_2_tors,159026,3,3,2,1,0,0,SHRINK_ONLY
159070b1,Zha16_no_2_tors,159070,12,12,9,3,0,0,SHRINK_ONLY
159098a1,Zha16_no_2_tors,159098,15,15,15,0,0,0,UNCHANGED
159098b1,Zha16_no_2_tors,159098,17,17,12,5,0,0,SHRINK_ONLY
15909a1,Zha16_no_2_tors,15909,24,24,24,0,0,0,UNCHANGED
159123c1,Zha16_no_2_tors,159123,3,3,3,0,0,0,UNCHANGED
159155a1,Zha16_no_2_tors,159155,15,15,13,2,0,0,SHRINK_ONLY
159158e1,Zha16_no_2_tors,159158,17,17,17,0,0,0,UNCHANGED
159173a1,Zha16_no_2_tors,159173,10,10,10,0,0,0,UNCHANGED
159177b1,Zha16_no_2_tors,159177,7,7,7,0,0,0,UNCHANGED
159177c1,CLZ20,159177,1,1,1,0,0,0,UNCHANGED
15917b1,Zha16_no_2_tors,15917,15,15,15,0,0,0,UNCHANGED
15918e1,Zha16_no_2_tors,15918,3,3,3,0,0,0,UNCHANGED
15918f1,Zha16_no_2_tors,15918,3,3,3,0,0,0,UNCHANGED
15918g1,Zha16_no_2_tors,15918,3,3,3,0,0,0,UNCHANGED
15918i1,Zha16_no_2_tors,15918,3,3,3,0,0,0,UNCHANGED
15918p1,Zha16_no_2_tors,15918,3,3,3,0,0,0,UNCHANGED
159190b1,Zha16_no_2_tors,159190,10,10,10,0,0,0,UNCHANGED
159218a1,CLZ20,159218,1,1,1,0,0,0,UNCHANGED
159222b1,Zha16_no_2_tors,159222,1,1,1,0,0,0,UNCHANGED
159222bb1,Zha16_no_2_tors,159222,1,1,1,0,0,0,UNCHANGED
159222d1,Zha16_no_2_tors,159222,1,1,1,0,0,0,UNCHANGED
159222h1,Zha16_no_2_tors,159222,1,1,1,0,0,0,UNCHANGED
159222u1,Zha16_no_2_tors,159222,1,1,1,0,0,0,UNCHANGED
159271d1,Zha16_no_2_tors,159271,8,8,8,0,0,0,UNCHANGED
159294c1,Zha16_no_2_tors,159294,2,2,2,0,0,0,UNCHANGED
159314a1,Zha16_no_2_tors,159314,26,26,21,5,0,0,SHRINK_ONLY
159322b1,Zha16_no_2_tors,159322,8,8,8,0,0,0,UNCHANGED
159334f1,Zha16_no_2_tors,159334,1,1,1,0,0,0,UNCHANGED
159334g1,Zha16_no_2_tors,159334,1,1,1,0,0,0,UNCHANGED
159355a1,Zha16_no_2_tors,159355,4,4,4,0,0,0,UNCHANGED
159362e1,Zha16_no_2_tors,159362,8,8,5,3,0,0,SHRINK_ONLY
159366b1,Zha16_no_2_tors,159366,10,10,10,0,0,0,UNCHANGED
159379b1,Zha16_no_2_tors,159379,18,18,18,0,0,0,UNCHANGED
159398b1,Zha16_no_2_tors,159398,16,16,16,0,0,0,UNCHANGED
159429b1,Zha16_no_2_tors,159429,13,13,13,0,0,0,UNCHANGED
159434b1,Zha16_no_2_tors,159434,14,14,14,0,0,0,UNCHANGED
159451a1,Zha16_no_2_tors,159451,22,22,22,0,0,0,UNCHANGED
159483a1,Zha16_no_2_tors,159483,11,11,11,0,0,0,UNCHANGED
159510bd1,Zha16_no_2_tors,159510,2,2,2,0,0,0,UNCHANGED
159510j1,Zha16_no_2_tors,159510,2,2,2,0,0,0,UNCHANGED
159530q1,Zha16_no_2_tors,159530,1,1,1,0,0,0,UNCHANGED
159530s1,Zha16_no_2_tors,159530,1,1,1,0,0,0,UNCHANGED
159530u1,Zha16_no_2_tors,159530,1,1,1,0,0,0,UNCHANGED
15954c1,CLZ20,15954,2,2,2,0,0,0,UNCHANGED
159551a1,CLZ20,159551,1,1,1,0,0,0,UNCHANGED
159590c1,Zha16_no_2_tors,159590,7,7,7,0,0,0,UNCHANGED
159595a1,Zha16_no_2_tors,159595,6,6,6,0,0,0,UNCHANGED
1595a1,Zha16_no_2_tors,1595,9,9,7,2,0,0,SHRINK_ONLY
159635a1,Zha16_no_2_tors,159635,7,7,5,2,0,0,SHRINK_ONLY
159645b1,Zha16_no_2_tors,159645,2,2,2,0,0,0,UNCHANGED
159645e1,Zha16_no_2_tors,159645,2,2,2,0,0,0,UNCHANGED
159657e1,CLZ20,159657,1,1,1,0,0,0,UNCHANGED
159659a1,CLZ20,159659,1,1,1,0,0,0,UNCHANGED
159677b1,Zha16_no_2_tors,159677,13,13,13,0,0,0,UNCHANGED
159698i1,Zha16_no_2_tors,159698,2,2,2,0,0,0,UNCHANGED
159706a1,Zha16_no_2_tors,159706,10,10,10,0,0,0,UNCHANGED
