curve_label,source,conductor,generator_twists,old_source_replayed_twists,current_twists,removed_by_new_gcd,added_by_disc_gate_deletion,hidden_both_blocked,semantic_class
100005b1,Zha16_no_2_tors,100005,3,3,3,0,0,0,UNCHANGED
100018a1,CLZ20,100018,1,1,1,0,0,0,UNCHANGED
100018b1,Zha16_no_2_tors,100018,8,8,8,0,0,0,UNCHANGED
10002b1,Zha16_no_2_tors,10002,6,6,6,0,0,0,UNCHANGED
10002c1,CLZ20,10002,1,1,1,0,0,0,UNCHANGED
10003a1,Zha16_no_2_tors,10003,17,17,17,0,0,0,UNCHANGED
10005n1,Zha16_no_2_tors,10005,3,3,3,0,0,0,UNCHANGED
100095b1,Zha16_no_2_tors,100095,5,5,5,0,0,0,UNCHANGED
100095d1,Zha16_no_2_tors,100095,5,5,5,0,0,0,UNCHANGED
100106a1,Zha16_no_2_tors,100106,16,16,16,0,0,0,UNCHANGED
10010t1,Zha16_no_2_tors,10010,2,2,2,0,0,0,UNCHANGED
100139a1,Zha16_no_2_tors,100139,24,24,14,10,0,0,SHRINK_ONLY
100155a1,Zha16_no_2_tors,100155,7,7,7,0,0,0,UNCHANGED
10015a1,Zha16_no_2_tors,10015,24,24,24,0,0,0,UNCHANGED
100203b1,Zha16_no_2_tors,100203,11,11,11,0,0,0,UNCHANGED
100221c1,CLZ20,100221,1,1,1,0,0,0,UNCHANGED
100226b1,CLZ20,100226,5,5,5,0,0,0,UNCHANGED
100235c1,Zha16_no_2_tors,100235,16,16,11,5,0,0,SHRINK_ONLY
10029a1,Zha16_no_2_tors,10029,20,20,20,0,0,0,UNCHANGED
10029b1,Zha16_no_2_tors,10029,20,20,20,0,0,0,UNCHANGED
10031a1,Zha16_no_2_tors,10031,27,27,20,7,0,0,SHRINK_ONLY
100329a1,Zha16_no_2_tors,100329,7,7,7,0,0,0,UNCHANGED
100330a1,Zha16_no_2_tors,100330,3,3,3,0,0,0,UNCHANGED
100334b1,Zha16_no_2_tors,100334,4,4,4,0,0,0,UNCHANGED
100335a1,Zha16_no_2_tors,100335,5,5,5,0,0,0,UNCHANGED
100342b1,Zha16_no_2_tors,100342,7,7,7,0,0,0,UNCHANGED
100342c1,Zha16_no_2_tors,100342,7,7,7,0,0,0,UNCHANGED
100362b1,Zha16_no_2_tors,100362,3,3,3,0,0,0,UNCHANGED
100362c1,Zha16_no_2_tors,100362,3,3,3,0,0,0,UNCHANGED
100366h1,Zha16_no_2_tors,100366,2,2,2,0,0,0,UNCHANGED
100373a1,CLZ20,100373,1,1,1,0,0,0,UNCHANGED
100374a1,Zha16_no_2_tors,100374,11,11,11,0,0,0,UNCHANGED
100374e1,Zha16_no_2_tors,100374,11,11,11,0,0,0,UNCHANGED
100398a1,Zha16_no_2_tors,100398,2,2,2,0,0,0,UNCHANGED
100398i1,Zha16_no_2_tors,100398,2,2,2,0,0,0,UNCHANGED
100406b1,Zha16_no_2_tors,100406,16,16,12,4,0,0,SHRINK_ONLY
100410b1,Zha16_no_2_tors,100410,3,3,3,0,0,0,UNCHANGED
100426a1,Zha16_no_2_tors,100426,10,10,10,0,0,0,UNCHANGED
100453a1,Zha16_no_2_tors,100453,10,10,10,0,0,0,UNCHANGED
100457b1,Zha16_no_2_tors,100457,10,10,7,3,0,0,SHRINK_ONLY
100470j1,Zha16_no_2_tors,100470,3,3,3,0,0,0,UNCHANGED
100479a1,Zha16_no_2_tors,100479,16,16,16,0,0,0,UNCHANGED
100482a1,CLZ20,100482,1,1,1,0,0,0,UNCHANGED
100562a1,Zha16_no_2_tors,100562,6,6,5,1,0,0,SHRINK_ONLY
100562h1,Zha16_no_2_tors,100562,6,6,5,1,0,0,SHRINK_ONLY
100573a1,Zha16_no_2_tors,100573,7,7,7,0,0,0,UNCHANGED
10058b1,Zha16_no_2_tors,10058,7,7,6,1,0,0,SHRINK_ONLY
100595d1,Zha16_no_2_tors,100595,5,5,3,2,0,0,SHRINK_ONLY
1005a1,CLZ20,1005,1,1,1,0,0,0,UNCHANGED
100605b1,Zha16_no_2_tors,100605,3,3,3,0,0,0,UNCHANGED
100630a1,Zha16_no_2_tors,100630,5,5,5,0,0,0,UNCHANGED
100630b1,Zha16_no_2_tors,100630,5,5,5,0,0,0,UNCHANGED
100630d1,Zha16_no_2_tors,100630,3,3,3,0,0,0,UNCHANGED
100630k1,Zha16_no_2_tors,100630,6,6,6,0,0,0,UNCHANGED
100631a1,CLZ20,100631,1,1,1,0,0,0,UNCHANGED
100645a1,CLZ20,100645,1,1,1,0,0,0,UNCHANGED
100654a1,Zha16_no_2_tors,100654,8,8,8,0,0,0,UNCHANGED
100662h1,Zha16_no_2_tors,100662,3,3,3,0,0,0,UNCHANGED
100682a1,Zha16_no_2_tors,100682,15,15,15,0,0,0,UNCHANGED
100685a1,Zha16_no_2_tors,100685,5,5,5,0,0,0,UNCHANGED
100685b1,Zha16_no_2_tors,100685,5,5,5,0,0,0,UNCHANGED
100687a1,Zha16_no_2_tors,100687,19,19,19,0,0,0,UNCHANGED
1006b1,CLZ20,1006,1,1,1,0,0,0,UNCHANGED
100707a1,Zha16_no_2_tors,100707,18,18,18,0,0,0,UNCHANGED
100707b1,Zha16_no_2_tors,100707,17,17,17,0,0,0,UNCHANGED
100707c1,Zha16_no_2_tors,100707,17,17,17,0,0,0,UNCHANGED
100707d1,Zha16_no_2_tors,100707,17,17,17,0,0,0,UNCHANGED
100714c1,Zha16_no_2_tors,100714,6,6,6,0,0,0,UNCHANGED
100717b1,Zha16_no_2_tors,100717,4,4,4,0,0,0,UNCHANGED
100717c1,CLZ20,100717,1,1,1,0,0,0,UNCHANGED
100722a1,CLZ20,100722,1,1,1,0,0,0,UNCHANGED
100730b1,Zha16_no_2_tors,100730,5,5,4,1,0,0,SHRINK_ONLY
100749a1,Zha16_no_2_tors,100749,2,2,2,0,0,0,UNCHANGED
100749b1,Zha16_no_2_tors,100749,1,1,1,0,0,0,UNCHANGED
100779b1,Zha16_no_2_tors,100779,6,6,6,0,0,0,UNCHANGED
100806d1,Zha16_no_2_tors,100806,3,3,3,0,0,0,UNCHANGED
100822b1,Zha16_no_2_tors,100822,13,13,13,0,0,0,UNCHANGED
10083a1,Zha16_no_2_tors,10083,15,15,15,0,0,0,UNCHANGED
100849a1,Zha16_no_2_tors,100849,29,29,19,10,0,0,SHRINK_ONLY
100862a1,Zha16_no_2_tors,100862,3,3,2,1,0,0,SHRINK_ONLY
100862c1,Zha16_no_2_tors,100862,3,3,2,1,0,0,SHRINK_ONLY
100878i1,Zha16_no_2_tors,100878,1,1,1,0,0,0,UNCHANGED
100878r1,Zha16_no_2_tors,100878,1,1,1,0,0,0,UNCHANGED
10087a1,Zha16_no_2_tors,10087,8,8,6,2,0,0,SHRINK_ONLY
10090a1,Zha16_no_2_tors,10090,10,10,10,0,0,0,UNCHANGED
10090b1,Zha16_no_2_tors,10090,10,10,10,0,0,0,UNCHANGED
100947e1,Zha16_no_2_tors,100947,1,1,1,0,0,0,UNCHANGED
100947j1,Zha16_no_2_tors,100947,1,1,1,0,0,0,UNCHANGED
100954a1,Zha16_no_2_tors,100954,13,13,13,0,0,0,UNCHANGED
100955c1,Zha16_no_2_tors,100955,9,9,8,1,0,0,SHRINK_ONLY
100965c1,Zha16_no_2_tors,100965,3,3,3,0,0,0,UNCHANGED
100970b1,Zha16_no_2_tors,100970,5,5,4,1,0,0,SHRINK_ONLY
100970c1,Zha16_no_2_tors,100970,5,5,4,1,0,0,SHRINK_ONLY
100973b1,Zha16_no_2_tors,100973,19,19,13,6,0,0,SHRINK_ONLY
101002a1,Zha16_no_2_tors,101002,9,9,9,0,0,0,UNCHANGED
101005a1,Zha16_no_2_tors,101005,15,15,15,0,0,0,UNCHANGED
101013a1,CLZ20,101013,1,1,1,0,0,0,UNCHANGED
10101b1,Zha16_no_2_tors,10101,4,4,4,0,0,0,UNCHANGED
101045c1,Zha16_no_2_tors,101045,11,11,11,0,0,0,UNCHANGED
101059a1,Zha16_no_2_tors,101059,15,15,15,0,0,0,UNCHANGED
101066b1,Zha16_no_2_tors,101066,13,13,9,4,0,0,SHRINK_ONLY
101066d1,Zha16_no_2_tors,101066,13,13,9,4,0,0,SHRINK_ONLY
101110a1,Zha16_no_2_tors,101110,8,8,8,0,0,0,UNCHANGED
101114b1,Zha16_no_2_tors,101114,6,6,6,0,0,0,UNCHANGED
101126a1,Zha16_no_2_tors,101126,12,12,8,4,0,0,SHRINK_ONLY
101127a1,Zha16_no_2_tors,101127,6,6,6,0,0,0,UNCHANGED
10114a1,Zha16_no_2_tors,10114,10,10,10,0,0,0,UNCHANGED
101163a1,Zha16_no_2_tors,101163,17,17,17,0,0,0,UNCHANGED
101165a1,Zha16_no_2_tors,101165,20,20,20,0,0,0,UNCHANGED
10118a1,Zha16_no_2_tors,10118,24,24,17,7,0,0,SHRINK_ONLY
10118b1,Zha16_no_2_tors,10118,17,17,17,0,0,0,UNCHANGED
101190b1,Zha16_no_2_tors,101190,3,3,3,0,0,0,UNCHANGED
101190d1,Zha16_no_2_tors,101190,3,3,3,0,0,0,UNCHANGED
1011a1,Zha16_no_2_tors,1011,24,24,24,0,0,0,UNCHANGED
1011b1,CLZ20,1011,1,1,1,0,0,0,UNCHANGED
101206a1,Zha16_no_2_tors,101206,7,7,7,0,0,0,UNCHANGED
101235b1,Zha16_no_2_tors,101235,5,5,5,0,0,0,UNCHANGED
101242b1,Zha16_no_2_tors,101242,4,4,4,0,0,0,UNCHANGED
101254a1,Zha16_no_2_tors,101254,21,21,21,0,0,0,UNCHANGED
101265c1,Zha16_no_2_tors,101265,4,4,4,0,0,0,UNCHANGED
101370u1,Zha16_no_2_tors,101370,1,1,1,0,0,0,UNCHANGED
101374d1,Zha16_no_2_tors,101374,5,5,5,0,0,0,UNCHANGED
101386a1,Zha16_no_2_tors,101386,9,9,9,0,0,0,UNCHANGED
101390a1,Zha16_no_2_tors,101390,9,9,9,0,0,0,UNCHANGED
101395a1,Zha16_no_2_tors,101395,9,9,6,3,0,0,SHRINK_ONLY
101409c1,Zha16_no_2_tors,101409,1,1,1,0,0,0,UNCHANGED
101427a1,Zha16_no_2_tors,101427,19,19,19,0,0,0,UNCHANGED
101443b1,Zha16_no_2_tors,101443,21,21,21,0,0,0,UNCHANGED
101443c1,Zha16_no_2_tors,101443,24,24,24,0,0,0,UNCHANGED
101447a1,Zha16_no_2_tors,101447,20,20,20,0,0,0,UNCHANGED
101451b1,Zha16_no_2_tors,101451,8,8,8,0,0,0,UNCHANGED
101454b1,Zha16_no_2_tors,101454,5,5,5,0,0,0,UNCHANGED
101454c1,Zha16_no_2_tors,101454,5,5,5,0,0,0,UNCHANGED
101454d1,Zha16_no_2_tors,101454,5,5,5,0,0,0,UNCHANGED
10149a1,Zha16_no_2_tors,10149,10,10,10,0,0,0,UNCHANGED
101530f1,Zha16_no_2_tors,101530,3,3,3,0,0,0,UNCHANGED
101530i1,Zha16_no_2_tors,101530,3,3,3,0,0,0,UNCHANGED
101530j1,Zha16_no_2_tors,101530,3,3,3,0,0,0,UNCHANGED
101542a1,Zha16_no_2_tors,101542,6,6,6,0,0,0,UNCHANGED
101542b1,Zha16_no_2_tors,101542,6,6,6,0,0,0,UNCHANGED
101591c1,Zha16_no_2_tors,101591,11,11,9,2,0,0,SHRINK_ONLY
101595a1,Zha16_no_2_tors,101595,2,2,2,0,0,0,UNCHANGED
101605b1,CLZ20,101605,1,1,1,0,0,0,UNCHANGED
101606d1,Zha16_no_2_tors,101606,12,12,10,2,0,0,SHRINK_ONLY
101618d1,Zha16_no_2_tors,101618,3,3,2,1,0,0,SHRINK_ONLY
101622a1,Zha16_no_2_tors,101622,8,8,8,0,0,0,UNCHANGED
101622d1,Zha16_no_2_tors,101622,8,8,8,0,0,0,UNCHANGED
101643a1,Zha16_no_2_tors,101643,10,10,10,0,0,0,UNCHANGED
101643b1,Zha16_no_2_tors,101643,9,9,9,0,0,0,UNCHANGED
101643d1,Zha16_no_2_tors,101643,9,9,9,0,0,0,UNCHANGED
101661d1,Zha16_no_2_tors,101661,3,3,3,0,0,0,UNCHANGED
101666a1,Zha16_no_2_tors,101666,14,14,14,0,0,0,UNCHANGED
101670d1,Zha16_no_2_tors,101670,3,3,3,0,0,0,UNCHANGED
101670f1,Zha16_no_2_tors,101670,3,3,3,0,0,0,UNCHANGED
101678a1,Zha16_no_2_tors,101678,17,17,17,0,0,0,UNCHANGED
101714a1,CLZ20,101714,1,1,1,0,0,0,UNCHANGED
101730d1,Zha16_no_2_tors,101730,1,1,1,0,0,0,UNCHANGED
101730l1,Zha16_no_2_tors,101730,2,2,2,0,0,0,UNCHANGED
101730s1,Zha16_no_2_tors,101730,2,2,2,0,0,0,UNCHANGED
10173b1,Zha16_no_2_tors,10173,14,14,14,0,0,0,UNCHANGED
101757a1,Zha16_no_2_tors,101757,7,7,7,0,0,0,UNCHANGED
101766d1,Zha16_no_2_tors,101766,3,3,3,0,0,0,UNCHANGED
101766e1,Zha16_no_2_tors,101766,3,3,3,0,0,0,UNCHANGED
101769a1,Zha16_no_2_tors,101769,20,20,20,0,0,0,UNCHANGED
101778a1,CLZ20,101778,2,2,2,0,0,0,UNCHANGED
101787f1,Zha16_no_2_tors,101787,4,4,4,0,0,0,UNCHANGED
101787i1,Zha16_no_2_tors,101787,4,4,4,0,0,0,UNCHANGED
10178e1,CLZ20,10178,1,1,1,0,0,0,UNCHANGED
101794a1,Zha16_no_2_tors,101794,5,5,5,0,0,0,UNCHANGED
101794b1,Zha16_no_2_tors,101794,5,5,5,0,0,0,UNCHANGED
101798c1,Zha16_no_2_tors,101798,9,9,7,2,0,0,SHRINK_ONLY
101810c1,Zha16_no_2_tors,101810,6,6,6,0,0,0,UNCHANGED
101811a1,CLZ20,101811,1,1,1,0,0,0,UNCHANGED
101814b1,Zha16_no_2_tors,101814,5,5,5,0,0,0,UNCHANGED
101831a1,Zha16_no_2_tors,101831,27,27,19,8,0,0,SHRINK_ONLY
101847a1,Zha16_no_2_tors,101847,8,8,8,0,0,0,UNCHANGED
101859b1,Zha16_no_2_tors,101859,7,7,7,0,0,0,UNCHANGED
101859c1,Zha16_no_2_tors,101859,10,10,10,0,0,0,UNCHANGED
101874a1,CLZ20,101874,1,1,1,0,0,0,UNCHANGED
10187d1,Zha16_no_2_tors,10187,21,21,14,7,0,0,SHRINK_ONLY
1018b1,Zha16_no_2_tors,1018,22,22,22,0,0,0,UNCHANGED
1018c1,Zha16_no_2_tors,1018,22,22,22,0,0,0,UNCHANGED
101931a1,Zha16_no_2_tors,101931,8,8,8,0,0,0,UNCHANGED
101933a1,Zha16_no_2_tors,101933,13,13,13,0,0,0,UNCHANGED
101946g1,Zha16_no_2_tors,101946,4,4,4,0,0,0,UNCHANGED
101974a1,Zha16_no_2_tors,101974,12,12,8,4,0,0,SHRINK_ONLY
101995a1,Zha16_no_2_tors,101995,16,16,16,0,0,0,UNCHANGED
10199a1,CLZ20,10199,1,1,1,0,0,0,UNCHANGED
102021a1,Zha16_no_2_tors,102021,10,10,10,0,0,0,UNCHANGED
102053a1,Zha16_no_2_tors,102053,7,7,7,0,0,0,UNCHANGED
10205a1,Zha16_no_2_tors,10205,11,11,8,3,0,0,SHRINK_ONLY
102082a1,CLZ20,102082,1,1,1,0,0,0,UNCHANGED
102102ba1,Zha16_no_2_tors,102102,1,1,1,0,0,0,UNCHANGED
102102bb1,Zha16_no_2_tors,102102,1,1,1,0,0,0,UNCHANGED
102102bo1,Zha16_no_2_tors,102102,1,1,1,0,0,0,UNCHANGED
102102bp1,Zha16_no_2_tors,102102,1,1,1,0,0,0,UNCHANGED
102102bz1,Zha16_no_2_tors,102102,1,1,1,0,0,0,UNCHANGED
10210a1,Zha16_no_2_tors,10210,5,5,5,0,0,0,UNCHANGED
102158a1,Zha16_no_2_tors,102158,8,8,7,1,0,0,SHRINK_ONLY
102171a1,Zha16_no_2_tors,102171,24,24,24,0,0,0,UNCHANGED
102189b1,Zha16_no_2_tors,102189,10,10,10,0,0,0,UNCHANGED
102189e1,Zha16_no_2_tors,102189,10,10,10,0,0,0,UNCHANGED
102206a1,Zha16_no_2_tors,102206,12,12,12,0,0,0,UNCHANGED
102218b1,Zha16_no_2_tors,102218,25,25,17,8,0,0,SHRINK_ONLY
10221b1,Zha16_no_2_tors,10221,19,19,19,0,0,0,UNCHANGED
102221a1,Zha16_no_2_tors,102221,14,14,10,4,0,0,SHRINK_ONLY
102227a1,Zha16_no_2_tors,102227,15,15,11,4,0,0,SHRINK_ONLY
10222b1,Zha16_no_2_tors,10222,8,8,8,0,0,0,UNCHANGED
102234b1,Zha16_no_2_tors,102234,2,2,2,0,0,0,UNCHANGED
102234c1,Zha16_no_2_tors,102234,2,2,2,0,0,0,UNCHANGED
102234d1,Zha16_no_2_tors,102234,2,2,2,0,0,0,UNCHANGED
102237a1,Zha16_no_2_tors,102237,8,8,8,0,0,0,UNCHANGED
102246b1,Zha16_no_2_tors,102246,4,4,4,0,0,0,UNCHANGED
10226a1,CLZ20,10226,3,3,3,0,0,0,UNCHANGED
10227c1,CLZ20,10227,1,1,1,0,0,0,UNCHANGED
102286b1,Zha16_no_2_tors,102286,11,11,8,3,0,0,SHRINK_ONLY
102291a1,Zha16_no_2_tors,102291,5,5,5,0,0,0,UNCHANGED
102309a1,Zha16_no_2_tors,102309,14,14,14,0,0,0,UNCHANGED
10230k1,Zha16_no_2_tors,10230,1,1,1,0,0,0,UNCHANGED
10230t1,Zha16_no_2_tors,10230,1,1,1,0,0,0,UNCHANGED
102310g1,Zha16_no_2_tors,102310,4,4,4,0,0,0,UNCHANGED
102310h1,Zha16_no_2_tors,102310,4,4,4,0,0,0,UNCHANGED
102333e1,Zha16_no_2_tors,102333,3,3,3,0,0,0,UNCHANGED
102345a1,Zha16_no_2_tors,102345,8,8,8,0,0,0,UNCHANGED
102345c1,Zha16_no_2_tors,102345,7,7,7,0,0,0,UNCHANGED
102353a1,Zha16_no_2_tors,102353,21,21,14,7,0,0,SHRINK_ONLY
102370a1,Zha16_no_2_tors,102370,3,3,3,0,0,0,UNCHANGED
102370b1,Zha16_no_2_tors,102370,3,3,3,0,0,0,UNCHANGED
102378b1,Zha16_no_2_tors,102378,5,5,5,0,0,0,UNCHANGED
102378f1,Zha16_no_2_tors,102378,5,5,5,0,0,0,UNCHANGED
102379c1,Zha16_no_2_tors,102379,24,24,24,0,0,0,UNCHANGED
10237b1,CLZ20,10237,1,1,1,0,0,0,UNCHANGED
10238a1,Zha16_no_2_tors,10238,16,16,13,3,0,0,SHRINK_ONLY
102390g1,Zha16_no_2_tors,102390,2,2,2,0,0,0,UNCHANGED
102398a1,Zha16_no_2_tors,102398,14,14,9,5,0,0,SHRINK_ONLY
1023a1,CLZ20,1023,2,2,2,0,0,0,UNCHANGED
102419a1,Zha16_no_2_tors,102419,11,11,10,1,0,0,SHRINK_ONLY
102419b1,Zha16_no_2_tors,102419,11,11,10,1,0,0,SHRINK_ONLY
102421a1,Zha16_no_2_tors,102421,17,17,17,0,0,0,UNCHANGED
102442g1,Zha16_no_2_tors,102442,5,5,4,1,0,0,SHRINK_ONLY
10245c1,CLZ20,10245,2,2,2,0,0,0,UNCHANGED
102462b1,Zha16_no_2_tors,102462,7,7,7,0,0,0,UNCHANGED
102462f1,Zha16_no_2_tors,102462,7,7,7,0,0,0,UNCHANGED
10246a1,Zha16_no_2_tors,10246,6,6,6,0,0,0,UNCHANGED
102514a1,CLZ20,102514,3,3,3,0,0,0,UNCHANGED
102542b1,Zha16_no_2_tors,102542,6,6,6,0,0,0,UNCHANGED
102565a1,Zha16_no_2_tors,102565,10,10,10,0,0,0,UNCHANGED
102570g1,Zha16_no_2_tors,102570,2,2,2,0,0,0,UNCHANGED
102570j1,Zha16_no_2_tors,102570,2,2,2,0,0,0,UNCHANGED
102579b1,Zha16_no_2_tors,102579,10,10,10,0,0,0,UNCHANGED
102581a1,Zha16_no_2_tors,102581,12,12,12,0,0,0,UNCHANGED
102594c1,Zha16_no_2_tors,102594,7,7,7,0,0,0,UNCHANGED
102594d1,Zha16_no_2_tors,102594,6,6,6,0,0,0,UNCHANGED
102594e1,Zha16_no_2_tors,102594,6,6,6,0,0,0,UNCHANGED
102594f1,Zha16_no_2_tors,102594,4,4,4,0,0,0,UNCHANGED
102597a1,Zha16_no_2_tors,102597,9,9,9,0,0,0,UNCHANGED
102610b1,Zha16_no_2_tors,102610,3,3,3,0,0,0,UNCHANGED
102621c1,Zha16_no_2_tors,102621,13,13,13,0,0,0,UNCHANGED
102623a1,CLZ20,102623,2,2,2,0,0,0,UNCHANGED
102657a1,Zha16_no_2_tors,102657,7,7,7,0,0,0,UNCHANGED
102702a1,Zha16_no_2_tors,102702,10,10,10,0,0,0,UNCHANGED
102702b1,Zha16_no_2_tors,102702,10,10,10,0,0,0,UNCHANGED
102705c1,Zha16_no_2_tors,102705,4,4,4,0,0,0,UNCHANGED
10270a1,Zha16_no_2_tors,10270,5,5,5,0,0,0,UNCHANGED
10270d1,Zha16_no_2_tors,10270,5,5,5,0,0,0,UNCHANGED
102738a1,Zha16_no_2_tors,102738,9,9,9,0,0,0,UNCHANGED
102738b1,Zha16_no_2_tors,102738,9,9,9,0,0,0,UNCHANGED
102738c1,Zha16_no_2_tors,102738,8,8,8,0,0,0,UNCHANGED
102745a1,Zha16_no_2_tors,102745,19,19,19,0,0,0,UNCHANGED
102747a1,Zha16_no_2_tors,102747,8,8,8,0,0,0,UNCHANGED
10274a1,Zha16_no_2_tors,10274,15,15,8,7,0,0,SHRINK_ONLY
10274b1,Zha16_no_2_tors,10274,15,15,8,7,0,0,SHRINK_ONLY
102765c1,Zha16_no_2_tors,102765,1,1,1,0,0,0,UNCHANGED
102765o1,Zha16_no_2_tors,102765,1,1,1,0,0,0,UNCHANGED
102785a1,Zha16_no_2_tors,102785,8,8,8,0,0,0,UNCHANGED
102805a1,Zha16_no_2_tors,102805,9,9,9,0,0,0,UNCHANGED
102810d1,Zha16_no_2_tors,102810,2,2,2,0,0,0,UNCHANGED
10283a1,Zha16_no_2_tors,10283,9,9,8,1,0,0,SHRINK_ONLY
102846b1,Zha16_no_2_tors,102846,2,2,2,0,0,0,UNCHANGED
102853a1,CLZ20,102853,1,1,1,0,0,0,UNCHANGED
102878a1,Zha16_no_2_tors,102878,21,21,14,7,0,0,SHRINK_ONLY
102882f1,Zha16_no_2_tors,102882,4,4,4,0,0,0,UNCHANGED
102882h1,Zha16_no_2_tors,102882,4,4,4,0,0,0,UNCHANGED
102883e1,CLZ20,102883,2,2,2,0,0,0,UNCHANGED
102883g1,Zha16_no_2_tors,102883,6,6,6,0,0,0,UNCHANGED
102886a1,Zha16_no_2_tors,102886,5,5,5,0,0,0,UNCHANGED
102907b1,Zha16_no_2_tors,102907,3,3,3,0,0,0,UNCHANGED
102923c1,Zha16_no_2_tors,102923,19,19,15,4,0,0,SHRINK_ONLY
102963a1,CLZ20,102963,1,1,1,0,0,0,UNCHANGED
102963b1,Zha16_no_2_tors,102963,7,7,7,0,0,0,UNCHANGED
102982c1,Zha16_no_2_tors,102982,2,2,2,0,0,0,UNCHANGED
102982e1,Zha16_no_2_tors,102982,2,2,2,0,0,0,UNCHANGED
102995a1,Zha16_no_2_tors,102995,16,16,12,4,0,0,SHRINK_ONLY
10299a1,Zha16_no_2_tors,10299,15,15,15,0,0,0,UNCHANGED
103011a1,Zha16_no_2_tors,103011,22,22,22,0,0,0,UNCHANGED
103026e1,Zha16_no_2_tors,103026,2,2,2,0,0,0,UNCHANGED
103026k1,Zha16_no_2_tors,103026,2,2,2,0,0,0,UNCHANGED
10302b1,Zha16_no_2_tors,10302,3,3,3,0,0,0,UNCHANGED
10302e1,Zha16_no_2_tors,10302,3,3,3,0,0,0,UNCHANGED
103042a1,Zha16_no_2_tors,103042,27,27,19,8,0,0,SHRINK_ONLY
103054c1,Zha16_no_2_tors,103054,6,6,6,0,0,0,UNCHANGED
103054d1,Zha16_no_2_tors,103054,6,6,6,0,0,0,UNCHANGED
103063a1,Zha16_no_2_tors,103063,22,22,15,7,0,0,SHRINK_ONLY
103066a1,Zha16_no_2_tors,103066,9,9,9,0,0,0,UNCHANGED
103070a1,Zha16_no_2_tors,103070,6,6,6,0,0,0,UNCHANGED
103070b1,Zha16_no_2_tors,103070,6,6,6,0,0,0,UNCHANGED
1030b1,Zha16_no_2_tors,1030,6,6,6,0,0,0,UNCHANGED
10310a1,Zha16_no_2_tors,10310,8,8,8,0,0,0,UNCHANGED
10310c1,Zha16_no_2_tors,10310,8,8,8,0,0,0,UNCHANGED
103114a1,Zha16_no_2_tors,103114,4,4,4,0,0,0,UNCHANGED
103119d1,Zha16_no_2_tors,103119,8,8,8,0,0,0,UNCHANGED
103137b1,Zha16_no_2_tors,103137,7,7,7,0,0,0,UNCHANGED
103138f1,Zha16_no_2_tors,103138,3,3,3,0,0,0,UNCHANGED
103170a1,Zha16_no_2_tors,103170,1,1,1,0,0,0,UNCHANGED
103170b1,Zha16_no_2_tors,103170,1,1,1,0,0,0,UNCHANGED
103179c1,Zha16_no_2_tors,103179,4,4,4,0,0,0,UNCHANGED
103182c1,Zha16_no_2_tors,103182,2,2,2,0,0,0,UNCHANGED
103182d1,Zha16_no_2_tors,103182,2,2,2,0,0,0,UNCHANGED
103182g1,Zha16_no_2_tors,103182,2,2,2,0,0,0,UNCHANGED
103206d1,Zha16_no_2_tors,103206,6,6,6,0,0,0,UNCHANGED
103218b1,Zha16_no_2_tors,103218,8,8,8,0,0,0,UNCHANGED
103219a1,Zha16_no_2_tors,103219,13,13,13,0,0,0,UNCHANGED
103227a1,Zha16_no_2_tors,103227,9,9,9,0,0,0,UNCHANGED
103233b1,Zha16_no_2_tors,103233,12,12,12,0,0,0,UNCHANGED
103251c1,CLZ20,103251,1,1,1,0,0,0,UNCHANGED
103278a1,Zha16_no_2_tors,103278,4,4,4,0,0,0,UNCHANGED
103290c1,Zha16_no_2_tors,103290,1,1,1,0,0,0,UNCHANGED
103290i1,Zha16_no_2_tors,103290,1,1,1,0,0,0,UNCHANGED
103290n1,Zha16_no_2_tors,103290,1,1,1,0,0,0,UNCHANGED
103299a1,Zha16_no_2_tors,103299,9,9,9,0,0,0,UNCHANGED
103299e1,Zha16_no_2_tors,103299,9,9,9,0,0,0,UNCHANGED
103318a1,Zha16_no_2_tors,103318,20,20,20,0,0,0,UNCHANGED
103339a1,Zha16_no_2_tors,103339,19,19,19,0,0,0,UNCHANGED
10334e1,CLZ20,10334,9,9,9,0,0,0,UNCHANGED
103362a1,Zha16_no_2_tors,103362,2,2,2,0,0,0,UNCHANGED
103363a1,Zha16_no_2_tors,103363,13,13,13,0,0,0,UNCHANGED
103370d1,Zha16_no_2_tors,103370,7,7,7,0,0,0,UNCHANGED
103386c1,Zha16_no_2_tors,103386,9,9,9,0,0,0,UNCHANGED
10338b1,CLZ20,10338,1,1,1,0,0,0,UNCHANGED
103395d1,Zha16_no_2_tors,103395,3,3,3,0,0,0,UNCHANGED
103397b1,CLZ20,103397,1,1,1,0,0,0,UNCHANGED
103398c1,Zha16_no_2_tors,103398,4,4,4,0,0,0,UNCHANGED
103398d1,Zha16_no_2_tors,103398,4,4,4,0,0,0,UNCHANGED
103402a1,Zha16_no_2_tors,103402,5,5,5,0,0,0,UNCHANGED
103414b1,Zha16_no_2_tors,103414,8,8,8,0,0,0,UNCHANGED
103418b1,Zha16_no_2_tors,103418,4,4,4,0,0,0,UNCHANGED
103422b1,Zha16_no_2_tors,103422,2,2,2,0,0,0,UNCHANGED
103422d1,Zha16_no_2_tors,103422,2,2,2,0,0,0,UNCHANGED
103427a1,Zha16_no_2_tors,103427,18,18,13,5,0,0,SHRINK_ONLY
