curve_label,twist,source,conductor,reason
105119a1,921,Zha16_no_2_tors,105119,NEW_GCD_3N
105155a1,69,Zha16_no_2_tors,105155,NEW_GCD_3N
105155a1,129,Zha16_no_2_tors,105155,NEW_GCD_3N
105155a1,201,Zha16_no_2_tors,105155,NEW_GCD_3N
105155a1,309,Zha16_no_2_tors,105155,NEW_GCD_3N
105155a1,381,Zha16_no_2_tors,105155,NEW_GCD_3N
105155a1,489,Zha16_no_2_tors,105155,NEW_GCD_3N
105155a1,669,Zha16_no_2_tors,105155,NEW_GCD_3N
105155a1,849,Zha16_no_2_tors,105155,NEW_GCD_3N
105395b1,789,Zha16_no_2_tors,105395,NEW_GCD_3N
105395b1,849,Zha16_no_2_tors,105395,NEW_GCD_3N
105551a1,21,Zha16_no_2_tors,105551,NEW_GCD_3N
105551a1,105,Zha16_no_2_tors,105551,NEW_GCD_3N
105551a1,237,Zha16_no_2_tors,105551,NEW_GCD_3N
105551a1,357,Zha16_no_2_tors,105551,NEW_GCD_3N
105551a1,417,Zha16_no_2_tors,105551,NEW_GCD_3N
105551a1,429,Zha16_no_2_tors,105551,NEW_GCD_3N
105551a1,609,Zha16_no_2_tors,105551,NEW_GCD_3N
105551a1,717,Zha16_no_2_tors,105551,NEW_GCD_3N
105551a1,933,Zha16_no_2_tors,105551,NEW_GCD_3N
105679d1,597,Zha16_no_2_tors,105679,NEW_GCD_3N
105679d1,669,Zha16_no_2_tors,105679,NEW_GCD_3N
105707a1,57,Zha16_no_2_tors,105707,NEW_GCD_3N
105707a1,177,Zha16_no_2_tors,105707,NEW_GCD_3N
105707a1,429,Zha16_no_2_tors,105707,NEW_GCD_3N
105707a1,501,Zha16_no_2_tors,105707,NEW_GCD_3N
105707a1,561,Zha16_no_2_tors,105707,NEW_GCD_3N
105707a1,597,Zha16_no_2_tors,105707,NEW_GCD_3N
105707a1,669,Zha16_no_2_tors,105707,NEW_GCD_3N
105707a1,681,Zha16_no_2_tors,105707,NEW_GCD_3N
105707a1,849,Zha16_no_2_tors,105707,NEW_GCD_3N
105707a1,897,Zha16_no_2_tors,105707,NEW_GCD_3N
105778a1,57,Zha16_no_2_tors,105778,NEW_GCD_3N
105778a1,129,Zha16_no_2_tors,105778,NEW_GCD_3N
105778a1,249,Zha16_no_2_tors,105778,NEW_GCD_3N
105778a1,273,Zha16_no_2_tors,105778,NEW_GCD_3N
105778a1,537,Zha16_no_2_tors,105778,NEW_GCD_3N
105778a1,969,Zha16_no_2_tors,105778,NEW_GCD_3N
105845a1,21,Zha16_no_2_tors,105845,NEW_GCD_3N
105845a1,129,Zha16_no_2_tors,105845,NEW_GCD_3N
105845a1,201,Zha16_no_2_tors,105845,NEW_GCD_3N
105845a1,249,Zha16_no_2_tors,105845,NEW_GCD_3N
105845a1,321,Zha16_no_2_tors,105845,NEW_GCD_3N
