sigma,model_q,model_q_percent,absolute_weighted_error_tolerance_to_still_imply_70_percent,unknown_strip_mass,unknown_strip_mass_percent
1.043,0.7002259700773408,70.02259700773408,0.0002259700773408202,0.001171097862174542,0.11710978621745419
1.045,0.7014363378665918,70.14363378665918,0.001436337866591808,0.0012670838489831655,0.12670838489831654
1.05,0.7044333010102735,70.44333010102734,0.004433301010273505,0.0015418895295261368,0.15418895295261367
1.06,0.7103056319988186,71.03056319988185,0.01030563199881862,0.0021724933101897564,0.21724933101897564
